,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Madagascar,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Tunisia","AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Sudan",AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Tajikistan,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Turkmenistan,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Aruba,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Guatemala,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Ukraine,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Namibia,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Central African Republic,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Oman",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Kenya,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Eswatini,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Jordan",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Guinea,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Egypt",AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Bahamas,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Georgia,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Cabo Verde,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Rwanda,"AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Congo, Republic of",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Zimbabwe,AF: Trade Balance: Emerging and Developing Economies: Middle East,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Uzbekistan,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Greenland,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Moldova,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Cote D'Ivoire,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Bolivia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: El Salvador,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Burkina Faso,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: West Bank and Gaza",AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Chile,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Kuwait",AF: Trade Balance: Emerging and Developing Economies: Africa,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Brazil,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Antigua and Barbuda,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Lebanon",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: South Africa,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Tanzania,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Dominican Republic,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Belarus,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Mauritius,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Morocco",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Ghana,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Qatar",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Benin,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan",AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Costa Rica,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: United Arab Emirates",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Nigeria,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Syrian Arab Republic","AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Iraq",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Ethiopia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Dominica,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Colombia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Anguilla,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Seychelles,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Cameroon,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Gabon,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Botswana,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Barbados,World: Gross Domestic Product (GDP): Value: 2010 Exchange Rates: USD,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Jamaica,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Uganda,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Sao Tome & Principe,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Kyrgyz Republic,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Niger,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Algeria",AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Guyana,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Togo,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Yemen, Republic of","AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Iran, Islamic Republic of",AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Russia,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Belize,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Bermuda,"AF: (DC)Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Djibouti",AF: (DC)Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Comoros,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Grenada,"AF: (DC)Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Libya","AF: (DC)Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: (Old)Yemen Arab Republic","AF: (DC)Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Somalia",AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: CIS: (Old)Union of Soviet Socialist Republics,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Bahrain, Kingdom of",AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Kazakhstan,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Angola,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Pakistan","AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Mauritania",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Mozambique,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Burundi,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Saudi Arabia",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Senegal,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Malawi,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Gambia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Argentina,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Ecuador,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Honduras,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Mali,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Zambia
12/1963,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,0.1,,,,,,,,,,,2,,,,,,,,,,,,,,,1890.00483346,,,,,,,,,,,,,,,,,,,,5.5,,,,1.9,,,,,,,,,,,,
03/1964,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,0.1,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,,,,0.5,,,,,,,,,,,,
06/1964,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,0.1,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,0.4,,,,,,,,,,,,
09/1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,1.5,,,,,,,,,,,,
12/1964,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,-1.3,,,,,,,,,,,,,,,2091.67680072,,,,,,,,,,0.1,,,,,,,,,,-57.5,,,,-1.4,,,,,,,,,,,,
03/1965,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,0.1,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,0.5,,,,,,,,,,,,
06/1965,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,0.1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,6.2,,,,0.7,,,,,,,,,,,,
09/1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,2.5,,,,,,,,,,,,
12/1965,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,0.7,,,,,,,,,,,2.7,,,,,,,,,,,,,,,2288.88244787,,,,,,,,,,0.1,,,,,,,,,,-56.8,,,,1.9,,,,,,,,,,,,
03/1966,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,1.1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,0.9,,,,,,,,,,,,
06/1966,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,0.2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,6.4,,,,0.7,,,,,,,,,,,,
09/1966,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,0.3,,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,3.7,,,,2.9,,,,,,,,,,,,
12/1966,,,,,,,,,,,,,,,,,0.1,,,,,,,0.6,,,,,,,,,,,,,,0.2,,,,,,,,,,,2.5,,,,0.1,,,,,,,,,,,2518.87016439,,,,,,,,,,0.2,,,,,,,,,,4.8,,,,1.9,,,,,,,,,,,,
03/1967,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,0.4,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,7.6,,,,0.2,,,,,,,,,,,,
06/1967,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,0.1,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,3.8,,,,0.5,,,,,,,,,,,,
12/1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2715.34051429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3012.5022239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3368.09151652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3752.96535544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4128.13916169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4602.4471875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5304.42682723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6017.4601164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6606.80120354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7414.81624271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8237.42262859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9142.15278745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10161.97815101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11206.66630639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/1981,,,,,,,,,,,,,,,,,,,,,,,,5.41860328,,,,,,,,,,,,,,,,,,,,,,,,,16.12596741,,,,,,,,,,,,,,,,,,,,,,,,,0.0367301,,,,,,,,,,24.38343536,,,,10.70736414,,,,5.38187318,,,,,,,,
06/1981,,,,,,,,,,,,,,,,,,,,,,,,4.91599362,,,,,,,,,,,,,,,,,,,,,,,,,19.49967936,,,,,,,,,,,,,,,,,,,,,,,,,0.03224506,,,,,,,,,,13.68583732,,,,14.58368573,,,,4.88374857,,,,,,,,
09/1981,,,,,,,,,,,,,,,,,,,,,,,,3.79185084,,,,,,,,,,,,,,,,,,,,,,,,,13.20773815,,,,,,,,,,,,,,,,,,,,,,,,,0.02221376,,,,,,,,,,-10.24053904,,,,9.41588731,,,,3.76963708,,,,,,,,
12/1981,,,,,,,,,,,,,,,,,,,,,,,,5.20355226,,,,,,,,,,,,,,,,,,,,,,,,,20.00861508,,,,,,,,,,,,,,,12285.85787309,,,,,,,,,,0.03481109,,,,,,,,,,19.80626636,,,,14.80506282,,,,5.16874117,,,,,,,,
03/1982,,,,,,,,,,,,,,,,,,,,,,,,4.8694455,,,,,,,,,,,,,,,,,,,,,,,,,15.28962325,,-0.31990589,,,,,,,,,,,,,,,,,,,,,,,0.03640883,,,,,,,,,,,,,,10.42017775,,,,5.15294257,,,,,,,,
06/1982,,,,,0.01322963,,,,,,,,,,,,0.04830059,,,,,,,1.14475299,,,,,,,,,,,0.00022727,,,,,,,0.00022727,,,,,,,6.36575299,,-0.30119152,,,,,,,,,,,,,,0.00382302,,,,0.00022727,,,,,0.03400756,,,0.00704545,,,,,,,,,,,5.221,,,,1.36363636,,,,,,,,
09/1982,,,,,0.02016119,,,,,,,,,,,,0.05641611,,,,,,,1.15144329,,0.00727273,,,,,,,,,0.00022727,,,,,,,0.00022727,,,,,,,4.40362511,,-0.29258544,,,,,,,,,,,,,,0.00362324,,,,0.00022727,,,,,0.02397626,,,0.00704545,,,,,,,,,,,3.25218182,,,,1.36363636,,,,,,,,
12/1982,,,,,0.01374831,,,,,,,,,,,,0.10746059,,,,,,,0.75680794,,,,,,,,,,,0.00022727,,,,,,,0.00022727,,,,,,,10.39162612,,-0.29631715,,,,,,,,,,,,,13033.10852106,0.00466134,,,,0.00022727,,,,,0.03657359,,,0.00704545,,,,,,,,,,,9.63481818,,,,0.90909091,,,,,,,,
03/1983,,,,,0.00817751,,,,,,,,,,,,0.08261154,0.00817751,,,,,0.00090909,0.3973112,,,,,,,,,,,0.00090909,,,,,,,0.00090909,,,,,,,-1.33441607,,-0.26170239,,,,,,,,,,,,,,,,,,,,,,,0.0309475,,,,,,,,,,,,,,-1.73172727,,,,0.54545455,,,,,,,,
06/1983,,,,,0.00780392,,,,,,,,,,,,0.09441239,0.00780392,,,,,,1.13030321,,,,,,,,,,,,,,,,,,,,,,,,,-0.14487861,,-0.26574288,,,,,,,,,,,,,,,,,,,,,,,0.02890642,,,,,,,,,,,,,,-1.27518182,,,,1.27272727,,,,,,,,
09/1983,,,,,0.00780185,,,,,,,,,,,,0.10139169,0.00780185,,,,,,1.90552971,,,,,,,,,,,,,,,,,,,,,,,,,3.71671153,,-0.2162418,,,,,,,,,,,,,,,,,,,,,,,0.02037982,,,,,,,,,,,,,,1.81118182,,,,2,,,,,,,,
12/1983,,,,,0.00963874,,,,,,,,,,,,0.12158438,0.00963874,,,,,,1.38737981,,,,,,,,,,,,,,,,,,,,,,,,,6.5092889,,-0.21983758,,,,,,,,,,,,,13880.42584828,,,,,,,,,,0.03108755,,,,,,,,,,,,,,5.12190909,,,,1.45454545,,,,,,,,
03/1984,,,,,0.00909091,,,,,,,,,,,,0.02494437,,,,,0.06127113,,0.61126404,,,,,,,,,,,0.0614984,,,,,,,0.06127113,,,,,,,0.66921858,,-0.238535,,,,,,,,,,,,,,,,,,,,,,,0.02940013,,,,0.00022727,,,,,,,,,,0.05772727,,,,0.79545455,,,,,,,,
06/1984,,,,,-0.022,,,,,,,,,,,,0.03126871,,,,,0.06127113,,0.60822124,,,,,,,,,,,1.47278493,-0.022,,,,,,1.47255766,,,,,,,-1.66973331,,-0.24596312,,,,,,,,,1.41128653,,,,,,,,,,,,,,0.0274611,,,,0.00022727,,,,,,,,,,-2.27818182,,,,0.79545455,,,,,,,,
09/1984,,,,,0.00363636,,,,,,,,,,,,0.03271411,,,,,0.06127113,,0.62816554,,0.00363636,,,,,,,,,2.04666834,,,,,,,2.04644107,,,,,,,0.98784736,,-0.21936394,,,,,,,,,1.98516994,,,,,,,,,,,,,,0.01936083,,,,0.00022727,,,,,,,,,,0.35945455,,,,0.79545455,,,,,,,,
12/1984,,,,,0.00363636,,,,,,,,,,,,0.04361827,,,,,0.06127113,,0.64346419,,0.00363636,,,,,,,,,1.57958739,,,,,,,1.57936012,,,,,,,2.95032783,,-0.2251418,,,,,,,,,1.51808899,,,,14957.85039589,,,,,,,,,,0.02953317,,,,0.00022727,,,,,,,,,,2.30663636,,,,0.79545455,,,,,,,,
03/1985,,0.01245455,,,0.02727273,,,,,,,,,,,,,,,,,,,0.18218225,,,,,,,,,,-0.08791562,0.24402152,,,,,,0.02727273,0.01919911,,,,,,,-1.9386317,,-0.24577423,,,,,,,,,0.01874456,,,,,,,,,,,,,,-0.00685517,,,,,,,,,,,,,,-2.34563636,0.21236786,,,0.52272727,0.00045455,,,,,,,
06/1985,,,,,,,,,,,,,,,,,-0.50981818,,,,,,,-0.33186601,,,,,,,,,,-0.08791562,0.18493895,,,,,,,0.02122764,,,,,,,-1.75470015,,-0.25000431,,,,,,,,,0.02077309,,,,,,,,,,,,,,-0.00685517,,,,,,,,,,,,,,-1.58654545,0.16371132,,,0.52272727,0.00045455,,,,,,,
09/1985,,0.03636364,,,0.22718182,,,,,,,,,,,,0.00909091,,,,,,,0.18470842,,0.00818182,,,,,,,,-0.08791562,0.22462032,-0.011,,,,,,0.02533,,,,,,,0.65799875,0.16,-0.25233897,,,,,,,,,0.02487545,,,,,,,,,,,,,,-0.00685517,,0.07,,,,,,,,,,,,0.274,0.16292669,,,0.52272727,0.00045455,,,,,,,
12/1985,,,,,0.04757576,,,,,,,,,,,,,,,,,,,2.20071687,,0.0030303,,,,,,,,-0.12318061,0.09048833,,,,,,,0.0108108,,,,,,,9.56366603,,-0.26109859,,,,,,,,,0.01065928,,,,16079.85221165,,,,,,,,,,0.01471838,,0.04454545,,,,,,,,,,,,7.28327163,0.07967753,,,2.57027769,0.00015152,,,,,,,
03/1986,,,,,-0.099,,,,,,,-0.05183491,,,,,-0.06137831,,,,,,,3.55175107,,,,,,,,,,-0.11969114,-0.00089902,-0.099,,,,,,-0.00053916,,,,-0.00053916,,,7.08410528,,-0.2089081,,,,,,,,,,,,,,,,,,,,,,,0.03137158,,,,,,,,,-0.00035987,,,,,3.53271408,,,,3.96219196,,,,,,,,
06/1986,,,,,,,,,,,,-0.05183491,,,,,-0.03188105,,,,,,,2.85024795,,,,,,,,,,-0.11969114,-0.0008851,,,,,,,-0.00057793,,,,-0.00057793,,,7.6705779,,-0.21250366,,,,,,,,,,,,,,,,,,,,,,,0.02488058,,,,,,,,,-0.00030717,,,,,4.82063712,,,,3.24127814,,,,,,,,
09/1986,,,,,,,,,,,,-0.05183491,,,,,-0.03596175,,,,,,,2.7648803,,,,,,,,,,-0.11969114,-0.00104595,,,,,,,-0.00071043,,,,-0.00071043,,,4.606643,,-0.21448812,,,,,,,,,,,,,,,,,,,,,,,0.02417292,,,,,,,,,-0.00033551,,,,,1.84209821,,,,3.16268331,,,,,,,,
12/1986,,,,,,,,,,,,-0.05183491,,,,,-0.08197888,,,,,,-0.0011,3.13780796,,,,,,,,,,-0.11969114,-0.00183618,,,,,,,-0.00173873,,,,-0.00063873,,,8.98889645,,-0.2219338,,,,,,,,,,,,,17055.10909677,,,,,,,,,,0.02797782,,,,,,,,,-0.00009745,,,,,5.85118593,,,,3.58526888,,,,,,,,
03/1987,,,,,-0.0156745,,,,,,,,,,,,,,,,,,,12.19892625,,,,,,,,,,-0.14961393,-0.002154,-0.0156745,,,,,,-0.00172216,,,,-0.00172216,,,45.11079499,,-0.26113512,,,,,,,,,,,,,,,,,,,,,,,0.10669308,,,,,,,,,-0.00043184,,,,,32.91230058,,,,12.50298221,,,,,,,,
06/1987,,,,,-0.01515598,,,,,,,,,,,,0.00234848,,,,,0.02291365,,5.95200136,,0.00939394,,,,,,,,-0.11019413,0.02078308,-0.02454992,,,,,,0.02115168,,,,-0.00201103,,,15.03937606,,-0.26562958,,,,,,,,,,,,,,,,,,,,,,,0.0492633,,,,,,,,0.00007325,-0.0003686,,,,,9.08774331,,,,6.27614002,0.00024905,,,,,,,
09/1987,,,,,-0.00796179,,,,,,,,,,,,0.00704545,,,,,0.06874095,,0.14342381,,0.02363636,,,,,,,,-0.03135454,0.06729676,-0.03159815,,,,,,0.06769938,,,,-0.00178872,,,-2.91070608,,-0.26811015,,,,,,,,,,,,,,,,,,,,,,,-0.00599827,,,,,,,,0.00021976,-0.00040262,,,,,-3.05372727,,,,0.44162156,0.00074715,,,,,,,
12/1987,,0.02727273,,,-0.01535925,,,,,,,,,,,,0.00704545,,,,,0.06874095,,0.13411671,,0.01181818,,,,,,,,-0.03135454,0.09536832,-0.02717743,,,,,,0.06821253,,,,-0.00127557,,,-0.32518205,,-0.27741725,,,,,,,,,,,,,18146.4752466,,,,,,,,,,-0.00599827,,,,,,,,0.00021976,-0.00011694,,,,,-0.48645455,,,,0.44162156,0.00074715,,,,,,,
03/1988,,0.01818182,,,-0.09056954,,,,,,,,,,,,0.01269545,,,,,,0.01003857,0.51948542,,,,,,,,,,0.02469168,0.04727256,-0.18947971,,,,,,0.01038837,,,,0.0003498,,,-11.81344858,,-0.26113512,,,,,,,,,,,,,,,,,,,,,,,,,,0.00025,,,0.00035354,,,-0.0005398,,,,,-12.36981818,0.01924217,,,0.7432334,,,,,,,,
06/1988,,0.10909091,,,-0.10102988,,,,,,,,,,0.2,,0.01269545,,,,,,,0.71499096,,0.02772411,,,,,,,,0.02469168,0.1281187,-0.24980733,,,,,,0.00024637,,,,0.00024637,,,-11.24140943,,-0.26562958,,,,,,,,,,,,,,,,,,,,,,,,,,0.00025,,,0.00035354,,,-0.00046075,,,,,-12.08427273,0.01924217,,,0.7432334,,,,,,,,
09/1988,,,,,-0.13974164,,,,,,,,,,,,0.01269545,,,,,,,0.51251039,,,,,,,,,,0.02469168,0.01909435,-0.27606259,,,,,,0.00035545,,,,0.00035545,,,-0.40493253,,-0.26811015,,,,,,,,,,,,,,,,,,,,,,,,,,0.00025,,,0.00035354,,,-0.00050327,,,,,-0.93618182,0.01924217,,,0.7432334,,,,,,,,
12/1988,,,,,-0.04930251,,,,,,,,,,0.21818182,,0.01269545,,,,,,,0.72138511,,0.01477273,,,,,,,,0.02469168,0.01949221,-0.24165036,,,,,,0.00039621,,,,0.00039621,,,2.09302656,,-0.27741725,,,,,,,,,,,,,19679.85986021,,,,,,,,,,,,0.03454545,0.00025,,,0.00035354,,,-0.00014617,,,,,1.35254545,0.01924217,,,0.7432334,,,,,,,,
03/1989,,,,,-0.24965246,,,,,,,,,,,,-0.00149318,,,,,,,0.60886755,,,,,,,,,,-0.0614288,0.00541127,-0.22654532,,,,,,0.00402544,,,0.00197961,0.00034279,,0.00077371,1.13661701,,-0.30030539,,,,,,0.00170097,,,0.00290895,,,,,,,,,,,,,,,,,,,,0.00020202,,,-0.00059378,,,,,0.52636364,,,,0.97209491,,,,,,,,
06/1989,,,,,-0.28720542,,,,,,,,,,,,-0.00149318,,,,,,,0.60369892,,0.02379271,,,,,,,,-0.0614288,0.00289708,-0.25694925,,,,,,0.00125847,,,0.00214544,0.00048476,,0.00077371,1.25470117,,-0.30547401,,,,,,0.00210607,,,,,,,,,,,,,,,,,,,,,,,0.00020202,,,-0.00050683,,,,,0.64936364,,,,0.97209491,,,,-0.02849,,,,
09/1989,,0.04079667,,,0.01013233,,,,,,,,,,0.13404619,,0.02727081,,,,,,0.00321782,1.71743345,,0.03005703,,,,,,,,0.1825388,0.06967983,-0.17726501,,,,,,0.00445472,,,,0.00072109,,0.00051581,2.11988769,,-0.20767445,,,,,,0.00224426,,,,,,,,,,,,,,,,,-0.01630233,,0.01107338,0.00032055,,,0.00058798,,,-0.0002435,,,,,0.33722913,0.02467195,,,1.59755442,,,,,,,,
12/1989,,0.00066557,,,-0.24059141,,,,,,,,,,,,-0.00149318,,,,,,,0.5901431,,0.01625,,,,,,,,-0.0614288,0.01442726,-0.23317366,,,,,,0.00128662,,,0.01263586,0.00051292,,0.00077371,1.77296465,,-0.31902984,,,,,,0.00163603,,,,,,,21337.38627608,,,,,,,,,,,,,,,,0.00020202,,,-0.00016079,,,,,1.16968091,,,,0.97209491,,,,-0.0053625,,,,
