,AF: Trade Balance: Advanced Economies: Greece,AF: Trade Balance: Advanced Economies: Sweden,AF: Trade Balance: Advanced Economies: Norway,AF: Trade Balance: Advanced Economies: Lithuania,AF: Trade Balance: European Union,AF: Trade Balance: Advanced Economies: Slovak Republic,AF: Trade Balance: Advanced Economies: United Kingdom,AF: Trade Balance: Advanced Economies: Malta,AF: Trade Balance: Advanced Economies: Australia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Cambodia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Malaysia,AF: Trade Balance: Emerging and Developing Economies: Export Earnings: Non-Fuel,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Kazakhstan,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Myanmar,AF: Trade Balance: Emerging and Developing Economies: Export Earnings: Fuel,AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Czechoslovakia,AF: (DC)Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Macau SAR,AF: (DC)Trade Balance: Advanced Economies: (Old)Belgium-Luxembourg,"AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Yugoslavia, Socialist Fed. Rep.",AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Serbia & Montenegro,AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Faroe Islands,AF: (DC)Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Papua New Guinea,AF: (DC)Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Timor-Leste,AF: Trade Balance: Advanced Economies: United States,AF: Trade Balance: Euro Area,AF: Trade Balance: Advanced Economies: Italy,AF: Trade Balance: Advanced Economies: Luxembourg,AF: Trade Balance: Advanced Economies: Israel,AF: Trade Balance: Advanced Economies: France,AF: Trade Balance: Advanced Economies: Canada,AF: Trade Balance: Advanced Economies: Spain,AF: Trade Balance: Advanced Economies: Denmark,AF: Trade Balance: Advanced Economies: Latvia,AF: Trade Balance: Advanced Economies: Finland,AF: Trade Balance: Advanced Economies: Netherlands,AF: Trade Balance: Advanced Economies: Czech Republic,AF: Trade Balance: Advanced Economies: Taiwan,AF: Trade Balance: Advanced Economies: Cyprus,AF: Trade Balance: Advanced Economies: Switzerland,AF: Trade Balance: Emerging and Developing Economies,AF: Trade Balance: Advanced Economies: Vatican,AF: Trade Balance: Countries or Area Not Specified,AF: Trade Balance: Advanced Economies: Singapore,AF: Trade Balance: Advanced Economies: Iceland,AF: Trade Balance: Advanced Economies: Estonia,AF: Trade Balance: Other Countries Not Elsewhere Classified,AF: Trade Balance: Advanced Economies: Japan,World: Gross Domestic Product (GDP): Value: 2010 Exchange Rates: USD,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: New Caledonia,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Belarus,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Vietnam,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Tonga,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Georgia,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Armenia,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Turkey,"AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Serbia, Republic of",AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Hungary,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Albania,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Maldives,"AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Montenegro, Republic of",AF: Trade Balance: Advanced Economies: New Zealand,"AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Marshall Islands, Republic",AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Samoa,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Nepal,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Bangladesh,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Fiji,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Sri Lanka,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Bosnia & Herzegovina,"AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Azerbaijan, Republic of",AF: Trade Balance: Emerging and Developing Economies: Europe,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Indonesia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Asia Not Specified,AF: Trade Balance: Advanced Economies: South Korea,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Kyrgyz Republic,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Philippines,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Russia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: French Polynesia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Brunei Darussalam,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: India,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Thailand,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Moldova,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Romania,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Bulgaria,"AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Macedonia, Former Yugoslav Republic",AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Croatia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: China,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Poland,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Mongolia,AF: Trade Balance: Advanced Economies: Hong Kong SAR,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Kosovo,AF: Trade Balance: Advanced Economies: Portugal,AF: Trade Balance: Advanced Economies: Ireland,AF: Trade Balance: Advanced Economies: Belgium,AF: Trade Balance: Advanced Economies: Austria,AF: Trade Balance: Advanced Economies: Germany,AF: Trade Balance: Advanced Economies: Slovenia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Vanuatu
1969,,,,,-0.153,,7.69,,-2.034,,,-27.267,,,-14.373,1.17,,,,,,,,-4.508,-7.875,-0.537,,,-1.191,,,,,,-0.761,,,,4.603,-15.318,,-8.463,-0.213,,,,-14.592,3368.09151652,,,,,,,,,,,,,,,-6.377,,,,,-11.794,,,,-10.592,,,,,,,,,3.66,,,,1.202,,,,-10.037,0.032,,-0.93,,,,,,-5.386,,
1970,,,-0.336,,4.457,,8.331,,-0.132,,,-17.837,,,-7.097,-0.196,,-0.204,,,,,,-1.032,-4.139,0.297,,,-0.959,-1.096,,-0.027,,,-0.142,,,,2.329,-2.539,,-6.189,-0.401,-0.113,,,-18.845,3752.96535544,,,,,,,,,,,,,,,0.693,,,,,-4.948,,,,-4.852,,,,,,,,,0.693,,,,0.096,,,,,0.292,,-0.745,,,,,-0.033,-3.098,,
1971,,,-0.314,,8.727,,9.18,,-0.051,,,-38.776,,,-6.71,0.79,,-0.203,,,,,,-30.128,-0.429,0.505,,,-0.539,-1.041,,-0.005,,,1.944,,,,2.697,-6.164,,1.486,-0.644,-0.245,,,-19.195,4128.13916169,,,,,,,,,,,,,,,-6.687,,,,,-1.648,,,,-0.877,,,,,,,,,-6.687,,,,0.771,,,,,-0.019,,-0.633,,,,,0.169,-2.305,,
1972,,,0.039,,35.786,,19.933,,0.065,,,87.182,,,37.237,2.824,,0.053,,,,,,2.491,15.143,4.022,,,2.705,0.101,,0.41,,,0.677,,,,4.815,80.818,,0.124,0.072,0.295,,,0.112,4602.4471875,,,,,,,,,,,,,,,31.482,,,,,36.126,,,,39.25,,,,,,,,,30.408,,,,3.124,,,,1.074,0.3,,0.001,,,,,0.036,7.65,,
1973,,,-0.151,,17.839,,16.04,,-0.154,,,1.33,,,27.896,0.738,,0.168,-0.023,,,,,-4.025,0.732,2.874,,,-0.307,0.013,,1.017,,0.186,-0.51,,,,3.018,53.325,,-6.873,-0.824,0.305,,,-31.876,5304.42682723,,,,,,,,,,,,,,,4.676,,,,,30.221,-0.371,,,30.986,,,,,,,,,8.119,-0.231,,-0.102,0.765,0.248,,,-2.841,-0.096,,-1.321,,,,,-0.039,-1.64,,
1974,,,0.119,,9.147,,14.409,,-0.06,,-0.009,-22.157,,,10.176,2.348,,-0.316,-0.216,,,,,-5.327,-7.471,3.41,,,-0.952,0.066,,0.377,,0.044,-4.487,,,,-2.044,46.177,,-2.878,-2.792,8.783,,,-58.608,6017.4601164,,,,,,,,,,,,,,,11.415,,,,,19.044,-0.596,,,23.008,,,,,,,,,12.792,-0.698,,,3.964,0.27,,,-0.074,1.562,,-2.732,,,,,-0.22,-4.95,,
1975,,,-0.2,,-29.151,,2.444,,-0.015,,0.555,-104.356,,,-9.185,-0.765,,-1.109,0.37,,,,,-13.412,-28.115,1.622,,,-4.268,0.153,0.03,-3.15,,0.99,-3.562,,0.047,,3.824,0.987,,,-4.473,-1.21,,-0.04,-67.057,6606.80120354,,,,,,,,,,,,,0.026,,-14.858,,,,,2.999,-0.3,,,2.274,-0.003,,,,,,,,-14.515,-0.645,,-0.16,-0.725,0.12,,,0.05,-0.29,,-3.35,,,,,-0.62,-21.198,,
1976,,,-0.394,,49.735,,43.448,,0.367,,-1.056,-5.579,,,-11.395,-2.12,,-0.786,-0.131,,,,,-8.028,5.927,4.852,,,1.891,0.419,0.1,0.199,,0.543,4.411,,,,0.902,18.521,,,-3.737,-0.193,,,-67.771,7414.81624271,,,,,,,-0.006,,0.153,,,,,,-2.765,,,,,-1.025,-1.74,,,-3.121,,,,,,,,,1.323,-0.622,,-0.296,-2.096,0.628,,,-0.67,-0.324,,-6.634,,,,,-0.333,-4.751,,
1977,,,-0.053,,-2.275,,21.553,,-0.064,,-1.789,-100.491,,,-45.024,-9.799,,-1.443,0.056,,,,,-1.865,-22.304,2.039,,,-5.331,-0.179,0.253,0.399,,-0.257,-2.741,,,,3.579,-34.11,,,-5.943,-0.571,,,-96.72,8237.42262859,,,,,,,-4.009,,-0.128,,,,,,-6.564,,,,,4.399,-4.704,,,-11.276,,,,,,,,,-0.633,-0.708,,-0.445,-15.675,-0.37,,,1.27,-0.98,,-9.237,,,0.359,,-0.667,-14.516,,
1978,,,,,8.757,,8.494,,,,,-54.14,,,-127.22,4.009,,,,,,,,2.382,0.263,,,,,,,,,,,,,,8.9,-98.598,,,,,,,-102.801,9142.15278745,,,,,,,,,,,,,,,0.453,,,,,-127.22,,,,-123.211,,,,,,,,,0.453,,,,4.009,,,,,,,,,,,,,0.263,,
1979,,,,,31.496,,21.545,,,,,-0.924,,,-115.277,-3.483,,,,,,,,-16.943,9.951,,,,,,,,,,,,,,9.796,-59.779,,,,,,,-80.771,10161.97815101,,,,,,,,,,,,,,,19.824,,,,,-115.277,,,,-118.76,,,,,,,,,19.824,,,,-3.483,,,,,,,,,,,,,9.951,,
1980,,,,,75.598,,41.579,,,,,27.23,,,148.49,-1.006,,,,,,,,-9.328,34.554,,,,,,,,,,,,,,,210.331,,,,,,14.585,-97.452,11206.66630639,,,,,,,,,,,,,,,26.176,,,,,127.376,,,,125.835,,,,,,,,,34.174,,,,-1.541,,,,-7.998,-0.535,,-18.549,,,,,,34.554,,
1981,,,,,48.27,,22.921,,,,,29.636,,,66.965,-2.426,,,,,,,,2.562,25.022,,,,,,,,,,,,,,,139.431,,,,,,12.088,-78.077,12285.85787309,,,,,,,,,,,,,,,25.053,,,,,47.635,,,,45.536,,,,,,,,,26.188,,,,-2.099,,,,-1.135,0.327,,-27.346,,,,,,25.022,,
1982,0.03445455,0.30636364,0.46754545,,14.52860481,,22.09318367,0.23636364,0.956,,-3.465,-128.77629543,,,7.71027244,-2.3047,-0.00569091,1.14454545,-1.81345455,,,,,-0.66648725,-8.63379327,-1.25181818,,,-17.62727273,0.16272727,-0.64036364,0.48018182,,-0.04809091,-1.11363636,,-2.64,,2.60909091,26.19262909,,,-36.244,0.00363636,,11.50737339,-105.51732882,13033.10852106,,,,,,,-0.044,,,,,,0.08181818,,-6.42633375,,,-1.166,,,-0.54406364,,,-3.87948558,,,-10.56,,-0.198,,,,2.09236625,-3.72563636,,,-3.87948558,,,,0.58,0.28266896,,-21.65927253,,,-0.10209091,,0.77545455,9.95866127,,
1983,-0.01336364,0.76090909,0.02272727,,11.99554545,,10.07454545,0.00909091,27.76509091,,-0.066,-181.57346454,,,4.42052393,-2.3047,15.18488182,1.96727273,,,,0.00090909,,2.39,4.90127273,-0.27545455,,,-8.70272727,0.09090909,0.07327273,0.86536364,,0.53354545,-2.23272727,,-7.15,,-18.83545455,-16.38728673,,,-34.13963636,0.01,,11.50737339,-132.67909091,13880.42584828,,,,,,,-0.132,,-4.60654545,,,,0.04545455,,-18.12507814,,,-3.86336364,,,-0.6402,,,-7.04324545,,,-20.57,,,,,,-2.8435145,-2.84563636,,,-7.04324545,,,,-7.86727273,,,-21.01,,0.00909091,-1.764,,2.18181818,13.11545455,,
1984,0.01245455,0.13909091,-8.49609091,,9.36363636,,6.76363636,,0.59581818,,0.00909091,-218.7567511,,,2.61274499,-20.68446407,,1.50272727,,,,,,4.49636364,1.54154545,1.91090909,,,-7.15818182,0.09090909,-1.82109091,0.91936364,,0.53445455,0.40909091,,-14.08,0.01818182,4.25454545,-31.69138956,,,-31.43772727,0.00272727,,12.65811073,-122.09,14957.85039589,,,,,,,-0.033,,,,,,0.00909091,,-19.06557957,,,-2.54418182,,,-3.0459,,,-20.71746407,,,-16.61,,,,,,-2.46758866,-2.437,,,-20.71746407,,,,-8.58,,,-23.21,,0.01627273,0.024,,0.99090909,5.10181818,,
1985,-0.044,0.61727273,0.004,,29.73374717,,40.20532793,,0.22727273,,-0.15590909,-195.57064589,,,2.73646881,22.1781408,,-0.54,-0.22163636,,,,,2.27095053,-11.95426222,-0.49545455,,,-10.54454545,-0.01909091,0.158,0.45872727,,0.247,0.12090909,,-4.95,0.19631818,2.74727273,-0.42068932,,,-56.452,0.00272727,,-5.95880437,-106.29514228,16079.85221165,,,,,,,-0.143,,,,,,0.02727273,,-29.54780599,,,-1.32763636,,,-0.74015455,,,22.2201859,-0.55,,-31.68,,,,,,-0.55501508,-7.35181818,,,22.2201859,,,,-18.86727273,0.40668146,,-21.6650119,,-0.077,-0.57181818,,0.92363636,-1.32730767,,
1986,-0.066,-0.55,-2.563,,-16.98426479,,8.21282532,,,,-4.862,-443.18903159,,,12.51588728,-55.84389593,,-2.64,-2.541,,,,,-1.19242002,-24.40477531,-5.06,,,-14.19,-0.11,-0.319,-0.484,,-0.264,-3.85,,-6.82,-0.0154,-4.84,-108.81923829,,,-57.75,,,3.53659033,-129.47262863,17055.10909677,,,,,,,-1.562,,,,,,-0.506,,-77.36168392,,,-1.518,,,-1.2386,,,-59.70521074,-3.31014643,,-71.5,,-0.033,,,,15.6820625,-5.962,,,-59.70521074,,,,-76.12,0.24168519,,-33.41049772,,-0.671,-2.2,,-1.1,5.97062469,,
1987,-0.011,0.28727273,-4.05554545,,51.4386184,,30.34073372,,0.13636364,,-0.286,-363.61460244,,,18.57242429,-20.99007489,,7.61818182,-2.47881818,,0.10969942,,,3.10812551,21.32866113,-0.07454545,,,-12.79727273,,0.30927273,0.585,,-0.26727273,-4.28818182,,-9.35,-0.1133,-16.78454545,-34.38444242,,,-78.78481818,,,3.72739273,-154.57157278,18146.4752466,,,,,,,-3.03127273,,,,,,0.03636364,,-63.9063997,,,-1.111,,,-0.935,,,-27.49351555,-3.75909091,,-79.97,,-0.341,,,,28.89769121,-10.142,,-0.33,-27.49351555,,,,-76.23,-0.77304917,,-26.69116695,,-0.16881818,-0.93354545,,2.26818182,29.78696113,,
1988,-0.2644652,1.61727273,-2.12036364,,14.1882345,,-5.48727273,,0.23636364,,-1.319,-351.41695032,,,1.99940824,17.73265259,,15.79545455,-2.42236364,,,,,-1.83454545,17.6512345,2.41272727,,,-9.25272727,-0.55,0.42936364,0.737,,-1.66936364,1.45727273,,-10.67,,4.61363636,-63.58383217,,,-82.703,0.01545455,,-4.63772727,-121.65909091,19679.85986021,,,,,,,-2.15009091,,,,,,-0.00427273,,-54.67800907,,,-0.968,0.00338953,,-2.54639582,,,12.83019804,-2.09,,-55.12909091,,-0.32090909,,,,-12.72314892,-7.32394476,,-0.33,12.83019804,,,,-27.39,,,-25.90930805,,-0.077,-1.43275485,,1.43545455,8.81727273,,
1989,-0.84497881,1.44511347,-0.85017401,,40.81930926,,-1.26270747,0.00378699,0.43108627,,-6.80069477,-254.44396369,,,3.37627182,18.21072801,,23.40232239,-1.00744712,,,,,-1.46859238,42.2918528,5.84432562,,,-4.97243069,-0.05269897,1.13326514,0.70830183,,-0.90131193,10.12782895,,-6.18005394,0.01510573,3.53415342,-40.33705172,,,-90.1331412,0.00495388,,3.03692166,-119.79456266,21337.38627608,,,,0.00144404,,,-2.65006376,,,,,,0.08423229,,-58.05489632,,,-0.198,0.00206871,,-2.58791816,,,12.18996576,-0.94591994,,-20.97822612,,-0.00808595,,,,-33.09803311,-3.25519404,,-0.80666667,12.18996576,,,,-11.16456309,-1.55658471,,-21.54709902,,0.03963191,-1.33393027,,1.85354302,7.92469477,,
1990,-1.62324292,1.25305226,0.46018857,,9.60579947,,-0.16381063,0.00139381,-0.48093206,,-3.89366037,-349.87699921,,,1.68691151,2.61232826,,16.7715277,-1.01338182,,,,,-0.38545455,10.62375255,2.54632654,,,-13.37171261,0.4480793,0.96778013,-0.48301578,,-0.29920808,4.10440803,,-7.82958769,0.17159489,2.98520229,-85.10593694,,,-79.81987974,,,,-131.12985592,23125.11146297,,,,0.00004407,,,0.24226364,,,,,,0.11538587,,-90.22644369,,,-0.74979206,,,-1.99377895,,,0.21703113,-2.2698266,,-40.32274545,,,,,,-51.87182901,-4.13031786,,,0.21703113,,,,-25.31728293,-1.62417895,,-18.3545298,,-0.026425,-1.63213427,,1.74751024,1.26593409,,
1991,-1.02470782,0.73488771,0.12807993,,-5.57936732,,-4.89122215,0.01915252,-0.26764591,,-8.51651833,-255.87532278,,,1.79874152,-6.70002544,-0.00042169,16.73341365,-0.61837909,,0.00272727,,,0.99181818,-1.98404223,2.25829678,,,-23.18914044,-1.26221063,1.54720915,0.67100934,,-1.13591912,-2.34134103,,72.35267885,0.28729507,1.06866753,-65.92084971,,,-61.2669429,,,,-124.90172633,24035.27060597,,,,0.00003481,,,-0.62420909,,,,,,0.1020756,,-56.13274505,,,-0.50009151,,,-1.74287745,,,-8.04988635,-2.7223267,,-50.45678182,,-0.0283503,,,,-9.94204545,-5.94385193,,-0.11,-8.04988635,,,,-26.73671818,,,-19.17395503,,,-0.93586833,,1.28827986,4.50928748,,
1992,0.01950345,0.57363179,0.65195893,,-26.34846127,,-2.03260151,0.02506445,-0.07030198,,-10.47654924,-220.81558184,,,3.89015924,-0.4936,0.00172784,9.42229418,-0.680217,,,,,-2.07,-24.88404074,-1.1727608,,,-25.1065263,0.11169246,-1.31418213,1.45584918,,-6.3851866,-2.25925489,,101.76568426,0.05055577,2.95297141,-85.86507835,,,-57.05092211,,,,-94.84606965,25025.06474284,,,,,,,,,,,,,0.13272727,,-77.49489296,,,-0.201829,,,-2.0394,,,-2.635117,-2.1110474,,-33,,,,,,-31.7442059,-6.8202887,,-1.1,-2.635117,,,,-24.10157273,-0.3613,,-24.75265143,,-0.00048918,-1.15458287,,0.78959707,2.20192711,,
1993,-0.13452727,0.58732903,-0.78919815,,-32.08417796,0.06473,-3.85806189,0.00731832,-0.01040344,,-10.18065171,-337.57784771,,,560.93332237,,-0.00068323,4.83734107,,,,,,-7.79454545,-27.90445358,-4.70654319,,,-17.21813447,0.12953101,-7.01610721,-0.33542881,-0.57338441,-1.3267186,-3.39753817,-0.07758999,-2.05675455,0.06395171,1.61956246,468.92766067,,,-36.32448789,,-0.19966148,,-99.51039611,26075.34992851,,2.66801818,,,,,,,,,,,0.10103602,,-84.34545243,,,-0.14864573,,561.87297,-1.16639485,,-0.65423,561.37699727,-2.75706848,,-39.6,-3.069,,562.74636364,,,-29.10870371,-7.72932432,0.18181818,-0.11,-0.49597273,,,,-33.25466364,-0.38597273,,-29.74764144,,0.02774635,-1.61746313,,0.69607129,2.58846561,,
1994,1.98167273,0.10674437,-1.48674168,-0.38078727,-11.9998867,0.0403169,-7.55361612,0.00237057,-0.12852475,,-6.86014859,-272.89315974,-1.70727273,,-13.34532117,,0.00621118,28.1391994,,,,,,-0.32272727,-3.62717433,1.76839378,,,-15.60572977,0.1088907,-1.92988322,-0.69153054,-0.1187,-1.06028819,-4.10742906,-0.35436304,-1.36275455,0.08474207,0.95099118,-115.62550903,,,-20.37813636,,0.03420236,,-87.64416364,27842.58279236,0.00218839,-1.42429091,,,-16.1161,,-1.39420909,,,,,,0.0070662,,-63.15368975,,,-4.705529,,-31.91595045,-1.1,,-0.13537773,-33.1901066,-1.9745,,-22.44,-2.211,,-10.58090909,,,-14.13454052,-14.96851457,-0.01909091,,-1.27415614,,,0.05488022,-19.41264545,0.06517273,,-25.80314325,,-0.04895936,-0.55289476,,0.90710849,-11.09306356,-1.68744545,
1995,-0.0326494,-0.10590581,0.39552927,-0.00054,-40.23389445,-1.3162891,-10.74093854,-4.67297502,-2.27235092,,-14.33058534,-204.50128127,-3.09909091,,-16.91916918,,,9.73327064,,,,,,0.87272727,-26.03912499,-1.27155615,,,-13.12143766,-4.97233381,-2.64950834,2.61096961,0.08412704,1.16150886,-2.45255684,-1.47990664,-1.84125455,0.01809795,1.22398736,-33.48029824,,,-18.9553031,,0.11944949,,-91.07064545,29789.81151417,0.00319545,-1.13257273,,,-0.0286,,-5.73074545,,,,,,0.06091684,,-59.89707754,,,0.1928958,-0.00090341,46.10640691,-1.1,,-0.39962673,35.89667337,-4.19060909,,-23.76,62.23909091,0.01818182,-7.15909091,,,-9.18627273,-11.84023458,,0.09090909,-10.20973353,-3.75909091,,0.0803301,-19.41492727,-0.89113636,-0.04781818,-11.86651876,,0.12969172,-0.88741486,,0.31377469,-10.73082709,-0.46329091,
1996,-0.55,0.20836295,1.0871942,-0.10216909,-123.04709892,-4.3652867,-9.04415134,-4.13757441,-1.00981542,,-9.0396992,-501.52428024,-6.27,,-31.22534644,,,9.72315439,,,,,,-2.48,-101.80811951,-2.20362347,,,-24.80034438,-0.19724495,-3.27623196,-1.2579809,-0.3426191,0.47963032,-60.41142959,-1.4663451,-2.50068182,0.09733684,1.23689425,-122.90656194,,,-133.46867181,,-0.36921091,,-113.70103699,31620.85110681,0.00476003,-1.77404545,,,-0.0968,,-2.07797426,,-0.08454545,,,,0.09977814,,-84.8985976,,,-4.71486822,,-41.12196091,-1.1,,0.04815,-52.8788002,-8.88530909,,-38.28,-7.1214,0.00090909,-15.85396455,,,-18.61175768,-11.21385071,0.011,0.07181818,-11.75683929,-8.66715455,,0.09441679,-31.29478182,-1.0934,-0.044,-7.26124644,,-0.05847896,-0.99096044,,0.29726205,-11.66691956,0.86934545,
1997,-0.51116883,-0.01000192,0.21990194,0.28591,-33.06333817,-1.989537,-12.91314384,0.0143446,-0.81810564,,-9.78043457,-416.86296045,-9.46,,-42.79543974,,,,,,,,,-2.35818182,-13.04783226,-0.34631211,-0.012347,,-9.48683166,0.30196963,-2.77500512,1.98534734,-0.56106527,4.32154534,-4.45141641,-0.84445686,-0.73555455,0.10842481,0.95630811,-194.68537027,,,-93.63951586,0.00143684,-0.16727273,,-87.49075591,33347.51896064,0.00102809,0.40104545,-0.0495,,,,-6.26441818,,0.11502727,,,,0.0800483,,-112.07285491,,,-9.2970372,,-51.53734273,-1.29090909,,-0.21296727,-66.03501153,-17.14863689,,-46.2,-4.40720909,0.35112909,-13.1607,,,-22.30307144,-17.38655928,-0.01582455,,-14.4976688,-7.58274545,,0.10385847,-35.16886364,-0.86939091,,-10.46049342,,,-0.56886526,10.95207013,-0.01023489,-7.77847087,-0.0716,
1998,-0.52735854,-0.04492928,0.3393646,0.02183182,-19.4946584,-0.532809,-19.18414472,0.01635284,-0.20887501,,-10.90887792,-276.97072037,-8.06645455,,-34.34068157,,0.01174365,,,,,,,8.41,5.44963844,-0.44228216,,,10.71141089,0.28057933,-0.42118838,3.7070243,-0.61930388,5.17467279,-2.93838288,-0.71871079,-0.28767273,0.03576576,0.82263533,-180.51238317,,,-13.09724747,0.00759411,0.41627273,,-65.98320028,34554.01839667,0.0012545,1.11423636,-0.0902,,,,-23.61636364,,0.39982727,,,,0.09640239,,-61.24125667,,,-10.0592822,,-39.88145545,-0.725044,,-1.30581,-72.20135545,-11.49356775,,-43.56,-3.19,-0.05268455,-8.3828,,,5.20090909,-6.53469111,,0.10909091,-32.3199,-9.64751818,,,-26.57907273,0.43506364,,-6.83922065,,-0.06170151,-1.09031934,5.99158366,-1.44421981,-8.89619564,0.05550909,
1999,-0.59310182,-0.71530909,-0.25602683,0.06112727,-22.82773182,-1.48377,-3.83396334,0.00809741,-0.31988764,,-6.59639946,-305.26870531,-12.54,,-62.28641269,,,,,,,,,-11.43636364,-11.84528651,-0.89266636,-0.00691545,,-5.73559,-0.32893872,0.05313364,1.5592,-0.39128544,5.33816091,-4.28517727,-0.24249742,-0.19747273,0.01818475,-0.97125395,-216.42823302,,,-12.90074595,-0.00288518,-0.25490909,,-72.04518936,36030.34531972,0.00004873,-0.19416364,,,,,-0.09904773,,0.14454545,,,,0.22584972,,-49.88084733,,,-0.40190279,,-71.03107459,-0.27855782,,-0.19613,-78.87989868,-8.66888035,,-33,-2.64,-0.03247264,-8.78070368,,,-10.13727273,-8.05487392,0.01181818,0.04545455,-7.84882409,-5.63845455,0.00009909,,-15.71053636,-2.30142091,,-4.81611433,,-0.17257455,-0.38224364,5.6287085,-0.76580636,-7.89839091,-0.09026811,
2000,0.07709,-0.000983,,,26.274437,-0.000843,15.695578,-0.001414,0.000253,,-35.497329,-386.556008,-7.090377,,15.674951,,,,,,0.000406,-0.004395,,-0.347159,9.775781,-0.094249,0.008067,,-0.303482,-0.118847,1.042719,-0.002747,,5.189587,-0.050644,,-0.020003,0.002866,-0.079492,-132.582244,,,-5.206791,0.004628,0.011885,,-249.89321,38437.19647877,0.005025,,,,,,4.805512,,,,,,-0.001954,,-78.260119,,,-0.559947,0.00042,8.791226,-0.000392,,-0.046606,14.40412,-10.277726,,0.031035,-3.028687,0.045575,27.27401,0.004019,0.036591,15.710099,-0.293372,,,5.612894,-0.052914,0.000168,0.015063,-48.136231,0.844659,0.707544,-8.134902,,0.045879,0.041357,7.156988,-0.00531,-3.411878,0.067163,
