,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Botswana,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Niger,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Antigua and Barbuda,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Chad,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Lesotho,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Uganda,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Togo,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Ethiopia,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Bermuda,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Rwanda,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Eritrea,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Mali,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Ghana,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Comoros,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Benin,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Zimbabwe,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Mozambique,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Nigeria,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Malawi,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Kenya,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Liberia,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Tanzania,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Senegal,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Brazil,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Chile,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Colombia,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Argentina,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Aruba,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Barbados,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Bahamas,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Mauritius,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Guinea,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Gabon,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Bolivia,AO: Imports: cif: Emerging and Developing Economies: Europe: Europe Not Specified,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Djibouti",AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Turkmenistan,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Afghanistan, Islamic Republic of","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Syrian Arab Republic",AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Equatorial Guinea,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: United Arab Emirates",AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Sierra Leone,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Ukraine,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Moldova,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Kyrgyz Republic,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: South Africa,"AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Congo, Democratic Republic of",AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Eswatini,AO: Imports: cif: Emerging and Developing Economies: Africa,AO: Imports: cif: Emerging and Developing Economies: Middle East,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Namibia,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Madagascar,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Burundi,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Gambia,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Belize,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Zambia,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Cameroon,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Seychelles,"AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Congo, Republic of","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Mauritania","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Libya","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Lebanon","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Oman","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Algeria",AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Guinea-Bissau,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Iraq","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Jordan","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Bahrain, Kingdom of",AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Africa Not Specified,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Kazakhstan,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Qatar",AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Burkina Faso,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Cabo Verde,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Sao Tome & Principe,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Morocco","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Kuwait","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Saudi Arabia","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Pakistan",AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Cote D'Ivoire,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Sudan","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Tunisia","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Egypt","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Somalia",AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Russia,AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: Anguilla,AO: (DC)Imports: cif: Developing Countries: (Old)Middle East,AO: (DC)Imports: cif: Developing Countries: (Old)Africa,AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: CIS: Tajikistan,AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: CIS: Uzbekistan,"AO: (DC)Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: West Bank and Gaza","AO: (DC)Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Iran, Islamic Republic of",AO: (DC)Imports: cif: Emerging and Developing Economies: Middle East and North Africa,AO: (DC)Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Central African Republic,AO: (DC)Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Reunion,AO: (DC)Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: South Africa Common Custom Area excl South Africa,"AO: (DC)Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: (Old)Yemen, People Democratic Republic","AO: (DC)Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Yemen, Republic of"
08/2010,0.026827,0.037004,0.096935,0.001496,,0.034959,,0.123867,,,0.001578,0.017594,0.081626,,13.82704,0.061986,0.253725,0.609888,0.000129,0.414269,0.023278,0.084308,0.138322,102.093313,67.932522,0.341174,0.543714,12.352521,4.578945,0.000111,0.136504,,0.008777,0.215504,0.038624,,,0.00162,53.008653,0.062288,0.46777,1.103021,28.807898,0.061812,0.205327,,0.008085,64.18107,0.264425,0.55326,115.077914,38.999913,89.74102,1.616147,0.006774,,0.000104,0.000794,0.112573,0.38003,0.021088,16.032556,2.465794,0.125742,5.691889,0.170898,0.032028,,1.465993,,0.007488,0.009397,0.016973,0.052179,0.002192,0.088356,0.016655,1.920665,0.004795,0.668705,0.961851,1.680723,,8.56474,1.531215,0.001374,1.426973,,,,,,0.000004,,11.4886,0.000953,,2.55153,,0.005337
09/2010,0.038463,0.042697,0.111849,0.001726,,0.034959,,0.155161,,,0.001821,0.0203,0.09728,,15.954316,0.07621,0.25501,0.703719,0.000148,0.478004,0.025756,0.097279,0.699661,119.75765,81.041563,0.623777,0.617854,13.063661,4.578945,0.000111,0.157505,0.112409,0.010127,0.248659,,,,0.001869,58.206204,0.071871,0.462482,1.27272,32.239911,0.071321,0.044737,,0.008085,76.687049,0.310453,0.638378,133.175809,43.542091,110.448426,0.633947,0.006774,,0.00012,0.000794,0.13917,0.438497,0.024431,18.003178,2.465794,0.145088,6.348908,0.21062,0.036955,,1.691534,,0.00864,0.010843,0.019585,0.074028,0.002192,0.101949,0.019218,2.174974,0.005533,0.609398,1.174083,2.342606,,8.738851,1.739787,0.001585,1.646511,,,,,,0.000004,,11.4122,0.001099,,2.55153,,0.006158
10/2010,0.039072,0.035119,0.091997,0.00142,,0.034959,36.634042,0.141335,,,0.001498,0.016697,0.123859,,13.122625,0.067031,0.199605,0.578818,0.000122,0.393164,0.028998,0.080013,0.275609,141.075171,96.347823,0.433512,0.506436,12.026647,4.578945,0.000111,0.129549,0.02088,0.00833,0.204525,,,,0.001537,48.662672,0.059115,0.454671,1.046828,26.287011,0.058663,0.037562,,0.008085,71.175076,0.257013,0.525074,153.034432,35.60411,119.974831,0.559166,0.006774,,0.000099,0.000794,0.121628,0.360669,0.019795,14.174512,2.465794,0.119337,5.00705,0.187234,0.030396,,1.391308,0.182554,0.007107,0.008918,0.016109,0.075929,0.002192,0.083855,0.015807,1.757189,0.004551,0.45069,1.040186,0.650477,,7.704578,1.431599,0.001304,1.354276,,,,,,0.000004,,11.981,0.000904,,2.55153,,0.005065
11/2010,0.043116,0.031836,0.083398,0.001287,,0.034959,,0.143371,,,0.001358,0.015136,0.182515,,11.895989,0.065076,0.187319,0.524713,0.000111,0.356413,0.033016,0.072534,0.175359,93.77847,76.208168,0.88541,0.461591,12.272594,4.578945,0.000111,0.11744,0.440384,0.007551,0.185407,,,,0.001394,44.798597,0.053589,0.444308,0.948976,24.041354,0.053179,,,0.008085,56.160833,0.232233,0.475993,105.301776,32.19479,98.312563,1.317239,0.006774,,0.00009,0.000794,0.116384,0.326956,0.017372,12.11379,2.465794,0.108182,4.317645,0.184004,0.027555,,1.261256,,0.006442,0.008085,0.014603,0.084945,0.002192,0.076016,0.014329,1.56369,0.004125,0.423797,1.026912,7.509759,,7.465085,1.314137,0.001182,1.227685,,,,,,0.000004,,11.4511,0.00082,,2.55153,,0.004591
12/2010,0.075018,0.046188,0.120992,0.001868,,0.034959,,0.233953,,,0.00197,0.02196,0.406841,,17.258549,0.101168,0.30152,0.761247,0.00016,0.51708,0.037826,0.105232,1.830928,125.614486,83.032753,0.537722,0.678347,16.925909,4.578945,0.000111,0.17038,0.341064,0.010955,0.268986,,,,0.002022,63.356315,0.077746,0.431354,1.376762,35.724942,0.077152,,,0.008085,73.214381,0.332669,0.690564,140.01325,47.245746,113.86444,4.106586,0.006774,,0.00013,0.000794,0.177225,0.474344,0.023956,16.296722,2.465794,0.156948,5.90706,0.289318,0.039976,,1.829814,0.067466,0.009346,0.011729,0.021186,0.149732,0.002192,0.110283,0.020789,2.223893,0.005985,0.716889,1.634059,6.333567,,9.667386,1.950227,0.001715,1.78111,,,,,,0.000004,,11.3781,0.001189,,2.55153,,0.006661
01/2011,0.064411,0.007817,0.009804,0.00285,0.036973,0.002253,1.053816,0.191141,0.002866,0.001515,,0.002707,0.438818,,8.809088,0.078314,0.260155,0.77316,0.002997,0.407925,0.043447,0.212228,0.96217,94.64521,57.187479,0.450173,0.501403,10.279169,0.000012,0.000025,0.299197,0.010333,0.024226,0.043202,,0.001088,0.107494,,46.243947,0.020768,0.415757,0.494241,26.965213,0.00274,0.427027,,0.020253,56.33478,0.233899,1.104034,105.077112,34.484845,73.843183,5.629351,0.004385,,0.002461,0.162911,0.133086,0.129598,0.015973,10.576106,3.251849,0.052644,3.959559,0.228059,0.064084,0.003727,0.063093,0.180175,0.010866,0.002173,0.015326,0.131065,0.002295,0.005812,0.003852,1.572704,0.330796,0.675327,1.306432,6.536892,,5.410718,1.460625,0.025053,0.557712,0.002019,,,0.001173,,,,11.4697,0.000259,,2.85771,,0.011666
02/2011,0.068251,0.007298,0.009154,0.00266,0.036973,0.002253,4.340139,0.196385,0.002676,0.001515,,0.002527,0.528765,,8.224596,0.07778,0.278207,0.72186,0.002798,0.380858,0.048056,0.198147,0.084815,82.009006,60.562515,0.513448,0.479678,9.674573,0.000012,0.000025,0.279345,0.055507,0.022619,0.040336,0.631598,0.001016,0.100362,,44.7067,0.01939,0.401855,0.461447,26.2126,0.002559,0.16626,,0.020253,47.687378,0.21245,1.030781,91.5396,33.829824,94.3857,7.49169,0.004385,,0.002297,0.162911,0.12945,0.120999,0.013995,8.8716,3.251849,0.049151,3.917035,0.229733,0.059832,0.00348,0.058907,0.313258,0.010145,0.002028,0.014309,0.140794,0.002295,0.005426,0.003596,1.476324,0.308847,0.767449,1.326892,0.640564,,4.618836,1.409158,0.023391,0.520707,0.001885,,,0.001095,,,,11.8963,0.000241,,2.85771,,0.010892
03/2011,0.081443,0.007931,0.009948,0.002891,0.036973,0.002253,4.735003,0.229806,0.002908,0.001515,,0.002746,0.687216,,8.938289,0.089203,0.336056,0.7845,0.003041,0.413908,0.051672,0.215341,0.594261,105.997493,54.443497,0.422904,0.533409,9.368622,0.000012,0.000025,0.303586,,0.024582,0.043836,,0.001104,0.109071,,48.594948,0.021073,0.389593,0.50149,29.499073,0.002781,0.20617,,0.020253,65.879333,0.22377,1.120227,115.087475,37.939227,70.724837,10.31794,0.004385,,0.002497,0.162911,0.146498,0.131499,0.014485,8.635701,3.251849,0.053416,4.592982,0.266216,0.065024,0.003782,0.064019,,0.011025,0.002204,0.01555,0.169728,0.002295,0.005897,0.003908,1.648316,0.335648,0.971706,1.544666,1.716073,,3.990301,1.573984,0.025421,0.565892,0.002048,,,0.00119,,,,13.0415,0.000262,,2.85771,,0.011837
04/2011,0.077299,0.007043,0.008834,0.002568,0.036973,0.002253,,0.215625,0.002582,0.001515,,0.002439,0.694414,,7.937214,0.082996,0.32392,0.696637,0.0027,0.367551,0.054308,0.191223,0.41956,82.873237,65.682339,0.335167,0.484225,11.25024,0.000012,0.000025,0.269584,,0.021829,0.038926,,0.000981,0.096855,,46.167236,0.018713,0.378925,0.445324,26.994799,0.002469,0.203242,,0.020253,52.065229,0.191827,0.994763,92.04298,35.529378,87.609765,10.858293,0.004385,,0.002217,0.162911,0.135425,0.116771,0.01249,6.850499,3.251849,0.047434,4.766728,0.249776,0.057741,0.003358,0.056849,0.149463,0.00979,0.001958,0.013809,0.162546,0.002295,0.005237,0.003471,1.537738,0.298056,0.974974,1.449402,,,4.202986,1.429526,0.022574,0.502513,0.001819,,,0.001057,,,,12.6703,0.000233,,2.85771,,0.010512
05/2011,0.19533,0.016985,0.021304,0.006192,0.036973,0.002253,6.486956,0.541742,0.006228,0.001515,,0.005881,1.844464,,19.141227,0.208539,0.833554,1.679996,0.006512,0.886378,0.055975,0.46115,1.079368,148.537111,55.435455,0.487401,1.192312,10.772181,0.000012,0.000025,0.650124,,0.052641,0.093874,,0.002365,0.233574,,95.466787,0.045128,0.36981,1.073933,66.799113,0.005955,1.632472,,0.020253,65.531111,0.444397,2.398951,159.642494,80.662612,77.273368,29.783786,0.004385,,0.005346,0.162911,0.339881,0.281603,0.029769,14.70825,3.251849,0.11439,5.053747,0.631046,0.139248,0.008098,0.137095,0.265143,0.02361,0.004721,0.033301,0.413816,0.002295,0.012628,0.00837,3.959846,0.718785,2.600537,3.653664,0.255565,,3.466428,3.51017,0.054438,1.21185,0.004386,,,0.002548,,,,13.2203,0.000562,,2.85771,,0.02535
06/2011,0.084483,0.007309,0.009167,0.002664,0.036973,0.002253,1.344773,0.235183,0.00268,0.001515,,0.002531,0.83273,,8.236831,0.092531,0.370951,0.722934,0.002802,0.381425,0.056679,0.198442,0.021145,118.871418,79.074122,0.36353,0.525826,19.36716,0.000012,0.000025,0.279761,0.000644,0.022653,0.040396,,0.001018,0.100511,,49.318006,0.019419,0.362212,0.462134,29.370522,0.002562,4.411998,,0.020253,83.868728,0.183611,1.032314,129.486116,37.073783,104.567369,13.856449,0.004385,,0.002301,0.162911,0.15229,0.121179,0.013394,5.678393,3.251849,0.049224,3.69791,0.284838,0.059921,0.003485,0.058994,,0.01016,0.002031,0.01433,0.182349,0.002295,0.005434,0.003602,1.903264,0.309307,1.206103,1.610106,0.778742,,5.275727,1.531255,0.023426,0.521482,0.001887,,,0.001097,,,,13.1298,0.000242,,2.85771,,0.010909
07/2011,0.091975,0.008046,0.010093,0.002933,0.036973,0.002253,6.577715,0.258192,0.00295,0.001515,,0.002786,0.943901,,9.068006,0.104604,0.417521,0.795885,0.003085,0.419914,0.056422,0.218466,1.357611,183.946192,67.69968,0.724198,0.592675,22.047997,0.000012,0.000025,0.307991,0.002223,0.024938,0.044472,,0.00112,0.110654,,53.583152,0.021379,0.356103,0.508768,32.919854,0.002821,0.126013,,0.020253,138.65205,0.192945,1.136484,194.747361,40.961477,97.562348,16.168588,0.004385,,0.002533,0.162911,0.174551,0.133407,0.015665,5.606701,3.251849,0.054191,3.11817,0.326701,0.065967,0.003837,0.064948,0.439175,0.011185,0.002236,0.015776,0.202276,0.002295,0.005983,0.003965,2.352291,0.340519,1.414156,1.799127,0.889276,,4.994618,1.70219,0.02579,0.574105,0.002078,,,0.001207,,,,13.6734,0.000266,,2.85771,,0.012009
08/2011,0.074871,0.006749,0.008466,0.00246,0.036973,0.002253,0.55014,0.213129,0.002475,0.001515,,0.002337,0.799941,,7.606132,0.089725,0.353807,0.667578,0.002588,0.352219,0.055204,0.183247,2.838766,153.226637,79.782428,0.688387,0.508701,19.477004,0.000012,0.000025,0.258339,0.163643,0.020918,0.037302,,0.00094,0.092815,,46.570031,0.017932,0.35146,0.426748,28.018611,0.002366,8.287226,,0.020253,112.56436,0.15349,0.953269,162.498184,35.763468,113.195539,14.117031,0.004385,,0.002125,0.162911,0.152432,0.1119,0.014178,4.224557,3.251849,0.045455,3.760909,0.283981,0.055333,0.003218,0.054477,0.089064,0.009382,0.001876,0.013233,0.168127,0.002295,0.005018,0.003326,2.225034,0.285623,1.25013,1.517084,6.422343,,3.624884,1.436176,0.021632,0.481552,0.001743,,,0.001013,,,,12.8915,0.000223,,2.85771,,0.010073
09/2011,0.079004,0.007465,0.009363,0.002721,0.036973,0.002253,0.585193,0.229402,0.002737,0.001515,,0.002585,0.880454,,8.412678,0.101168,0.391679,0.738368,0.002862,0.389568,0.053019,0.202678,0.073463,140.831996,81.641717,0.89336,0.575163,18.231653,0.000012,0.000025,0.285733,0.324274,0.023136,0.041258,,0.001039,0.102657,,49.123773,0.019834,0.348264,0.472,31.347196,0.002617,0.450666,,0.020253,86.97236,0.159663,1.054353,149.817363,38.445577,111.691332,16.036582,0.004385,,0.00235,0.162911,0.175527,0.123766,0.017065,4.202232,3.251849,0.050275,2.442984,0.323647,0.0612,0.003559,0.060254,0.316329,0.010377,0.002075,0.014636,0.181428,0.002295,0.00555,0.003679,2.773104,0.31591,1.445876,1.672995,19.009975,,2.772631,1.591896,0.023926,0.532615,0.001928,,,0.00112,,,,12.882,0.000247,,2.85771,,0.011141
10/2011,0.088155,0.008924,0.011193,0.003253,0.036973,0.002253,8.473748,0.263224,0.003272,0.001515,,0.00309,1.029613,,10.057135,0.122894,0.463767,0.882699,0.003422,0.465718,0.04986,0.242296,0.481773,150.1441,93.813534,2.292095,0.702504,22.405653,0.000012,0.000025,0.341587,0.001468,0.027659,0.049323,,0.001243,0.122724,,59.986511,0.023711,0.346503,0.564263,37.793726,0.003129,0.228241,,0.020253,100.621342,0.177795,1.260451,160.139434,47.992049,133.156909,19.423173,0.004385,,0.002809,0.162911,0.218488,0.147959,0.022386,4.53499,3.251849,0.060102,5.017129,0.396856,0.073163,0.004255,0.072032,,0.012405,0.00248,0.017497,0.207886,0.002295,0.006635,0.004398,3.734942,0.377662,1.794281,1.975417,0.38381,,2.784053,1.900148,0.028603,0.636727,0.002304,,,0.001339,,,,15.0057,0.000295,,2.85771,,0.013319
11/2011,0.082972,0.009288,0.01165,0.003386,0.036973,0.002253,1.229198,0.257976,0.003406,0.001515,,0.003216,1.025384,,10.467468,0.129481,0.471712,0.918713,0.003561,0.48472,0.045715,0.252182,,139.323386,119.788193,1.314817,0.747159,20.915485,0.000012,0.000025,0.355524,,0.028787,0.051335,,0.001293,0.127731,,63.183138,0.024678,0.346171,0.587285,39.554325,0.003256,0.046182,,0.020253,96.531785,0.17052,1.311878,149.332011,51.143069,156.785022,20.158639,0.004385,,0.002924,0.162911,0.236844,0.153996,0.02581,4.297761,3.251849,0.062555,6.003068,0.422354,0.076148,0.004429,0.074971,0.165842,0.012911,0.002582,0.018211,0.202794,0.002295,0.006906,0.004577,4.385479,0.393071,1.923888,2.006766,0.311372,,2.137648,1.967256,0.02977,0.662706,0.002399,,,0.001393,,,,15.9376,0.000307,,2.85771,,0.013863
12/2011,0.08258,0.010678,0.013393,0.003893,0.036973,0.002253,,0.272682,0.003915,0.001515,,0.003697,1.098684,,12.033777,0.150119,0.522018,1.056186,0.004094,0.557251,0.040567,0.289918,0.028708,128.373008,124.88152,3.17805,0.878097,25.04919,0.000012,0.000025,0.408723,0.019634,0.033095,0.059017,,0.001487,0.146844,,73.521059,0.028371,0.347266,0.675164,45.594491,0.003744,0.418739,,0.020253,81.159362,0.178264,1.508182,139.713508,59.930965,164.657508,22.726217,0.004385,,0.003361,0.162911,0.283692,0.177039,0.033109,4.5562,3.251849,0.071915,7.97956,0.495221,0.087543,0.005091,0.086189,0.157653,0.014843,0.002968,0.020936,0.212524,0.002295,0.007939,0.005262,5.690181,0.451889,2.262373,2.221223,0.733042,,2.129859,2.241104,0.034224,0.76187,0.002757,,,0.001602,,,,16.865,0.000353,,2.85771,,0.015937
01/2012,0.060457,0.011888,0.009672,0.0033,0.003347,0.00037,0.008369,0.219941,,0.000328,0.000198,0.030052,0.896376,,1.787214,0.136873,0.447372,0.717171,0.005167,0.247593,0.034397,0.079317,,143.820713,91.379166,1.049571,0.815929,25.66396,0.000028,0.000064,0.048465,0.005698,0.158312,0.12979,0.007204,0.001103,0.124632,,65.058084,0.049889,0.349793,0.084549,41.392072,0.002043,0.134259,0.000193,0.045754,104.532337,0.144874,2.03325,154.639777,52.281299,135.784723,19.822689,,,0.000461,0.192514,0.268533,0.064645,0.033788,3.889732,2.906849,0.00111,5.407672,0.458003,0.081256,0.004679,0.344096,,0.001303,0.00434,0.012858,0.169216,0.001856,0.006024,0.00155,5.837748,0.041913,2.085348,1.907832,7.941743,0.009831,1.848405,2.008463,0.010343,2.294542,0.000624,,,0.001328,0.005227,,,15.1064,0.00009,,2.97934,,0.02231
02/2012,0.037785,0.009547,0.007768,0.00265,0.003347,0.00037,0.093471,0.155947,,0.000328,0.000159,0.024135,0.642678,,1.43533,0.11024,0.338928,0.575967,0.00415,0.198845,0.029067,0.0637,0.066171,116.782961,94.179873,0.257867,0.670474,23.223398,0.000028,0.000064,0.038922,0.357069,0.127142,0.104236,0.007204,0.000886,0.100094,,52.921394,0.040066,0.349473,0.067902,33.242074,0.001641,0.409819,0.000193,0.045754,91.659415,0.103537,1.632924,122.437771,45.776233,126.614752,15.31056,,,0.00037,0.192514,0.224154,0.051917,0.029765,2.936293,2.906849,0.000891,7.91864,0.377258,0.065257,0.003757,0.276347,0.161449,0.001046,0.003485,0.010326,0.117406,0.001856,0.004838,0.001245,1.111855,0.033661,1.694768,1.450285,0.367967,0.009831,1.452618,1.585303,0.008306,1.84277,0.000501,,,0.001067,0.005227,,,15.242,0.000073,,2.97934,,0.017917
03/2012,0.030972,0.010674,0.008684,0.002963,0.003347,0.00037,0.079864,0.152606,,0.000328,0.000178,0.026983,0.635497,,1.604676,0.123507,0.357148,0.643922,0.00464,0.222305,0.024556,0.071215,1.098102,143.227986,107.500373,0.12743,0.766457,36.627788,0.000028,0.000064,0.043515,,0.142143,0.116534,0.007204,0.00099,0.111903,,58.185944,0.044793,0.346306,0.075914,37.15136,0.001835,0.347083,0.000193,0.045754,105.428671,0.101724,1.825583,152.79787,47.037296,156.519376,16.476711,,,0.000414,0.192514,0.259899,0.058042,0.035886,3.084174,2.906849,0.000997,4.978808,0.434131,0.072957,0.004201,0.308952,,0.00117,0.003897,0.011544,0.110696,0.001856,0.005409,0.001392,4.435214,0.037632,1.913059,1.533971,10.509767,0.009831,2.023844,1.734154,0.009286,2.060188,0.00056,,,0.001192,0.005227,,,15.1186,0.000081,,2.97934,,0.020031
04/2012,0.061734,0.032116,0.02613,0.008914,0.003347,0.00037,0.008109,0.398028,,0.000328,0.000536,0.081188,1.672785,,4.828315,0.372046,1.011966,1.937499,0.01396,0.668895,0.020848,0.21428,,186.530058,106.580568,3.529883,2.357527,25.147741,0.000028,0.000064,0.130931,,0.427695,0.350639,0.007204,0.00298,0.336706,,142.914908,0.134779,0.34028,0.228417,111.738228,0.00552,0.698207,0.000193,0.045754,91.316834,0.265444,5.493003,193.815535,131.127207,150.362926,47.774221,,,0.001245,0.192514,0.809158,0.174643,0.114773,8.714534,2.906849,0.002999,5.437949,1.350938,0.21952,0.012639,0.929606,,0.00352,0.011724,0.034736,0.271986,0.001856,0.016275,0.004187,2.530122,0.113232,5.79744,4.367445,19.471743,0.009831,1.254507,5.080757,0.027942,6.198905,0.001685,,,0.003588,0.005227,,,13.9019,0.000244,,2.97934,,0.060272
05/2012,0.041701,0.035331,0.028745,0.009807,0.003347,0.00037,0.009147,0.381869,,0.000328,0.00059,0.089316,1.616298,,5.311651,0.407696,1.049398,2.131451,0.015358,0.735854,0.017929,0.235731,0.492215,208.764175,117.592943,0.25165,2.664958,32.500866,0.000028,0.000064,0.144038,0.148372,0.470509,0.38574,0.007204,0.003278,0.370411,,159.968201,0.148271,0.331371,0.251282,123.475852,0.006073,0.785813,0.000193,0.045754,120.958573,0.266588,6.042877,217.605655,146.366373,165.294061,50.875623,,,0.00137,0.192514,0.914525,0.192126,0.130701,9.011926,2.906849,0.003299,7.695976,1.582837,0.241495,0.013905,1.022664,0.03612,0.003872,0.012898,0.038213,0.246739,0.001856,0.017904,0.004607,3.800829,0.124567,6.36572,4.612077,6.471065,0.009831,1.481326,5.411051,0.030739,6.819444,0.001853,,,0.003947,0.005227,,,16.2538,0.000268,,2.97934,,0.066305
