,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Philippines,AO: Imports: cif: Advanced Economies: South Korea,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Malaysia,AO: Imports: cif: Advanced Economies: Israel,AO: Imports: cif: Advanced Economies: Cyprus,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Bangladesh,AO: Imports: cif: Advanced Economies: Slovenia,AO: Imports: cif: Advanced Economies: Latvia,AO: Imports: cif: Advanced Economies: Czech Republic,AO: Imports: cif: Advanced Economies: Slovak Republic,AO: Imports: cif: Advanced Economies: New Zealand,AO: Imports: cif: Advanced Economies: Luxembourg,AO: Imports: cif: Advanced Economies: Netherlands,AO: Imports: cif: Advanced Economies: Norway,AO: Imports: cif: Advanced Economies: Sweden,AO: Imports: cif: Advanced Economies: France,AO: Imports: cif: Advanced Economies: Germany,AO: Imports: cif: Advanced Economies: Italy,AO: Imports: cif: Advanced Economies: Belgium,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Samoa,AO: Imports: cif: Advanced Economies: Singapore,AO: Imports: cif: Advanced Economies: Hong Kong SAR,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: India,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Indonesia,AO: Imports: cif: Advanced Economies: Malta,AO: Imports: cif: Advanced Economies: Portugal,AO: Imports: cif: Emerging and Developing Economies: Europe,AO: Imports: cif: Advanced Economies: Finland,AO: Imports: cif: Advanced Economies: Greece,AO: Imports: cif: Advanced Economies: Japan,AO: Imports: cif: Advanced Economies: Denmark,AO: Imports: cif: Advanced Economies: United States,AO: Imports: cif: Advanced Economies: United Kingdom,AO: Imports: cif: Advanced Economies: Austria,AO: Imports: cif: Advanced Economies: Spain,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Cambodia,AO: Imports: cif: Advanced Economies: Lithuania,AO: Imports: cif: Advanced Economies: Ireland,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Georgia,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Albania,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: American Samoa,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Asia Not Specified,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Macau SAR,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Papua New Guinea,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Armenia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: New Caledonia,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Romania,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Croatia,"AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Macedonia, Former Yugoslav Republic",AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Poland,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Hungary,"AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Serbia, Republic of","AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Marshall Islands, Republic","AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Azerbaijan, Republic of",AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Belarus,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Lao People Democratic Republic,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Turkey,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Sri Lanka,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Bulgaria,AO: (DC)Imports: cif: Developing Countries: (Old)Asia,AO: (DC)Imports: cif: Advanced Economies: San Marino,AO: (DC)Imports: cif: Advanced Economies: (Old)Belgium-Luxembourg,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Solomon Islands,"AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Micronesia, Federated States of",AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Serbia & Montenegro,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Kiribati,AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Faroe Islands,AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: (Old)Central and Eastern Europe,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Mongolia,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Nepal,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Tonga,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Oceania Not Specified,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Tuvalu,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Fiji,AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Czechoslovakia,"AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Yugoslavia, Socialist Fed. Rep.",AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: French Polynesia,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Maldives,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Palau,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Vanuatu,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Brunei Darussalam,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Bosnia & Herzegovina,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Timor-Leste,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Gibraltar,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS,AO: Imports: cif: Advanced Economies: Canada,AO: Imports: cif: Advanced Economies: Iceland,AO: Imports: cif: Advanced Economies: Switzerland,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Thailand,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Vietnam,AO: Imports: cif: Advanced Economies: Estonia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Myanmar,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: China,AO: Imports: cif: Advanced Economies: Taiwan,AO: Imports: cif: Advanced Economies: Vatican,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Nauru,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Guam,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Bhutan,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia
04/2003,,1.446896,0.829019,3.058207,0.056565,0.032359,0.083146,0.393244,,0.004908,0.062397,0.203782,5.039344,0.297439,1.016564,8.629919,2.476508,5.227618,17.311844,0.00034,2.303084,1.419896,1.609697,0.404167,0.532869,38.486995,1.441801,0.030297,0.098069,17.337438,1.417403,23.319355,19.808259,0.316466,2.212048,0.000533,0.018872,1.129243,,,0.002204,0.433752,,0.000358,,0.002657,0.029895,0.010674,,0.253333,0.055618,,0.000359,,,0.005647,0.654012,0.609191,0.005705,31.4728,0.00034,,0.000221,0.00003,0.018346,0.000285,0.000364,1.29727,0.002463,0.000587,0.00021,0,0.000167,0.0007,,,0.000187,,0.000011,0.000167,,,,0.126984,0.245966,0.715775,1.016194,5.366883,0.779375,1.916458,,0.00021,6.366355,0.03074,0.000704,1.154931,0.002978,0.000201,0.001569,13.002457
05/2003,,1.314102,0.874064,3.058207,0.06837,0.032359,0.070812,0.393244,0.015245,,0.167171,0.101993,5.020679,7.793014,1.179632,19.632037,1.771769,5.024227,16.163279,0.000309,1.948705,1.107571,1.461961,0.367073,0.535154,39.725991,1.273277,0.01078,0.384544,17.487353,1.202211,17.334054,3.976434,0.045066,1.105144,0.000484,0.080495,0.847621,,,0.002001,0.393942,,0.000325,,0.002657,0.023645,,,0.00466,0.068159,,0.000326,,,0.005129,0.77587,0.60676,,28.708,0.000309,,0.000201,0.000027,0.02361,0.000259,0.000331,1.49755,0.002463,0.000533,0.000191,0,0.000152,0.000636,,,0.00017,,0.00001,0.000152,,,,0.115329,0.224523,1.093659,1.016194,5.12454,0.715473,1.89908,0.001679,0.000191,5.523688,0.0371,0.000639,1.011604,0.002705,0.000182,0.001425,11.894928
06/2003,,2.15995,1.028547,3.058207,0.135398,0.032359,0.099615,0.393244,,0.325367,0.403524,0.098835,4.11226,0.468114,5.151868,9.577607,1.458328,4.74585,14.526925,0.000508,2.505225,1.286337,2.402982,0.603347,0.53031,31.04257,1.450693,0.02519,0.163848,20.992073,1.492106,33.268947,5.24429,0.45689,4.68216,0.000795,0.099762,1.377865,,,0.00329,0.647511,,0.000535,,0.002657,0.054734,,,,0.069349,,0.000536,,,0.00843,0.683684,0.622244,0.000169,29.0718,0.000508,,0.000331,0.000044,0.030482,0.000425,0.000544,1.38749,0.002463,0.000876,0.000313,0,0.00025,0.001046,,,0.000279,,0.000016,0.00025,,,,0.189564,0.361105,0.957417,1.016194,6.355073,0.528263,2.009771,0.001105,0.000314,5.833851,0.12826,0.001051,1.028526,0.004446,0.000299,0.002342,13.73932
07/2003,0.002897,2.307553,0.625826,3.058207,0.073885,0.032359,0.070812,0.393244,0.017295,0.124118,0.356734,0.116841,6.132019,0.200026,4.044578,12.977515,4.487709,4.370162,17.05719,0.000542,2.914906,1.27003,2.567193,0.644578,0.591905,45.570761,3.190064,0.163394,0.263807,17.033421,1.546866,29.615581,6.259311,0.067373,11.084609,0.000849,0.014084,0.252412,,,0.003515,0.69176,,0.000571,,0.002657,0.073673,0.00053,,0.345656,0.982893,,0.000573,,,0.009006,1.106928,0.624946,,36.7655,0.000542,,0.000353,0.000047,0.027111,0.000454,0.000581,2.61109,0.002463,0.000936,0.000335,0,0.000267,0.001117,,,0.000298,,0.000017,0.000267,,,,0.202518,0.384939,0.841378,1.016194,6.513085,1.191962,2.029087,0.00036,0.000336,9.645718,0.20988,0.001123,2.73989,0.00475,0.00032,0.002502,18.088501
08/2003,0.000871,2.62252,0.931479,3.058207,0.136047,0.032359,0.070812,0.393244,0.06403,,0.104048,0.097737,5.378454,0.344468,0.35427,15.046662,1.82148,3.434974,11.069987,0.000617,3.479283,1.492487,2.917599,0.732559,0.334432,35.200847,2.14974,0.101538,0.074253,16.305786,1.373261,43.374,16.990303,0.077425,11.756042,0.000965,0.056977,0.37974,,,0.003994,0.786181,,0.000649,,0.002657,0.031241,0.000059,,0.248696,0.039729,,0.000651,,,0.010235,1.067862,0.630712,,32.6133,0.000617,,0.000401,0.000054,0.021394,0.000516,0.000661,1.91666,0.002463,0.001064,0.00038,0,0.000303,0.00127,,,0.000339,,0.00002,0.000303,,,,0.23016,0.435799,0.858757,1.016194,6.90481,0.898989,2.070305,0.002783,0.000381,6.413751,0.30104,0.001276,1.639802,0.005398,0.000364,0.002843,15.450672
09/2003,0.028035,2.890199,1.450486,3.058207,0.056565,0.085416,0.070812,0.393244,0.007334,0.026244,0.188473,0.096724,152.541919,2.616591,2.314703,24.61813,1.901414,4.93091,14.766573,0.000679,2.718236,1.05641,3.215397,0.80733,0.600151,43.774264,2.650875,0.164131,0.074019,16.541599,1.861922,47.804678,7.231028,0.043403,6.24012,0.001064,0.061896,0.102643,,,0.004402,0.866426,,0.000715,,0.002657,0.056725,,,0.333666,0.309638,,0.000717,,,0.01128,1.101662,0.635612,0.004349,48.1866,0.000679,,0.000442,0.000059,0.029727,0.000569,0.000728,2.18915,0.002463,0.001173,0.000419,0,0.000334,0.001399,,,0.000373,,0.000022,0.000334,,,0.001487,0.253652,0.479021,1.045591,1.016194,7.212787,2.129852,2.105335,0.001483,0.00042,7.757558,10.23218,0.001406,2.090147,0.005949,0.000401,0.003134,19.121939
10/2003,,1.945981,1.629388,3.058207,0.230539,0.273698,0.077876,0.393244,0.009769,0.033053,0.553312,0.101167,5.349619,4.807359,4.24907,10.999037,1.052075,10.485258,11.686027,0.000457,2.864604,2.122627,2.164938,0.543578,0.334432,63.062541,2.487233,0.035659,0.15826,15.924914,1.297255,29.771043,9.234965,0.195158,2.167035,0.000716,0.020808,0.396211,,,0.002964,0.583368,,0.000482,,0.002657,0.070281,,,0.563002,0.083465,,0.000483,,,0.007595,1.172417,0.618327,0.018598,41.3985,0.000457,,0.000298,0.00004,0.026628,0.000383,0.00049,2.21357,0.002463,0.00079,0.000282,0,0.000225,0.000942,,,0.000251,,0.000015,0.000225,,,0.001001,0.170785,0.326554,2.023967,1.016194,5.823464,1.699389,1.981771,0.003965,0.000283,9.316737,0.24486,0.000947,2.105666,0.004005,0.00027,0.00211,18.840131
11/2003,0.000488,2.362209,1.206857,3.058207,0.102338,0.210284,0.070812,0.393244,0.125425,0.025562,0.48697,0.096724,4.797874,0.341795,2.291303,11.334868,3.208759,4.160886,14.620259,0.000555,3.544239,2.626101,2.627998,0.659845,0.547836,71.868626,1.981208,0.030448,0.074019,22.051226,3.539855,40.886603,8.874468,0.295763,2.29898,0.00087,0.070141,0.325543,,,0.003598,0.708145,,0.000585,,0.002657,0.029909,,,0.038197,0.037439,,0.000586,,,0.009219,1.17635,0.625947,0.004567,64.2653,0.000555,,0.000361,0.000048,0.026292,0.000465,0.000595,2.12554,0.002463,0.000958,0.000343,0,0.000273,0.001143,,,0.000305,,0.000018,0.000273,,,0.001215,0.207314,0.393765,0.633427,1.016194,6.338098,1.762482,2.03624,0.000739,0.000344,23.707599,0.3021,0.001149,1.520663,0.004862,0.000327,0.002561,33.579914
12/2003,0.037914,2.08311,1.32385,3.058207,0.145027,0.257821,0.070812,0.393244,0.030076,,0.366895,0.732364,5.24176,0.594414,0.694416,9.940433,3.506236,5.037205,14.206508,0.00049,3.420942,1.683734,2.317496,0.581883,1.162702,42.219597,2.640573,0.110005,0.12132,18.409496,1.806539,30.703817,11.203731,0.184057,8.490151,0.000767,0.040752,1.531893,,,0.003173,0.624476,,0.000516,,0.002657,0.054382,,,0.359039,0.312949,,0.000517,,,0.00813,1.287795,0.620837,0.008541,51.2561,0.00049,,0.000319,0.000043,0.026934,0.00041,0.000525,2.4197,0.002463,0.000845,0.000302,0,0.000241,0.001008,,,0.000269,,0.000016,0.000241,,,0.001072,0.18282,0.348698,0.964753,1.016194,5.902233,2.662127,1.999716,0.002459,0.000303,13.62835,0.08586,0.001013,2.232985,0.004288,0.000289,0.002259,24.085088
01/2004,,3.692856,1.011877,3.058207,0.056565,0.161398,0.070812,0.393244,0.025086,,0.149601,0.303312,5.066393,0.195724,1.455901,8.829721,2.111121,3.579339,8.112627,0.000868,3.248223,1.188393,4.108366,1.03154,0.551628,44.175033,2.992613,0.080352,0.074019,18.273032,1.197138,74.000087,6.623662,0.025638,1.914732,0.001359,0.050739,0.83245,,,0.005624,1.107047,,0.000914,,0.002657,0.029366,,,0.278474,0.569691,,0.000916,,,0.014412,1.032219,0.650305,0.022177,194.4,0.000868,,0.000565,0.000076,0.034287,0.000727,0.00093,2.05128,0.002463,0.001498,0.000536,0,0.000427,0.001788,,,0.000477,,0.000028,0.000427,,,0.0019,0.324096,0.596975,0.797393,1.016194,7.953215,0.933048,2.210373,0.000801,0.000537,15.894111,0.16748,0.001796,2.29124,0.007601,0.000512,0.004004,27.158381
02/2004,,1.925954,0.851524,3.058207,0.180572,0.392391,0.070812,0.393244,0.214596,,0.679295,0.11004,5.12736,0.25974,1.051516,20.152064,2.478868,6.442175,14.832605,0.000453,2.695707,0.560485,2.142657,0.537984,0.793697,39.612294,1.682496,0.069316,0.074019,20.183088,1.264346,30.781549,5.384088,0.311914,3.145952,0.000709,0.243169,0.675798,,,0.002933,0.577364,,0.000477,,0.002657,0.06164,,,0.142339,0.119507,,0.000478,,,0.007516,0.760036,0.617961,0.015246,180.774,0.000453,,0.000295,0.000039,0.042525,0.000379,0.000485,1.56032,0.002463,0.000781,0.000279,0,0.000223,0.000932,,,0.000249,,0.000014,0.000223,,,0.000991,0.169027,0.317244,1.215556,1.016194,5.589921,1.645259,1.97915,0.001938,0.00028,5.955573,0.14946,0.000937,1.310805,0.003964,0.000267,0.002088,14.728553
03/2004,,2.174919,1.284526,3.058207,0.081369,0.278105,0.070812,0.393244,0.023031,,0.923588,0.115239,8.717651,0.578996,1.476136,10.733294,1.988617,7.026135,17.366708,0.000511,2.672594,1.299131,2.419635,0.607528,1.325331,48.962967,2.007946,0.005849,0.122528,17.982379,3.539325,27.283645,10.64116,0.061932,3.182201,0.000801,0.17787,1.770253,,,0.003313,0.651999,,0.000538,,0.002657,0.022362,,,0.000137,0.214097,,0.00054,,,0.008488,1.083172,0.622518,0.014108,207.223,0.000511,,0.000333,0.000045,0.064501,0.000428,0.000548,1.88463,0.002463,0.000882,0.000315,0,0.000252,0.001053,,,0.000281,,0.000016,0.000252,,,0.001119,0.190877,0.356658,1.230692,1.016194,5.851564,2.633112,2.01173,0.000384,0.000316,8.03207,0.19928,0.001058,1.589802,0.004477,0.000302,0.002358,18.572963
04/2004,,2.331716,1.232952,3.058207,0.056565,0.069628,0.070812,0.393244,0.054559,0.015874,1.631876,0.096724,7.972397,6.785242,0.493726,11.045903,1.907871,5.068432,14.353719,0.000548,2.611028,0.897753,2.594075,0.651327,0.542017,43.976576,2.116055,0.272664,0.229501,17.41374,1.45454,27.361377,47.903027,0.103891,2.339349,0.000858,0.007956,0.7562,,,0.003551,0.699004,,0.000577,,0.002657,0.066932,,,0.094413,0.009001,,0.000579,,,0.0091,1.211533,0.625388,0.01796,215.812,0.000548,,0.000357,0.000048,0.063591,0.000459,0.000587,2.13806,0.002463,0.000946,0.000338,0,0.00027,0.001129,,,0.000301,,0.000017,0.00027,,,0.0012,0.204638,0.381482,1.61576,1.016194,5.986966,6.992608,2.032249,0.001252,0.000339,9.670162,0.03604,0.001134,1.668655,0.004799,0.000323,0.002528,24.60105
05/2004,0.001633,2.500191,1.199079,3.058207,0.056565,0.057541,0.070812,0.393244,0.002822,,0.303352,0.45392,5.669737,0.547732,3.487348,9.688036,1.576007,6.795829,16.170037,0.000588,2.70811,1.847417,2.781506,0.698388,0.556682,44.407738,2.662628,0.017103,0.440185,16.609119,1.191338,33.035753,9.134305,0.036216,1.948947,0.00092,0.027504,1.123172,,,0.003808,0.749509,0.006097,0.000619,,0.002657,0.013625,,,0.081829,0.242604,,0.00062,,,0.009757,1.571022,0.628472,,201.694,0.000588,,0.000383,0.000051,0.054658,0.000492,0.00063,2.47463,0.002463,0.001014,0.000363,0,0.000289,0.00121,,,0.000323,,0.000019,0.000289,,,0.001286,0.219424,0.408155,0.824919,1.016194,6.128376,2.307425,2.054297,0.001212,0.000364,8.494042,0.17066,0.001216,2.183792,0.005146,0.000347,0.002711,19.007611
06/2004,0.003116,2.713981,1.263496,3.058207,0.056565,0.032359,0.079818,0.393244,0.008901,0.028369,0.888434,0.130771,4.723876,0.447108,3.388897,12.508828,1.965993,5.334047,18.966544,0.000638,3.35281,1.000958,3.019351,0.758107,0.551338,38.544967,2.56703,0.018981,0.426665,18.387959,1.374221,28.060957,9.300975,0.101132,2.388735,0.000999,0.01034,1.110168,,,0.004134,0.813599,,0.000672,,0.002657,0.046586,,,0.058035,0.229725,,0.000673,,,0.010592,1.389002,0.632386,0.035305,215.033,0.000638,,0.000415,0.000056,0.050778,0.000534,0.000684,2.44652,0.002463,0.001101,0.000394,0,0.000314,0.001314,,,0.00035,,0.00002,0.000314,,,0.001396,0.238187,0.442003,0.963391,1.016194,6.314497,0.847679,2.082274,0.0009,0.000395,13.474367,0.09434,0.00132,2.048302,0.005586,0.000376,0.002943,22.96507
07/2004,,2.736583,1.101822,3.058207,0.153896,0.032359,0.070812,0.393244,0.144509,0.0283,0.355382,0.112179,4.466553,0.446944,1.143916,9.190273,3.877956,5.931539,13.190402,0.000643,2.297155,1.247146,3.044496,0.76442,0.604407,50.454816,4.350736,0.035576,0.356419,18.556815,1.354438,36.689119,4.144706,0.224222,3.067537,0.001007,0.039538,0.865808,,,0.004168,0.820375,,0.000677,,0.002657,0.027811,0.000562,,0.037823,0.004011,,0.000679,,,0.01068,3.413459,0.6328,0.044844,203.253,0.000643,,0.000419,0.000056,0.058421,0.000538,0.000689,4.9689,0.002463,0.00111,0.000397,0,0.000317,0.001325,,,0.000353,,0.000021,0.000317,,,0.001408,0.240171,0.445581,0.533965,1.016194,6.269679,1.612716,2.085232,0.001125,0.000398,10.282073,0.106,0.001331,3.827791,0.005633,0.000379,0.002967,20.414905
08/2004,,2.481739,1.996143,3.058207,0.056565,0.07614,0.070812,0.393244,0.034965,0.004221,0.127138,0.237649,6.032154,0.238902,12.112698,11.350235,2.756381,4.193741,12.215596,0.000583,2.615267,1.581514,2.760978,0.693234,0.547999,43.468061,2.254812,0.021949,0.07542,22.290195,1.208687,32.413904,7.726435,0.328278,4.331439,0.000914,,0.554304,,,0.00378,0.743977,0.260472,0.000614,,0.002657,0.020846,,,0.018829,0.008821,,0.000616,,,0.009685,1.331437,0.628135,0.009379,202.103,0.000583,,0.00038,0.000051,0.171677,0.000488,0.000625,2.07464,0.002463,0.001007,0.00036,0,0.000287,0.001201,,,0.00032,,0.000019,0.000287,,,0.001277,0.217805,0.405234,0.507785,1.016194,5.91188,4.511008,2.051882,,0.000361,10.54895,0.43036,0.001207,1.779419,0.005108,0.000344,0.002691,24.04594
09/2004,0.050841,3.72115,1.288457,3.058207,0.056565,0.032359,0.090544,0.393244,1.87396,0.024475,0.665083,0.128393,6.379672,0.446967,2.882266,13.898632,2.215975,5.814084,17.05878,0.000875,3.267314,1.235205,4.139845,1.039443,0.789198,48.567933,3.565352,0.64668,0.119201,22.978638,2.941207,51.458043,8.530602,0.031584,3.278553,0.00137,0.006745,0.138159,,,0.005668,1.115529,0.312903,0.000921,,0.002657,0.053305,,,0.066574,0.097078,,0.000923,,,0.014522,2.20888,0.650823,0.008186,217.766,0.000875,,0.000569,0.000076,0.097159,0.000732,0.000937,3.48021,0.002463,0.00151,0.00054,0,0.00043,0.001801,,,0.000481,,0.000028,0.00043,,,0.001914,0.326579,0.601456,0.422499,1.016194,7.209297,10.70571,2.214076,0.000646,0.000541,8.334722,0.16218,0.00181,2.858698,0.007659,0.000516,0.004035,29.622466
10/2004,0.000234,3.993439,1.198079,3.058207,0.056565,0.032359,0.070812,0.393244,0.155062,0.016998,0.857175,0.548899,5.185225,0.573129,2.252294,12.917186,1.946895,6.045058,21.13931,0.000939,3.93712,1.418102,4.442771,1.115503,0.667053,63.539587,4.564573,0.058096,0.176712,22.6715,1.289933,58.45385,16.59249,0.114708,7.468341,0.00147,0.02029,0.285372,,,0.006082,1.197156,,0.000988,,0.002657,0.549626,1.146762,,0.463554,0.082586,,0.000991,,,0.015585,0.997461,0.655807,0.024182,231.638,0.000939,,0.000611,0.000082,0.19146,0.000786,0.001006,4.06686,0.002463,0.00162,0.000579,0,0.000462,0.001933,,,0.000516,,0.00003,0.000462,,,0.002054,0.350476,0.644564,0.620016,1.016194,7.405222,8.573446,2.249709,0.000205,0.000581,10.020311,0.37736,0.001943,3.807113,0.00822,0.000554,0.00433,29.53937
11/2004,0.00488,2.627328,1.1714,3.058207,0.056565,0.032359,0.070812,0.393244,0.054108,0.020331,0.24292,1.284218,6.916467,1.613375,5.369421,15.095282,2.650598,6.879333,15.024434,0.000618,3.743642,1.808277,2.922949,0.733902,0.570258,64.519265,2.632789,0.471662,0.074019,250.655892,1.494813,26.117678,16.140032,0.448902,6.038355,0.000967,0.000893,0.131412,,,0.004002,0.787622,,0.00065,,0.002657,0.038055,,,0.121302,0.006642,,0.000652,,,0.010254,1.516736,0.6308,0.017245,222.079,0.000618,,0.000402,0.000054,0.199006,0.000517,0.000662,2.45198,0.002463,0.001066,0.000381,0,0.000304,0.001272,,,0.000339,,0.00002,0.000304,,,0.001352,0.230582,0.428284,0.586795,1.016194,5.871831,1.298624,2.070934,0.0004,0.000382,22.103854,0.22154,0.001278,2.13023,0.005408,0.000364,0.002849,31.794601
12/2004,,2.785208,5.019723,3.058207,0.056565,0.070394,0.070812,0.393244,0.063281,0.102077,0.367942,0.097582,6.461251,1.567946,1.166568,25.221333,2.301347,6.833293,16.60937,0.000655,4.111277,0.717396,3.098592,0.778003,0.950838,62.370266,2.939429,0.397901,0.217954,21.321783,1.352742,36.300463,11.961018,0.15884,5.511503,0.001025,0.005478,0.681943,,,0.004242,0.834952,,0.000689,,0.002657,0.059013,,,0.019465,0.261222,,0.000691,,,0.01087,1.651123,0.63369,0.061183,236.039,0.000655,,0.000426,0.000057,0.110266,0.000548,0.000701,2.94289,0.002463,0.00113,0.000404,0,0.000322,0.001348,,,0.00036,,0.000021,0.000322,,,0.001433,0.244438,0.453279,0.672415,1.016194,5.96555,4.103594,2.091595,0.000921,0.000405,11.95228,0.2332,0.001355,2.407411,0.005733,0.000386,0.00302,28.62203
01/2005,0.020224,3.551559,1.243627,3.058207,0.081163,0.032359,0.070812,0.393244,0.101807,0.221836,1.090762,0.096724,5.310055,0.491736,0.845448,16.738118,2.573597,5.141812,18.905811,0.000835,5.081807,1.283138,3.951172,0.992071,0.629216,50.249226,2.540278,0.000533,0.112366,22.930451,1.147225,38.08828,10.28947,0.02785,3.713534,0.001307,0.00756,0.810612,,,0.005409,1.064689,,0.000879,,0.002657,0.02797,,,0.000045,0.197879,,0.000881,,,0.013861,1.213877,0.647718,0.000393,196.873,0.000835,,0.000543,0.000073,0.112513,0.000699,0.000895,1.88722,0.002463,0.001441,0.000515,0,0.000411,0.001719,,,0.000459,,0.000027,0.000411,,,0.001827,0.311695,0.574607,0.679673,1.016194,6.657247,2.737818,2.191883,0.000165,0.000517,17.472976,0.0848,0.001728,1.865267,0.00731,0.000492,0.003851,30.403124
02/2005,0.031171,7.236995,1.300165,3.058207,0.056565,0.106823,0.07875,0.393244,0.245051,0.154844,0.733947,0.112887,7.263422,8.698213,1.366125,10.452292,2.012046,7.928845,10.570674,0.001701,2.793683,0.976576,8.051283,2.021538,0.826296,46.005785,7.847878,0.066203,0.124097,20.665446,1.748578,124.292162,9.38083,0.285295,4.496894,0.002664,0.006202,0.437168,,,0.011022,2.169512,,0.001791,,0.002657,0.012932,,,0.125966,0.045635,,0.001796,,,0.028244,5.510193,0.715183,0.018008,168.749,0.001701,,0.001107,0.000148,0.135511,0.001424,0.001823,7.65753,0.002463,0.002936,0.00105,0,0.000837,0.003503,,,0.000935,,0.000054,0.000837,,,0.003723,0.63514,1.158078,1.08403,1.016194,10.141998,1.070676,2.674173,0.000703,0.001053,12.083111,0.12402,0.00352,6.485208,0.014896,0.001003,0.007847,30.317326
