,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Falkland Islands,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Dominica,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Bhutan,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Guam,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia,AO: Imports: cif: Emerging and Developing Economies,AO: Imports: cif: Emerging and Developing Economies: Export Earnings: Non-Fuel,AO: Imports: cif: Advanced Economies,AO: Imports: cif: Other Countries Not Elsewhere Classified: North Korea,AO: Imports: cif: Advanced Economies: Singapore,AO: Imports: cif: Advanced Economies: Israel,AO: Imports: cif: Advanced Economies: Cyprus,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Suriname,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Trinidad and Tobago,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Jamaica,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Indonesia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Bangladesh,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Uruguay,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Panama,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Paraguay,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Peru,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: El Salvador,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Guatemala,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Mexico,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Nicaragua,AO: Imports: cif,AO: Imports: cif: Advanced Economies: Sweden,AO: Imports: cif: Advanced Economies: France,AO: Imports: cif: Advanced Economies: Germany,AO: Imports: cif: Advanced Economies: Italy,AO: Imports: cif: Advanced Economies: Austria,AO: Imports: cif: Advanced Economies: Belgium,AO: Imports: cif: Advanced Economies: South Korea,AO: Imports: cif: Advanced Economies: Hong Kong SAR,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: India,AO: Imports: cif: Advanced Economies: Ireland,AO: Imports: cif: Advanced Economies: Greece,AO: Imports: cif: Advanced Economies: Switzerland,AO: Imports: cif: Advanced Economies: Canada,AO: Imports: cif: Advanced Economies: Japan,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Costa Rica,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Dominican Republic,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Ecuador,AO: Imports: cif: Advanced Economies: Denmark,AO: Imports: cif: Advanced Economies: United States,AO: Imports: cif: Advanced Economies: United Kingdom,AO: Imports: cif: European Union,AO: Imports: cif: Advanced Economies: Latvia,AO: Imports: cif: Advanced Economies: Czech Republic,AO: Imports: cif: Advanced Economies: Slovak Republic,AO: Imports: cif: Advanced Economies: Iceland,AO: Imports: cif: Other Countries Not Elsewhere Classified: Cuba,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: French Polynesia,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: St. Kitts and Nevis,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: St. Vincent & The Grenadines,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Brunei Darussalam,"AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Venezuela, Republic Bolivariana de",AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: Grenada,AO: (DC)Imports: cif: APEC,AO: (DC)Imports: cif: Euro Area,AO: (DC)Imports: cif: Other Countries Not Elsewhere Classified: (Old)Eastern Germany,AO: (DC)Imports: cif: Developing Countries,AO: (DC)Imports: cif: Developing Countries: (Old)Western Hemisphere,AO: (DC)Imports: cif: Non-Oil Developing Countries,AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: Greenland,AO: (DC)Imports: cif: Advanced Economies: (Old)Belgium-Luxembourg,AO: (DC)Imports: cif: Industrial Countries,AO: (DC)Imports: cif: Special Categories,AO: (DC)Imports: cif: Oil Exporting Countries,AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: St. Lucia,AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: Netherlands Antilles,AO: Imports: cif: Advanced Economies: Spain,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Cambodia,AO: Imports: cif: Countries or Area Not Specified,AO: Imports: cif: Other Countries Not Elsewhere Classified,AO: Imports: cif: Advanced Economies: Malta,AO: Imports: cif: Advanced Economies: Portugal,AO: Imports: cif: Advanced Economies: Finland,AO: Imports: cif: Advanced Economies: New Zealand,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Guyana,AO: Imports: cif: Advanced Economies: Luxembourg,AO: Imports: cif: Advanced Economies: Netherlands,AO: Imports: cif: Advanced Economies: Norway,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Fiji,AO: Imports: cif: Advanced Economies: San Marino,AO: Imports: cif: Advanced Economies: Slovenia,AO: Imports: cif: Advanced Economies: Estonia,AO: Imports: cif: Advanced Economies: Lithuania,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: China,AO: Imports: cif: Advanced Economies: Taiwan,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Curacao,AO: Imports: cif: Euro Area,AO: Imports: cif: Advanced Economies: Vatican,AO: Imports: cif: Advanced Economies: Australia,AO: Imports: cif: Emerging and Developing Economies: Export Earnings: Fuel,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Montserrat,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Honduras,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Haiti,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: American Samoa,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Western Hemisphere Not Specified
05/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04514511,0.00009666,,,,,,,,,,,,,,,,,,,,10.7757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/1998,,,,,22.78743874,124.14228178,541.4878778,421.50682054,,4.85526345,,,,,,4.26291262,,0.0407,,,,,,,,545.64910232,2.48376953,38.28257967,11.74063812,20.37037653,0.72717252,34.22224111,5.56735427,8.33213911,2.1701224,1.39163266,0.43511251,1.05280497,0.87888562,12.94338518,,0.03713961,0.00008756,3.40078797,79.97,20.47550949,304.1433131,,,0.05222644,,,,,,,,,137.92,277.45,,146.433,16.271,141.716,,,399.219,,4.71732,,,33.29296148,,,,0.01275678,107.92593165,1.14358876,,,0.26124603,27.33400056,0.48100344,,,,0.2574381,0.00023098,10.4313,3.223,,277.45013391,,0.39278361,4.16122452,,,,,
07/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03549667,0.00008047,,,,,,,,,,,,,,,,,,,,7.30328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02058266,0.00008319,,,,,,,,,,,,,,,,,,,,8.40377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/1998,,,,,16.65620122,111.41479325,521.55442075,414.0345013,,5.52094752,,0.00655542,,,,4.48473757,,,,,,,,,,525.44929454,2.28255968,30.60758907,12.27174339,19.61606903,0.35581926,21.36163064,4.86534951,7.12212624,2.43330928,0.82194959,0.45645038,3.93995013,3.01833721,5.90710233,,0.029777,0.00008588,3.6185627,103.73,18.5907138,277.78042317,,0.07160293,0.05273898,,,,,,,,,145.841,252.872,,129.715,6.94886,124.768,,,395.735,,4.94653,,,29.85506793,,,,0.01217289,106.55683864,0.02016071,0.00165619,,0.08299528,30.54522644,1.90615786,,,,0.24885938,0.00022209,7.106,0.418,,252.87208912,,0.16934606,3.8948738,,,,,
10/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02283787,0.00008753,,,,,,,,,,,,,,,,,,,,4.14463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1998,,,,,,,,,,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,0.01719474,0.00008236,,,,,,,,,,,,,,,,,,,,34.2086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1998,,,,,15.06074072,143.50366679,572.61734012,438.65215026,,6.02269526,,0.00681537,,,,4.10175451,,,,,,,,,,582.15581706,2.64697812,34.4673045,15.4030404,22.78963728,0.05032516,29.16855823,5.54245369,6.28410181,2.25521017,0.90971788,0.56307544,1.58378567,0.95838489,14.23019121,,0.0231287,0.00008396,3.9255017,102.41,17.13627238,293.76850322,,,0.05399937,,,,,,,,,155.964,269.662,,162.581,6.96641,158.016,,,419.794,,4.56516,,,25.26335871,,,,0.01240026,114.31922647,0.25163176,0.17838651,,0.03217503,26.07663981,7.10884805,,,,0.29359596,0.00020085,5.7013,0.66,,269.66170248,,0.30150608,9.53847694,,,,,
01/1999,,,,,,,,,,,,,,,,,,,0.00197943,,,,,,,,,,,,,,,,,,,,,,,,0.00009729,,,,,,,,,,,,,,,,,,,,7.61035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/1999,,,,,,,,,,,,,,,,,,0.0231847,0.00200892,,,,,,,,,,,,,,,,,,,,,,,,0.00009601,,,,,,,,,,,,,,,,,,,,7.87413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/1999,,,,,10.1122152,115.24438418,516.95044834,406.31674121,,3.0546695,,,,,,2.65725121,,,0.00221513,,,,,,,521.56112539,1.58144349,27.26713,8.5646,16.38758,0.00814,18.34585317,70.31788871,2.34846714,1.79836661,0.93379,0.08228,0.90084325,1.09977992,6.33954154,,,0.00009843,2.48666531,65.67,49.11053196,255.3853442,,0.06548204,5.69719946,,,,,,,,,159.449,201.302,,197.574,5.32167,194.395,,,323.987,,3.17885,,,34.31098,0.00275,,,,69.71899,0.03542,0.00338525,,0.42053,19.50432,1.03657975,,,,0.00516648,0.02042812,2.2308,0.8206,,201.30240723,,0.17845611,4.61067705,,,,,
04/1999,,,,,,,,,,,,,,,,,,0.0612304,0.00195536,,,,,,,,,,,,,,,,,,,,,,,,0.00009669,,,,,,,,,,,,,,,,,,,,3.79055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/1999,,,,,,,,,,,,,,,,,,0.0549626,0.00168402,,,,,,,,,,,,,,,,,,,,,,,,0.00009405,,,,,,,,,,,,,,,,,,,,5.4572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/1999,,,,,12.67944958,129.21853537,493.61325911,379.08050173,,3.53964517,,,,,,3.01186835,,,0.00180583,,,,,,,508.2990371,1.31100463,24.77772,5.467,15.53794,0.2618,23.76258526,83.07337801,3.03154696,1.62912037,1.01222,0.4906,0.60196617,1.31169441,1.74440733,,,0.00008519,2.39785326,67.1,22.94469042,217.49531562,,0.24813196,5.9805365,,,,,,,,,183.108,189.913,,225.416,3.22822,221.892,,,282.883,,3.52391,,,16.88709,0.00275,,,,72.07904,0.34298,0.00087454,,0.1067,23.17975,0.94400892,,,,0.00526521,0.02203804,2.7673622,0.2882,,189.91326501,,0.62129457,14.68577799,,,,,
07/1999,,,,,,,,,,,,,,,,,,0.015675,0.00197717,,,,,,,,,,,,,,,,,,,,,,,,0.0000783,,,,,,,,,,,,,,,,,,,,9.63476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/1999,,,,,,,,,,,,,,,,,,0.0423225,0.00188281,,,,,,,,,,,,,,,,,,,,,,,,0.00008094,,,,,,,,,,,,,,,,,,,,4.03895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/1999,,,,,19.13499363,142.9446537,611.61649316,473.50466349,,5.57629435,,,,,,3.50128523,,0.0384318,0.00207564,,,,,,,616.44931719,0.7121245,72.42653,7.2204,13.77453,0.19063,21.637,81.55099363,5.35732637,1.86573357,0.93808,0.08118,4.35131541,0.82949262,3.73108725,,,0.00008356,2.4307666,77,30.60857333,292.36599223,,,6.08553746,,,,,,,,,193.521,257.849,,242.022,6.03822,238.001,,,374.427,,4.02066,,,33.54967,0.00275,,,,78.15687,0.00242,0.00437478,,0.00264,23.75615,2.77232737,,,,0.00535151,0.02219545,8.9067,0.4796,,257.84918442,,0.25120286,4.83282403,,,,,
10/1999,,,,,,,,,,,,,,,,,,0.14663,0.00238126,,,,,,,,,,,,,,,,,,,,,,,,0.00008517,,,,,,,,,,,,,,,,,,,,7.43652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1999,,,,,,,,,,,,,,,,,,0.0457204,0.00189512,,,,,,,,,,,,,,,,,,,,,,,,0.00008014,,,,,,,,,,,,,,,,,,,,9.84855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1999,,,,,16.98089959,159.53672912,581.36130744,433.02735061,,3.5467906,,0.01182372,,,,3.55034062,0.06686275,,0.00228431,,,,,,,592.56407973,1.07540391,42.58507,11.5027,15.60196,0.19855,20.185,99.01773964,3.35146606,1.91177945,0.88704,0.36971,2.06587517,1.32406405,2.39510671,,,0.0000817,2.68151483,68.64,15.16361168,249.8547788,,0.0631527,6.97173358,,,,,,,,,202.018,230.09,,273.369,8.65704,269.298,,,319.632,,4.07132,,,9.51225,0.00275,,,,103.06879,1.49369,0.20159433,,0.05302,17.58911,2.71527465,,,0.0315711,0.00621681,0.02223839,4.1109378,0.4158,,230.09047359,,0.27948271,11.20277229,,,,,
01/2000,0.000146,0.000147,,,,,,,8.544032,,,,0.000302,,0.000262,,,,,0.128759,0.257248,,,0.027307,,,,,,,,,,,,,,,,,,0.000303,,,,,,,,,,0.000592,,0.000128,0.048942,,0.00132,0.000146,,,,,4.80187,,0.000146,,,,,0.000252,0.000596,,,,,,,,,,,,,,,,,,,,,,,,,0.000146,0.000982,0.000519,,0.004143
02/2000,0.000179,0.00018,,,,,,,10.455716,,,,0.00037,,0.000321,,,,,0.157569,0.260679,,,,,,,,,,,,,,,,,,,,,0.000371,,,,,,,,,,0.000725,,0.000157,0.059893,,0.001616,0.000179,,,,,6.4302,,0.000179,,,,,0.000308,0.000729,,,,,,,,,,,,,,,,,,,,,,,,,0.000179,0.001202,0.000636,,0.00507
03/2000,0.000178,0.000179,0.004002,0.000512,19.287509,122.328839,468.758826,301.122578,10.407166,3.651014,9.174621,0.169695,0.000368,,0.00032,1.030876,0.097077,,,0.156837,0.260592,,,0.003413,,479.66475,9.62099,20.611367,1.627351,6.799028,0.053876,33.831465,3.690482,2.776008,4.105725,0.610981,0.25922,19.384121,0.668509,45.54496,,0.000369,,4.317557,41.119797,14.827031,171.386567,1.179732,0.055691,1.027242,3.048582,0.000721,0.000476,0.000156,0.059615,,0.001608,0.000178,101.22,215.12,,140.88,9.82948,134.448,0.000178,,312.562,,6.43193,0.000307,0.000726,9.664099,0.001359,26.804381,29.408952,1.003296,55.953273,0.207367,0.257385,,0.314979,8.484152,0.518124,0.001786,0.000867,0.212436,0.000419,,3.634831,0.23214,,142.009978,0.001795,0.222926,10.905924,0.000178,0.001196,0.000633,0.005621,0.005047
04/2000,0.00016,0.000161,,,,,,,9.36877,,,,0.000331,,0.000288,,,,,0.141188,0.258728,,,0.001707,,,,,,,,,,,,,,,,,,0.000332,,,,,,,,,,0.000649,,0.00014,0.053667,,0.001448,0.000161,,,,,7.79703,,0.000161,,,,,0.000276,0.000653,,,,,,,,,,,,,,,,,,,,,,,,,0.00016,0.001077,0.00057,,0.004543
05/2000,0.000164,0.000165,,,,,,,9.591692,,,,0.000339,,0.000295,,,0.029084,,0.144548,0.259128,,,,,,,,,,,,,,,,,,,,,0.00034,,,,,,,,,,0.000665,,0.000144,0.054944,,0.001482,0.000164,,,,,11.1035,,0.000164,,,,,0.000283,0.000669,,,,,,,,,,,,,,,,,,,,,,,,,0.000164,0.001102,0.000583,,0.004651
06/2000,0.000217,0.000219,0.00431,0.000551,23.684327,138.072809,469.724265,282.746476,12.711922,4.524456,9.174621,0.169695,0.000449,,0.00039,1.110294,0.097077,0.046915,,0.19157,0.264728,,,0.003413,,481.363219,3.462068,12.197746,2.470887,9.870148,0.052392,30.209587,3.974791,4.262741,4.422025,0.72186,0.235593,19.743942,0.488572,44.147403,,0.000451,,4.222848,34.82357,10.12012,149.678945,1.179732,0.655946,2.105897,3.048582,0.000881,0.000513,0.000191,0.072817,,0.001965,0.000218,105.512,196.595,,177.31,15.4086,170.685,0.000218,,296.968,,6.62454,0.000375,0.000886,7.014424,0.001463,28.869355,31.674579,1.003296,56.212103,0.160742,0.468139,,0.329244,6.604171,7.921849,0.001924,0.000934,0.267719,,,7.595158,0.44096,,130.805236,0.001934,0.457764,11.638954,0.000217,0.001461,0.000773,0.006054,0.006164
07/2000,0.000191,0.000192,,,,,,,11.178893,,,,0.000395,,0.000343,,,0.028156,,0.168467,0.261977,,,0.003413,,,,,,,,,,,,,,,,,,0.000397,,,,,,,,,,0.000775,,0.000168,0.064036,,0.001728,0.000192,,,,,12.2923,,0.000192,,,,,0.00033,0.000779,,,,,,,,,,,,,,,,,,,,,,,,,0.000191,0.001285,0.00068,,0.005421
08/2000,0.000227,0.000229,,,,,,,13.304316,,,,0.00047,,0.000409,,,0.013605,,0.200497,0.265791,,,,,,,,,,,,,,,,,,,,,0.000472,,,,,,,,,,0.000922,,0.000199,0.076211,,0.002056,0.000228,,,,,9.94091,,0.000228,,,,,0.000393,0.000928,,,,,,,,,,,,,,,,,,,,,,,,,0.000227,0.001529,0.000809,,0.006451
09/2000,0.000133,0.000134,0.00439,0.000561,22.293399,127.025059,478.053251,301.180992,7.782513,3.739364,9.174621,0.169908,0.000275,,0.000239,1.131094,0.097077,0.021535,,0.117283,0.255881,,,0.035841,,489.884191,8.963007,12.452686,1.900119,8.013907,0.059236,19.778721,4.049254,3.13588,4.504865,0.693409,0.236595,19.560931,1.25314,43.490164,,0.000276,,5.684049,47.260559,26.395446,161.824977,1.179732,0.050821,0.488558,3.048582,0.000539,0.000523,0.000117,0.04458,,0.001203,0.000133,129.714,192.198,,167.342,12.6838,160.073,0.000133,,324.231,,7.26953,0.00023,0.000543,8.928801,0.001491,29.410182,32.267958,1.003296,58.126881,0.066211,0.53235,,0.305824,6.671116,3.559853,0.00196,0.000953,0.212436,,0.032848,5.521597,0.25546,,120.320284,0.001969,0.704305,11.83094,0.000133,0.000894,0.000473,0.006168,0.003774
10/2000,0.000777,0.000782,,,,,,,45.470905,,,,0.001608,,0.001396,,,0.027714,,0.685251,0.323523,,,,,,,,,,,,,,,,,,,,,0.001614,,,,,,,,,,0.003151,,0.000681,0.260469,,0.007027,0.000779,,,,,7.32575,,0.000779,,,,,0.001342,0.00317,,,,,,,,,,,,,,,,,,,,,,,,,0.000777,0.005226,0.002765,,0.022049
11/2000,0.000193,0.000194,,,,,,,11.279665,,,,0.000399,,0.000346,,,,,0.169986,0.262158,,,0.003413,,,,,,,,,,,,,,,,,,0.0004,,,,,,,,,,0.000782,,0.000169,0.064613,,0.001743,0.000193,,,,,11.6394,,0.000193,,,,,0.000333,0.000786,,,,,,,,,,,,,,,,,,,,,,,,,0.000193,0.001296,0.000686,,0.00547
12/2000,0.000275,0.000277,0.009911,0.001267,35.985319,276.337598,771.782768,381.163911,16.090714,5.20453,9.174621,0.169695,0.000569,,0.000494,2.553493,0.097077,,,0.242489,0.270792,,,,,796.742618,1.183366,23.161934,2.506397,11.270309,0.130239,35.126906,9.141367,5.372967,10.169931,1.109995,0.420556,31.575835,0.388707,49.100206,,0.000571,,4.407735,47.027367,28.837539,205.036445,1.189667,0.23248,0.213426,3.048582,0.001115,0.001181,0.000241,0.092172,,0.002487,0.000276,137.862,269.685,,341.373,22.0395,334.442,0.000276,,441.909,,6.93066,0.000475,0.001122,9.431482,0.003365,66.394777,72.846332,1.037136,70.427077,0.880162,0.697634,,0.316888,12.234635,15.0773,0.004425,0.00215,0.269828,0.000161,0.009606,6.762249,0.48336,,169.906099,0.004447,0.297619,24.95985,0.000275,0.001849,0.000978,0.013923,0.007802
01/2001,0.000162,0.000163,,,,,,,9.491826,,,,0.000336,,0.000291,,,0.031268,,0.143043,0.258949,,,0.003413,,,,,,,,,,,,,,,,,,0.000337,,,,,,,,,,0.000658,,0.000142,0.054372,,0.001467,0.000163,,,,,13.0474,,0.000163,,,,,0.00028,0.000662,,,,,,,,,,,,,,,,,,,,,,,,,0.000162,0.001091,0.000577,,0.004603
02/2001,0.000081,0.000082,,,,,,,4.75922,,,,0.000168,,0.000146,,,,,0.071722,0.250455,,,,,,,,,,,,,,,,,,,,,0.000169,,,,,,,,,,0.00033,,0.000071,0.027262,,0.000736,0.000082,,,,,8.56026,,0.000082,,,,,0.00014,0.000332,,,,,,,,,,,,,,,,,,,,,,,,,0.000081,0.000547,0.000289,,0.002308
03/2001,0.000164,0.000165,0.003245,0.000415,21.451849,115.630023,502.060329,349.9557,9.593655,4.151701,9.174621,0.169695,0.000339,,0.000295,0.835889,0.097077,0.029473,,0.144577,0.259132,,,,,511.166504,1.982025,18.160489,1.742507,10.027764,0.084593,35.215897,2.99244,3.037405,3.329142,0.469439,0.241411,16.306001,0.360992,47.342172,,0.00034,,5.132956,51.613506,21.693519,196.074069,1.179732,0.081092,0.010534,3.048582,0.000665,0.000386,0.000144,0.054955,,0.001483,0.000164,328.197,261.719,,358.868,7.90603,353.223,0.000164,,432.076,,5.64499,0.000283,0.000669,12.791626,0.001102,21.734427,23.846354,1.046451,72.707083,0.320714,1.794296,,0.375619,11.516126,13.384839,0.001449,0.000703,0.21823,,,6.253442,0.28514,,166.27791,0.001456,1.294344,9.106175,0.000164,0.001103,0.000583,0.004558,0.004652
04/2001,0.000175,0.000176,,,,,,,10.256267,,,,0.000363,,0.000315,,,0.013685,,0.154563,0.260321,,,8.543737,,,,,,,,,,,,,,,,,,0.000364,,,,,,,,,,0.000711,,0.000154,0.058751,,0.001585,0.000176,,,,,13.0869,,0.000176,,,,,0.000303,0.000715,,,,,,,,,,,,,,,,,,,,,,,,,0.000175,0.001179,0.000624,,0.004973
05/2001,0.000168,0.000169,,,,,,,9.857358,,,,0.000349,,0.000303,,,,,0.148551,0.259605,,,6.461564,,,,,,,,,,,,,,,,,,0.00035,,,,,,,,,,0.000683,,0.000148,0.056466,,0.001523,0.000169,,,,,12.2312,,0.000169,,,,,0.000291,0.000687,,,,,,,,,,,,,,,,,,,,,,,,,0.000168,0.001133,0.000599,,0.00478
06/2001,0.00017,0.000171,0.004093,0.000523,24.697559,145.404012,545.849009,354.071361,9.964714,5.494637,9.174621,0.169695,0.000352,,0.000306,1.054413,0.097077,0.074929,,0.150169,0.259798,,,,,556.972182,2.736609,24.056891,2.518747,15.798927,0.129123,33.804923,3.774744,3.097793,4.199467,0.801484,0.246792,17.76596,0.595411,44.066811,,0.000354,,4.557159,58.764775,21.482898,203.153988,1.180331,0.463354,0.013888,3.048582,0.000691,0.000487,0.000149,0.05708,,0.00154,0.000171,331.67,278.938,,419.858,12.6847,414.334,0.000171,,429.562,,5.52395,0.000294,0.000695,12.284061,0.001389,27.416385,30.080424,1.151085,67.83124,0.017562,0.08293,,0.573163,12.151449,5.138289,0.001827,0.000888,0.212436,0.000049,0.011741,8.024507,0.43778,,172.953587,0.001836,0.432697,11.123173,0.00017,0.001145,0.000606,0.005749,0.004832
07/2001,0.000183,0.000184,,,,,,,10.686921,,,,0.000378,,0.000328,,,0.045217,,0.161053,0.261094,,,,,,,,,,,,,,,,,,,,,0.000379,,,,,,,,,,0.000741,,0.00016,0.061217,,0.001652,0.000183,,,,,20.5176,,0.000183,,,,,0.000315,0.000745,,,,,,,,,,,,,,,,,,,,,,,,,0.000183,0.001228,0.00065,,0.005182
08/2001,0.000183,0.000184,,,,,,,10.717022,,,,0.000379,,0.000329,,,,,0.161507,0.261148,,,,,,,,,,,,,,,,,,,,,0.00038,,,,,,,,,,0.000743,,0.000161,0.06139,,0.001656,0.000184,,,,,19.9742,,0.000184,,,,,0.000316,0.000747,,,,,,,,,,,,,,,,,,,,,,,,,0.000183,0.001232,0.000652,,0.005197
09/2001,0.000161,0.000162,0.004192,0.000536,26.587431,170.086097,602.296639,384.675705,9.405634,7.938975,9.174621,0.169695,0.000333,,0.000289,1.080047,0.097077,0.081542,,0.141744,0.258794,,,,,613.656422,1.851402,23.18256,2.949028,15.081403,0.066429,33.502082,3.866511,3.02713,4.301562,0.810783,0.293058,17.615107,0.475996,47.108166,,0.000334,,15.029908,52.235355,39.594116,238.856664,1.182586,0.629349,0.007716,3.048582,0.000652,0.000499,0.000141,0.053878,,0.001454,0.000161,325.28,289.26,,470.128,16.9757,464.839,0.000161,,453.975,,5.28861,0.000278,0.000656,9.254284,0.001424,28.082907,30.811713,1.132925,79.27475,0.56081,0.01642,,0.293884,12.207202,2.541655,0.001871,0.000909,0.212436,0.003836,0.01758,8.36952,0.04558,,180.203047,0.00188,0.270996,11.359783,0.000161,0.001081,0.000572,0.005889,0.004561
10/2001,0.000125,0.000126,,,,,,,7.335756,,,,0.000259,,0.000225,,,0.030233,,0.110551,0.255079,,,,,,,,,,,,,,,,,,,,,0.00026,,,,,,,,,,0.000508,,0.00011,0.042021,,0.001134,0.000126,,,,,12.7502,,0.000126,,,,,0.000216,0.000511,,,,,,,,,,,,,,,,,,,,,,,,,0.000125,0.000843,0.000446,,0.003557
11/2001,0.000215,0.000216,,,,,,,12.556662,,,,0.000444,,0.000386,,,,,0.18923,0.26445,,,,,,,,,,,,,,,,,,,,,0.000446,,,,,,,,,,0.00087,,0.000188,0.071928,,0.001941,0.000215,,,,,22.6355,,0.000215,,,,,0.00037,0.000876,,,,,,,,,,,,,,,,,,,,,,,,,0.000215,0.001443,0.000763,,0.006089
12/2001,0.000175,0.000176,0.004097,0.000524,27.820812,142.063446,580.40216,391.913154,10.218619,6.799049,9.174621,0.169695,0.000361,,0.000314,1.05556,0.097077,0.030233,,0.153996,0.260253,,,0.022187,,591.535912,15.103261,19.744665,3.910949,18.751709,0.315095,39.903485,3.778847,4.223013,4.204033,1.456428,0.271951,17.067693,0.320905,48.939103,,0.000363,,4.065933,52.002161,11.709583,241.103737,1.180031,0.249217,1.881641,3.048582,0.000708,0.000488,0.000153,0.058535,,0.001579,0.000175,329.09,328.047,,411.672,16.8998,406.844,0.000175,,460.167,,4.8287,0.000301,0.000713,7.37688,0.001391,27.446189,30.113123,1.169801,99.548846,0.029577,0.00906,,0.62403,12.431382,5.276673,0.00183,0.000887,0.294102,0.004136,0.058898,9.340434,0.64766,,209.123301,0.001839,0.371766,11.133752,0.000175,0.001174,0.000621,0.005755,0.004955
01/2002,0.000133,0.000134,,,,,,,7.809417,,,,0.000276,,0.00024,,,0.023241,,0.117689,0.255929,,,,,,,,,,,,,,,,,,,,,0.000277,,,,,,,,,,0.000541,,0.000117,0.044734,,0.001207,0.000134,,,,,12.4203,,0.000134,,,,,0.00023,0.000545,,,,,,,,,,,,,,,,,,,,,,,,,0.000133,0.000898,0.000475,,0.003787
02/2002,0.000129,0.00013,,,,,,,7.544408,,,,0.000267,,0.000232,,,0.022583,,0.113695,0.255454,,,,,,,,,,,,,,,,,,,,,0.000268,,,,,,,,,,0.000523,,0.000113,0.043216,,0.001166,0.000129,,,,,12.5159,,0.000129,,,,,0.000223,0.000526,,,,,,,,,,,,,,,,,,,,,,,,,0.000129,0.000867,0.000459,,0.003658
