,AF: Trade Balance: Emerging and Developing Economies: Europe,AF: Trade Balance: Advanced Economies: South Korea,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia,AF: Trade Balance: Advanced Economies: Czech Republic,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Sri Lanka,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Bosnia & Herzegovina,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Cambodia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Philippines,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Romania,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Malaysia,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: French Polynesia,AF: (DC)Trade Balance: Special Categories,AF: (DC)Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Papua New Guinea,AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Czechoslovakia,AF: (DC)Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Macau SAR,"AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Yugoslavia, Socialist Fed. Rep.",AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Serbia & Montenegro,AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Faroe Islands,AF: (DC)Trade Balance: Advanced Economies: (Old)Belgium-Luxembourg,AF: (DC)Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Timor-Leste,AF: Trade Balance: Advanced Economies: Lithuania,AF: Trade Balance: Advanced Economies: Denmark,AF: Trade Balance: Advanced Economies: Israel,AF: Trade Balance: Advanced Economies: Cyprus,AF: Trade Balance: Advanced Economies: Latvia,AF: Trade Balance: Advanced Economies: Estonia,AF: Trade Balance: European Union,AF: Trade Balance: Advanced Economies: Canada,AF: Trade Balance: Advanced Economies: Vatican,AF: Trade Balance: Advanced Economies: Japan,AF: Trade Balance: Emerging and Developing Economies,AF: Trade Balance: Advanced Economies: Switzerland,AF: Trade Balance: Euro Area,AF: Trade Balance: Advanced Economies: Singapore,AF: Trade Balance: Advanced Economies: Malta,AF: Trade Balance: Advanced Economies: Sweden,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Kazakhstan,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Indonesia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Vanuatu,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Brunei Darussalam,"AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Marshall Islands, Republic",AF: Trade Balance: Emerging and Developing Economies: Export Earnings: Non-Fuel,AF: Trade Balance: Advanced Economies: New Zealand,"AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Azerbaijan, Republic of",AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Myanmar,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: India,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Asia Not Specified,AF: Trade Balance: Advanced Economies: Taiwan,AF: Trade Balance: Advanced Economies: Iceland,AF: Trade Balance: Advanced Economies,AF: Trade Balance,World: Gross Domestic Product (GDP): Value: 2010 Exchange Rates: USD,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Croatia,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Turkey,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Nepal,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: China,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: New Caledonia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Mongolia,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Belarus,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Tonga,AF: Trade Balance: Advanced Economies: Hong Kong SAR,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Maldives,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Armenia,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Kosovo,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Vietnam,"AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Montenegro, Republic of","AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Serbia, Republic of",AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Bulgaria,"AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Macedonia, Former Yugoslav Republic",AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Georgia,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Albania,AF: Trade Balance: Advanced Economies: Slovak Republic,AF: Trade Balance: Emerging and Developing Economies: Export Earnings: Fuel,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Thailand,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Poland,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Hungary,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Bangladesh,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Samoa,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Fiji,AF: Trade Balance: Advanced Economies: Norway,AF: Trade Balance: Advanced Economies: Greece,AF: Trade Balance: Advanced Economies: Portugal,AF: Trade Balance: Advanced Economies: Spain,AF: Trade Balance: Advanced Economies: United Kingdom,AF: Trade Balance: Advanced Economies: Ireland,AF: Trade Balance: Advanced Economies: Germany,AF: Trade Balance: Advanced Economies: Italy,AF: Trade Balance: Advanced Economies: Belgium,AF: Trade Balance: Advanced Economies: Luxembourg,AF: Trade Balance: Advanced Economies: Slovenia,AF: Trade Balance: Advanced Economies: Austria,AF: Trade Balance: Advanced Economies: Australia,AF: Trade Balance: Advanced Economies: United States,AF: Trade Balance: Advanced Economies: France,AF: Trade Balance: Advanced Economies: Finland,AF: Trade Balance: Advanced Economies: Netherlands,AF: Trade Balance: Countries or Area Not Specified,AF: Trade Balance: Other Countries Not Elsewhere Classified
06/1964,5.2,,2.3,,,,,,,,1.9,3.3,,,,1.9,,,,,,,,,,,,,1.6,,,,8,0.9,1.3,,,,,,,,,7.2,,,,2.2,,,,2.5,10.5,,,,,0.1,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,0.3,,1.1,,,,,,,,,,0.2,,
09/1964,5.6,,1.9,,,,,,,,,5.6,,,,,,,,,0.1,,,,,,,,2.3,,,,9,0.7,1.4,,,,,,,,,6.9,,,,1.9,,,,3.5,12.5,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,,,,,0.9,,1.1,,,,,,,0.5,,,0.2,,
12/1964,-61.8,,-6.5,,,,,,,,-4.3,-57.5,,,,-4.7,,,,,,,,,,,,,-8.9,,,-9.2,-69.6,0.5,-10.9,,,,,,,,,-50.1,,,,-6.5,,,,-33.2,-107.5,2091.67680072,,,,,,,,,,,,,,,,,,,,,-57.4,,0.4,,,,,,,,,1.6,,-11.1,,,,,,,-15.2,,,0.2,-4.7,
03/1965,5.2,,6,,,,,,,,0.6,4.6,,,,0.1,,,,,,,,,,,,,5.7,,,,11.8,0.6,2.5,,,,,,,,,16.5,,,,6,,,,9.3,21.1,,,,,,,,,,,,,,,,,,,,,,4.6,,0.5,,,,,,,,,2.7,,1.8,0.1,,,,,,3.5,,,0.6,,
06/1965,6.3,,2.3,,,,,,,,0.1,6.2,,0.4,,0.1,,,,,,,,,,,,,3.4,,,,9.6,0.8,1.6,,,,,,,,,7.8,,,,2.3,,,,4.2,14.2,,,,,,,,,,,,,,,,,,,,,,6.4,,,,,,,,,,,1.8,,1.5,,,,,,,,,,0.1,,
09/1965,2.6,,0.5,,,,,,,,0.1,2.5,,0.1,,0.1,,,,,,,,,,,,,2.2,,,,5.6,0.6,1.5,,,,,,,,,6.3,,,,0.5,,,,3.1,8.8,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,0.7,,1.4,,,,,,,0.3,,,0.1,,
12/1965,-59.8,,-4.9,,,,,,,,-3,-56.8,,,,-3,,,,,,,,,,,,,-13.5,,,-8,-62,0.4,-15.9,,,,,,,,,-37.2,,,,-5,,,,-33.9,-93.9,2288.88244787,,,,0.1,,,,,,,,,,,,,,,,,-56.7,,,,,,,,,,,2.4,,-16,0.1,,,,,,-12.8,,,,2,
03/1966,4.5,,2.1,,,,,,,,0.1,4.4,,,,0.1,,,,,,,,,,,,,3.5,,,,8.6,0.8,1.4,,,,,,,,,12.8,,,,1.9,,,,8.6,17.2,,,,,0.2,,,,,,,,,,,,,,,,,4.4,,,,,,,,,,,2.1,,0.7,0.4,,,,,,4.3,,,0.3,,
06/1966,6.7,,2.4,,,,,,,,0.3,6.4,,,,0.3,,,,,,,,,,,,,3.7,,,,10.1,0.7,1.6,,,,,,,,,8.5,,,,2.3,,,,4.9,15,,,,,0.1,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,2.1,,1.2,0.3,,,,,,0.5,,,0.1,,
09/1966,9.2,,1.9,,,,,,,,5.5,3.7,,,,5.4,,,,,,,,,,,,,4.7,,,,14.5,0.9,1.3,,,,,,,,,18,,,,1.8,,,,7.4,21.9,,,,,0.1,,,,,,,,,,,,,,,,,3.9,,0.1,,,,,,,,,3.3,,0.8,0.3,,,,,0.2,1.7,,,0.2,,
12/1966,6.3,,1.9,,,,,,,,1.5,4.8,,,,1.5,,,,,,,,,,,,,6.9,,,,10.7,0.5,1.4,,,,,,,,,16.3,,,,1.9,,,,10.6,21.3,2518.87016439,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,5.5,,0.6,0.6,,,,,0.2,3,,,0.2,,
03/1967,7.6,,3.2,,,,,,,,,7.6,,,,,,,,,,,,,,,,,1.6,,,,11.8,1.1,1.3,,,,,,,,,6.6,,,,2.3,,,,2.8,14.6,,,,,0.9,,,,,,,,,,,,,,,,,8,,,,,,,,,,,0.3,,0.9,0.2,,,,,,0.1,,,0.2,,
06/1967,3.8,,0.6,,,,,,,,,3.8,,0.4,,,,,,,,,,,,,,,0.6,,,0.1,5.1,0.2,0.3,,,,,,,,,3.4,,,,0.6,,,,1,7.3,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,,,,0.3,,0.3,,,,,,,0.1,,,,0.8,
12/1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2715.34051429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3012.5022239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3368.09151652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3752.96535544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4128.13916169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4602.4471875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5304.42682723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6017.4601164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6606.80120354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7414.81624271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8237.42262859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9142.15278745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10161.97815101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11206.66630639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/1981,23.89054964,,28.53088635,,,,,,,,-0.49288572,24.38343536,,,,-0.6065,,,,,,,,,,,,,10.24144975,,,-25.48865229,68.54740341,,9.31749441,,,,,,,,,17.69368839,,,,28.81463635,,,,-24.43911799,47.49572702,,,,,-0.28375,,,,,-8.74594189,,,,,,,,,,,,29.80203863,,0.11361428,,,,,,,,,0.81034106,,9.31749441,,,,,,,-0.33235928,,,,,3.3874416
06/1981,13.16562657,,1.2938112,,,,,,,,-0.52021076,13.68583732,,,,-0.6065,,,,,,,,,,,,,8.6623646,,,-16.63884546,33.95911712,,4.4371232,,,,,,,,,4.64397217,,,,1.5775612,,,,-13.78737316,23.24580312,,,,,-0.28375,,,,,-6.19944401,,,,,,,,,,,,18.60183095,,0.08628924,,,,,,,,,4.13895216,,4.4371232,,,,,,,0.47484095,,,,,3.07405916
09/1981,-10.82186532,,-2.24270425,,,,,,,,-0.58132627,-10.24053904,,,,-0.6065,,,,,,,,,,,,,18.96867356,,,-14.67396765,0.14316858,,4.45863309,,,,,,,,,7.16758111,,,,-1.95895425,,,,-1.79741989,0.71889291,,,,,-0.28375,,,,,-5.88332153,,,,,,,,,,,,-6.4486882,,0.02517373,,,,,,,,,14.48486674,,4.45863309,,,,,,,-0.18363054,,,,,2.37314422
12/1981,19.30168911,,-2.5289933,,,,,,,,-0.50457725,19.80626636,,,,-0.6065,,,,,,,,,,,,,10.39751209,,,-21.27553459,36.78131089,,6.80874931,,,,,,,,,0.13075833,,,,-2.2452433,,,,-14.89408896,25.14057695,12285.85787309,,,,-0.28375,,,,,-6.51729257,,,,,,,,,,,,25.00981862,,0.10192275,,,,,,,,,3.48684003,,6.80874931,,,,,,,2.60314887,,,,,3.25335502
03/1982,-0.79950604,-1.87,4.40134792,,-0.2145,,,-0.066,,-1.122,-0.79950604,,,,,-0.576175,,-0.506,,,-0.44,,,-0.286,,,,,5.55305936,,,-23.49096518,18.89146513,-0.11,-0.77952055,-7.392,,-0.11,,,,,,-20.49374475,,,,7.21184792,,-1.1,,-37.75760729,-15.62429925,,,,,-0.11,,,,,-5.81927253,,,,,,,,,,,,4.8694455,-1.177,0.28266896,,-0.121,,,-0.022,-0.011,,-0.055,6.44591094,-0.121,5.93047945,-0.99,,,,-0.11,,-3.22375997,-3.85,-0.363,-0.77,,3.24184291
06/1982,-0.587175,-2.31,-3.97504742,,-0.19895455,,,-0.099,,,-0.587175,,,,,-0.576175,-0.00569091,,,,1.17727273,,,0.26463636,,,,,-6.06418182,0.09090909,,-27.00727273,1.81698747,2.25363636,-7.08154545,-7.722,0.12727273,-0.01909091,,,,,,-43.82916327,0.02727273,,,-1.79609287,,-0.44,0.00181818,-47.47005455,-42.73271087,,,-0.011,,-0.55,,,,,-6.49,,,,,,,,,,,,1.0964524,-1.166,,,-0.165,,,0.16363636,0.01818182,,-0.21663636,0.77181818,-0.35245455,-0.52727273,-0.00909091,,,,0.61727273,0.41818182,-0.38636364,-7.65181818,0.123,-0.38727273,,2.9203562
09/1982,-0.91899318,-3.08,-3.09055746,,-0.099,,,-0.011,,,-0.91899318,,,,,-0.576175,,-0.34281818,,,0.41181818,,,0.15218182,,,,,10.60081818,0.09090909,,-27.06,0.41446293,1.12454545,-2.20318182,-8.646,,0.27272727,,,,,,-28.49834997,0.00909091,,,-1.84019382,,-0.33,,-30.07227273,-27.40332279,,,,,-0.02363636,,,,,-4.51,,,,,,,,,,,,1.09502718,-0.57772727,,,-0.539,,,0.18327273,0.01818182,,-0.36490909,12.37909091,0.26272727,0.00727273,-0.15272727,,,,0.14363636,0.22872727,1.31636364,-2.96,0.14354545,0.28727273,,2.25448701
12/1982,-1.57381136,-3.3,-3.76207679,,-0.03160909,,,-0.022,,-2.343,-1.57381136,,,,,-0.576175,,-0.96463636,,,-0.00454545,,,0.34936364,,,,,4.43890909,-0.01909091,,-27.95909091,5.06971355,-0.65909091,1.43045455,-12.484,0.10909091,0.16272727,,,,,,-35.95503744,0.04545455,,,-1.48319498,,-0.77,0.00181818,-43.46609091,-35.30569009,13033.10852106,,-0.033,,1.26363636,,,,,-4.84,,,,,,,,,,,,0.64934735,-0.80490909,,,-0.341,,,0.14263636,0.00909091,,-0.00381818,2.49636364,0.10863636,4.54818182,-0.1,,,,0.12454545,0.30909091,1.62727273,-3.16545455,0.04836364,-0.24363636,,3.09068727
03/1983,-0.631175,-4.29,-2.91701528,,-0.2101,,,,,,-0.631175,,,,0.00022821,-0.576175,15.18818182,,,,1.77545455,,,0.16754545,,,,,4.37063636,,,-25.63,-4.87351975,-4.34636364,3.34945455,-5.016,,0.05272727,,,,,,1.07544168,,,,-0.48514348,,-1.1,,3.02181818,1.39014135,,,-0.055,,-1.54,,,,,-4.18,,,,,,,,,,,,0.31469966,-0.143,,,-0.539,,,-0.12190909,,,-0.06263636,0.80090909,-0.02581818,3.28,0.50272727,,,,0.72727273,27.11818182,1.02909091,-1.40545455,0.21245455,-1.65454545,,3.24184291
06/1983,-0.576175,-3.52,-3.30739763,,-0.2332,,,,,,-0.576175,,,,0.00021946,-0.576175,,,,,0.08636364,,,0.135,,,,,4.62645455,,,-29.81,-4.02064732,-10.60727273,0.68145455,-9.944,,0.18181818,,,,,,-54.57545466,0.01818182,,,-0.939508,,-1.32,0.00727273,-52.43927273,-53.53956385,,,,,-1.55909091,,,,,-4.62,,,,,,,,,,,,1.03589082,-0.25681818,,,-0.319,,,-0.03245455,0.02727273,0.00909091,0.03636364,3.62818182,0.07418182,1.85909091,0.44545455,,,,0.36363636,0.16890909,2.59363636,-1.82181818,0.20909091,-0.60727273,,2.9203562
09/1983,-0.598175,-6.82,-4.21073465,,-0.0473,,,,,-0.033,-0.598175,,,,0.00023259,-0.576175,,,,,0.25363636,,,0.07563636,,,,,1.34727273,0.09090909,,-37.95,-1.08439627,1.61727273,-2.34745455,-8.283,0.00909091,0.36363636,,,,,,-58.23995638,0.01818182,,,-0.69103088,,-2.31,,-57.60590909,-56.43581836,,,-0.022,,-1.21,,,,,-5.83,,,,,,,,,,,,1.80413802,-1.24490909,,,-0.98472727,,,0.08709091,0.02727273,,0.07272727,3.25545455,-0.84927273,1.65818182,-0.15272727,,,,0.45454545,0.27272727,0.15363636,-4.14636364,0.09090909,0.23454545,,2.25448701
12/1983,-5.23772045,-5.94,-7.68993058,,-0.1496,,,,,-0.033,-5.23772045,,,,0.00022883,-0.576175,-0.0033,,,,-0.14818182,,,0.48718182,,,,,1.65118182,,,-39.28909091,-6.40872339,-5.49909091,3.21781818,-10.89663636,,0.16272727,,,,,,-69.83349518,0.00909091,,,-0.72783214,,-2.42,0.00272727,-65.24966364,-68.56769976,13880.42584828,,-0.055,,-3.55818182,,,,,-6.38,,,,,,,,,,,,1.26579543,-1.20090909,,-4.60654545,-2.02063636,,,0.09,-0.06790909,,0.02681818,2.39,-0.96309091,6.31818182,-1.07090909,,,,0.63636364,0.20527273,-1.38636364,-1.32909091,0.02109091,-0.20545455,,3.09068727
03/1984,-5.19311602,-6.38,-7.16295888,,-1.8392,,,,,,-5.19311602,,,,,-5.17111602,,,,,0.57909091,,,0.17518182,,,,,0.53227273,,,-31.66545455,-11.61649427,1.35909091,2.498,-8.43672727,,-0.25818182,,,,,,-62.70678514,,,,-0.50294069,,-2.31,0.00181818,-53.99963636,-62.05010343,,,-0.022,,-3.3,,,,,-6.82,,,,,,,,,,,,0.65668171,-0.924,,,-0.59681818,,,-4.34063636,,,-0.00381818,-1.88272727,0.09090909,2.52454545,0.22545455,,,,0.43545455,0.32727273,3.73272727,-1.51090909,0.2,-0.04272727,,3.5660272
06/1984,-5.17111602,-3.19,-7.64351845,,-1.0219,,,,,,-5.17111602,,,,,-5.17111602,,,,,1.07181818,,,0.37136364,,0.01636364,,,-4.31845455,,,-29.38909091,-13.03381011,1.04818182,-1.99345455,-8.602,,0.07181818,,,,,,-64.73955104,,,,-0.54734572,,-4.73,0.00090909,-54.27990909,-64.10132738,,,,,-3.74,,,,,-5.61,,,,,,,,,,,,0.63822366,-0.67672727,,,-1.65754545,,,-1.67436364,0.02345455,0.00909091,-0.66954545,-2.76818182,0.04545455,-2.18818182,0.23,,,,0.21545455,-0.13145455,2.31636364,-1.16181818,0.11627273,0.29818182,,3.21239182
09/1984,-5.17111602,-3.63,-2.68525582,,-0.1848,,,,,,-5.17111602,,,,,-5.17111602,,,,,-0.01909091,,,0.17227273,,,,,5.54454545,0.09090909,,-31.57,-4.81844705,0.92363636,0.57681818,-7.403,,0.27272727,,,,,,-49.79468845,0.00909091,,,-0.6951831,,-4.62,,-46.79945455,-49.13796589,,,,,-1.1,,,,,-4.84,,,,,,,,,,,,0.65672257,-0.48527273,,,-0.22,,,-2.52372727,-0.011,0.00718182,0.04545455,4.52272727,0.01245455,1.89727273,0.28272727,,,,-0.29636364,0.30909091,0.91,-1.47272727,0.06363636,0.06727273,,2.47993571
12/1984,-5.18211602,-3.41,-1.57384642,,,,,,,0.00909091,-5.18211602,,,,,-5.17111602,,,,,-0.12909091,,,0.20054545,,0.00181818,,,7.60527273,,,-29.46545455,-2.22263813,0.92363636,0.46018182,-6.996,,0.05272727,,,,,,-41.51572646,,,,-0.72211915,,-2.42,,-42.03172727,-40.8546094,14957.85039589,,-0.011,,-0.44,,,,,-5.94,,,,,,,,,,,,0.66111705,-0.351,,,-0.06981818,,,0.04263636,,,-1.19318182,6.89181818,-0.12481818,2.86818182,1.17272727,,,,0.63636364,0.09090909,-2.46272727,-3.01272727,0.15454545,0.08636364,,3.39975599
03/1985,7.78510917,-4.29,-4.22096424,,-0.10105455,,,,,0.00909091,7.78510917,,,,,7.81505251,,-0.088,,,0.30636364,,,0.23209091,,0.08033636,,,-3.57034164,-0.11,,-20.46454545,1.67198507,1.01454545,-1.74611818,-7.425,,0.07181818,,,,,,-38.40770855,,,,-1.59045515,,-0.44,,-38.16766364,-38.2255263,,,-0.03199261,,-0.56909091,,,,,-3.74,,,,,,,,,,,,0.18218225,-1.82981818,0.09004927,,-0.13963636,,,-0.04681818,,,0.11772727,-2.21818182,-0.05690909,0.46181818,-0.48727273,,,,0.16272727,0.01818182,0.97636364,-2.26181818,0.13636364,-0.20545455,,-1.72984773
06/1985,7.80186961,-5.83,-3.70107268,,-0.0154,,,,,-0.154,7.80186961,,,,,7.81505251,,-0.06981818,,,-0.60727273,,,0.21109091,,0.11598182,,,35.82166745,0.09090909,,-22.81272727,2.36732443,0.81363636,-0.84583636,-13.618,,0.27272727,,-0.11,,,,-9.15140275,,,,-0.89749086,,-0.77,,-9.61092727,-8.97345057,,,-0.03341399,,-0.47818182,,,,,-3.52,,,,,,,,,,,,0.17795217,-1.87,0.09004927,,-0.176,,,0.04545455,-0.022,,-0.00618182,36.09363636,0.06509091,0.49,1.02909091,,,,0.25363636,0.1,0.15818182,-2.15181818,0.01581818,-0.02818182,,-1.72984773
09/1985,8.37574745,-10.67,-4.61230349,,-0.1463,,,,,,8.37574745,,,,,7.81505251,,0.50818182,,,-0.01909091,,,0.13072727,,,,,0.48950382,,,-29.57545455,4.67395452,0.72272727,-4.78127273,-17.864,,0.09090909,,-0.44,,,,-61.89214709,0.02727273,,,-0.69300349,,-1.76,0.00272727,-64.66063636,-61.71652957,,,-0.03753615,,-0.66,,,,,-6.38,,,,,,,,,,,,0.17561751,-2.299,0.09004927,,-0.374,,,-0.087,-0.022,-0.077,0.02727273,4.95909091,-0.19936364,-3.44181818,-0.13363636,,,,0.43545455,0.06363636,0.46,-2.00363636,0.14981818,0.50272727,,-1.72984773
12/1985,-1.74254033,-10.89,-17.01346559,,-0.4774,,,,,-0.011,-1.74254033,,,,,-1.26701673,,-0.572,,,-0.22,,,-0.11518182,,,,,-3.00708247,,,-33.44241501,-9.13395333,0.19636364,-4.58103495,-17.545,,0.18181818,,,,,,-86.11938751,,,,2.62593441,,-1.98,,-74.01545612,-83.91867064,16079.85221165,,-0.04005725,,-17.16,,,,,-8.0250119,,,,,,,,,,,,2.20071687,-1.353,0.13653364,,-0.638,,,0.09236364,,,0.01918182,1.37078247,-0.38063636,1.16269233,-0.90363636,,,,0.07181818,0.04545455,0.67640508,-4.12727273,-0.055,-0.14818182,,-0.76926119
03/1986,-14.8506117,-13.64,1.8499451,,-0.4774,,,,,,-14.8506117,,,,,-13.96097398,,-0.605,,,-0.88,,,-0.143,,,,,-0.55961091,-0.11,,-31.44601776,-6.01610047,-0.88,-5.26340173,-12.485,,-0.11,,-0.11,,,,-81.21208596,,,,5.0223451,,-2.2,,-72.76542038,-77.59895657,,,-0.39359592,,-0.99,,,,,-8.68163695,,,,,,,,,,,,3.61312939,-1.265,0.10895821,,-0.33,,,-1.716,-0.033,,-0.077,4.84783261,-0.396,1.69959827,-0.99,,,,,,-0.93819655,-3.63,-0.077,-0.88,,1.18256427
06/1986,-14.64465904,-20.9,-0.09920005,,-0.1936,,,,,,-14.64465904,,,,,-13.96097398,,-0.374,,,-0.11,,,-0.154,,,,,-6.4383602,,,-34.65826726,-7.07385912,-1.1,-6.84278514,-13.827,,-0.33,,-0.55,,,,-97.48962961,-0.506,,,3.46039995,,-1.21,,-88.26266114,-94.60750061,,,-0.35376277,,-0.55,,,,,-8.13313776,,,,,,,,,,,,2.882129,-1.551,0.04407772,,-0.715,,,-0.693,,,-0.044,0.84434722,-0.726,0.24121486,-0.99,,,,-0.44,,-0.75281821,-3.85,-0.044,-0.88,,0.72901965
