,QC Team Testing: Case: 975.22,QC Team Testing: Case: 985.26,QC Team Testing: Case: 995.20,QC Team Testing: Case: 995.13,QC Team Testing: Case: 1001.18
19/07/2007,,216.53820149,,,
21/07/2007,,,3.1279,10.4514,
25/07/2007,197.32736947,,,,
26/07/2007,,215.91435655,,,
28/07/2007,,,3.1702,10.3363,
01/08/2007,64.85761296,,,,
02/08/2007,,215.72864548,,,
04/08/2007,,,3.1768,10.4478,
08/08/2007,248.62333178,,,,
09/08/2007,,217.1773721,,,
11/08/2007,,,3.1984,10.3495,
15/08/2007,155.78263121,,,,
16/08/2007,,212.51836827,,,
18/08/2007,,,3.2588,10.2244,
22/08/2007,46.66615096,,,,
23/08/2007,,215.64570656,,,
25/08/2007,,,3.2404,10.326,
29/08/2007,43.11715484,,,,
30/08/2007,,216.28307415,,,
01/09/2007,,,3.2683,10.2844,
05/09/2007,49.61413715,,,,
06/09/2007,,217.70926302,,,
08/09/2007,,,3.313,10.3758,
12/09/2007,68.71035798,,,,
13/09/2007,,218.01848096,,,
15/09/2007,,,3.3895,10.4393,
19/09/2007,62.22753095,,,,
20/09/2007,,216.72661708,,,
22/09/2007,,,3.3878,10.5997,
26/09/2007,33.82465059,,,,
27/09/2007,,217.9148073,,,
29/09/2007,,,3.3565,10.6827,
03/10/2007,78.04577044,,,,
04/10/2007,,217.57583953,,,
06/10/2007,,,3.3473,10.5755,
10/10/2007,105.07647257,,,,
11/10/2007,,217.41356773,,,
13/10/2007,,,3.3381,10.7099,
17/10/2007,94.39675009,,,,
18/10/2007,,217.76245211,,,
20/10/2007,,,3.398,10.6367,
24/10/2007,72.82527072,,,,
25/10/2007,,219.07505071,,,
27/10/2007,,,3.3406,10.7566,
31/10/2007,272.33284945,,,,
01/11/2007,,220.96371422,,,
03/11/2007,,,3.3686,10.8009,
07/11/2007,84.88705064,,,,
08/11/2007,,223.22109533,,,
10/11/2007,,,3.4451,10.8064,
14/11/2007,99.4292499,,,,
15/11/2007,,219.82330403,,,
17/11/2007,,,3.4825,10.8859,
21/11/2007,71.88822014,,,,
22/11/2007,,218.72706784,,,
24/11/2007,,,3.5852,10.9807,
28/11/2007,87.44045818,,,,
29/11/2007,,218.95605139,,,
01/12/2007,,,3.5106,10.8565,
05/12/2007,125.04471812,,,,
06/12/2007,,216.10187063,,,
08/12/2007,,,3.5175,10.8843,
12/12/2007,256.10735053,,,,
13/12/2007,,215.2986252,,,
15/12/2007,,,3.5549,10.6325,
19/12/2007,118.7631616,,,,
20/12/2007,,212.15686275,,,
22/12/2007,,,3.4815,10.5789,
26/12/2007,72.14522709,,,,
27/12/2007,,210.73157539,,,
29/12/2007,,,3.6077,10.7524,
02/01/2008,18.19662278,,,,
03/01/2008,,209.44512058,,,
05/01/2008,,,3.5955,10.7021,
09/01/2008,117.61496131,,,,
10/01/2008,,207.66824431,,,
12/01/2008,,,3.7144,10.8013,
16/01/2008,119.80313292,,,,
17/01/2008,,207.76921343,,,
19/01/2008,,,3.735,10.4799,
23/01/2008,134.36435334,,,,
24/01/2008,,209.87604237,,,
26/01/2008,,,3.7655,10.6192,
30/01/2008,63.81498753,,,,
31/01/2008,,210.60175794,,,
02/02/2008,,,3.6347,10.6597,
06/02/2008,62.74287191,,,,
07/02/2008,,206.99030877,,,
09/02/2008,,,3.654,10.447,
13/02/2008,162.00476501,,,,
14/02/2008,,208.08834798,,,
16/02/2008,,,3.642,10.4827,
20/02/2008,59.6141109,,,,
21/02/2008,,207.72684246,,,
23/02/2008,,,3.656,10.5974,
27/02/2008,39.41333525,,,,
28/02/2008,,210.45841785,,,
01/03/2008,,,3.7474,10.8004,
05/03/2008,44.12291754,,,,
06/03/2008,,213.28104575,,,
08/03/2008,,,3.7129,10.8958,
12/03/2008,33.81727804,,,,
13/03/2008,,214.93711968,,,
15/03/2008,,,3.7538,11.1699,
19/03/2008,39.23064356,,,,
20/03/2008,,212.27676358,,,
22/03/2008,,,3.7165,10.968,
26/03/2008,41.44683085,,,,
27/03/2008,,211.4248366,,,
29/03/2008,,,3.7268,11.0874,
02/04/2008,56.88243521,,,,
03/04/2008,,210.67568177,,,
05/04/2008,,,3.6808,10.9875,
09/04/2008,37.52552116,,,,
10/04/2008,,208.06220419,,,
12/04/2008,,,3.6266,11.1067,
16/04/2008,52.91674279,,,,
17/04/2008,,209.8517016,,,
19/04/2008,,,3.5621,11.1286,
23/04/2008,91.2625334,,,,
24/04/2008,,209.00338066,,,
26/04/2008,,,3.6228,10.9418,
30/04/2008,98.44589973,,,,
01/05/2008,,208.8807753,,,
03/05/2008,,,3.635,10.8033,
07/05/2008,91.53767681,,,,
08/05/2008,,206.07437458,,,
10/05/2008,,,3.6811,10.7828,
14/05/2008,30.25265212,,,,
15/05/2008,,205.14672076,,,
17/05/2008,,,3.6235,10.8654,
21/05/2008,17.92737741,,,,
22/05/2008,,207.19314852,,,
24/05/2008,,,3.6691,10.9328,
28/05/2008,38.43131214,,,,
29/05/2008,,207.33739013,,,
31/05/2008,,,3.612,10.7607,
04/06/2008,30.41941911,,,,
05/06/2008,,206.12035159,,,
07/06/2008,,,3.6795,10.9273,
11/06/2008,15.68317445,,,,
12/06/2008,,205.40635565,,,
14/06/2008,,,3.6628,10.6673,
18/06/2008,53.75750792,,,,
19/06/2008,,205.97070092,,,
21/06/2008,,,3.6726,10.6691,
25/06/2008,27.81882728,,,,
26/06/2008,,208.68154158,,,
28/06/2008,,,3.6415,10.8051,
02/07/2008,149.68376638,,,,
03/07/2008,,207.57989633,,,
05/07/2008,,,3.6026,10.7507,
09/07/2008,52.93561651,,,,
10/07/2008,,209.12418301,,,
12/07/2008,,,3.5754,10.8473,
16/07/2008,15.31277775,,,,
17/07/2008,,209.43069642,,,
19/07/2008,,,3.548,10.831,
23/07/2008,138.14484741,,,,
24/07/2008,,207.71151679,,,
26/07/2008,,,3.5455,10.765,
30/07/2008,14.13066374,,,,
31/07/2008,,206.48366013,,,
02/08/2008,,,3.5076,10.665,
06/08/2008,92.90484172,,,,
07/08/2008,,203.63488844,,,
09/08/2008,,,3.5735,10.2948,
13/08/2008,39.75453667,,,,
14/08/2008,,197.43881001,,,
16/08/2008,,,3.5315,10.1031,
20/08/2008,130.95617284,,,,
21/08/2008,,193.9508677,,,
23/08/2008,,,3.5195,10.1126,
27/08/2008,97.29755199,,,,
28/08/2008,,191.51769213,,,
30/08/2008,,,3.5158,9.9797,
03/09/2008,75.48233625,,,,
04/09/2008,,184.67793554,,,
06/09/2008,,,3.5908,9.7271,
10/09/2008,66.47721384,,,,
11/09/2008,,186.51972053,,,
13/09/2008,,,3.6195,9.6864,
17/09/2008,54.20561126,,,,
18/09/2008,,191.60513861,,,
20/09/2008,,,3.6282,9.952,
24/09/2008,67.79232857,,,,
25/09/2008,,192.27315754,,,
27/09/2008,,,3.701,9.8269,
01/10/2008,129.49021583,,,,
02/10/2008,,183.75298625,,,
04/10/2008,,,3.943,9.3297,
08/10/2008,138.1517776,,,,
09/10/2008,,180.88888889,,,
11/10/2008,,,3.7827,9.3097,
15/10/2008,104.09400711,,,,
16/10/2008,,180.31823304,,,
18/10/2008,,,3.6545,9.1685,
22/10/2008,85.70525578,,,,
23/10/2008,,168.32274059,,,
25/10/2008,,,3.697,8.538,
29/10/2008,105.27125523,,,,
30/10/2008,,171.59612351,,,
01/11/2008,,,3.687,8.7678,
05/11/2008,58.67263679,,,,
06/11/2008,,163.8386297,,,
08/11/2008,,,3.7415,8.8002,
12/11/2008,77.564933,,,,
13/11/2008,,160.9619112,,,
15/11/2008,,,3.797,8.6429,
19/11/2008,68.99420099,,,,
20/11/2008,,156.56434528,,,
22/11/2008,,,3.803,8.7219,
26/11/2008,82.4917105,,,,
27/11/2008,,164.02614379,,,
29/11/2008,,,3.82,8.6804,
03/12/2008,37.60145838,,,,
04/12/2008,,166.46923597,,,
06/12/2008,,,3.8795,8.8436,
10/12/2008,38.83621236,,,,
11/12/2008,,169.65697543,,,
13/12/2008,,,3.94,9.2544,
17/12/2008,62.07241259,,,,
18/12/2008,,172.63376155,,,
20/12/2008,,,3.9305,9.5708,
24/12/2008,51.87632912,,,,
25/12/2008,,168.05228758,,,
27/12/2008,,,4.0649,9.7788,
31/12/2008,37.58361682,,,,
01/01/2009,,170.54496281,,,
03/01/2009,,,4.049,9.2781,
07/01/2009,92.03591346,,,,
08/01/2009,,179.30493577,,,
10/01/2009,,,4.277,9.1575,
14/01/2009,72.69802058,,,,
15/01/2009,,182.19788145,,,
17/01/2009,,,4.305,9.0111,
21/01/2009,16.3015836,,,,
22/01/2009,,170.80099166,,,
24/01/2009,,,4.2517,8.8826,
28/01/2009,31.10668783,,,,
29/01/2009,,179.47532116,,,
31/01/2009,,,4.311,8.7389,
04/02/2009,39.98382285,,,,
05/02/2009,,191.67545639,,,
07/02/2009,,,4.2444,8.8894,
11/02/2009,18.12864791,,,,
12/02/2009,,187.66644129,,,
14/02/2009,,,4.3162,8.7236,
18/02/2009,27.87205706,,,,
19/02/2009,,193.21523552,,,
21/02/2009,,,4.2822,8.7487,
25/02/2009,41.89095301,,,,
26/02/2009,,196.57426189,,,
28/02/2009,,,4.3028,8.623,
04/03/2009,73.1593945,,,,
05/03/2009,,200.97633536,,,
07/03/2009,,,4.2958,8.5945,
11/03/2009,47.84487359,,,,
12/03/2009,,200.76267748,,,
14/03/2009,,,4.286,8.9183,
18/03/2009,88.93413597,,,,
19/03/2009,,208.1352265,,,
21/03/2009,,,4.294,9.2623,
25/03/2009,34.54774989,,,,
26/03/2009,,207.72774397,,,
28/03/2009,,,4.2238,9.0893,
01/04/2009,32.07145918,,,,
02/04/2009,,193.25490196,,,
04/04/2009,,,4.1538,9.2242,
08/04/2009,101.66445835,,,,
09/04/2009,,190.56659905,,,
11/04/2009,,,4.1545,9.0702,
15/04/2009,57.73809288,,,,
16/04/2009,,191.93959883,,,
18/04/2009,,,4.2353,8.8604,
22/04/2009,48.49586939,,,,
23/04/2009,,187.71061528,,,
25/04/2009,,,4.2233,8.961,
29/04/2009,36.31303227,,,,
30/04/2009,,192.80324544,,,
02/05/2009,,,4.1916,9.0221,
06/05/2009,91.15327227,,,,
07/05/2009,,194.90827135,,,
09/05/2009,,,4.1599,9.2615,
13/05/2009,51.99340515,,,,
14/05/2009,,198.29254,,,
16/05/2009,,,4.1735,9.2124,
20/05/2009,83.72174605,,,,
21/05/2009,,204.21906694,,,
23/05/2009,,,4.171,9.5601,
27/05/2009,50.79064802,,,,
28/05/2009,,210.95244535,,,
30/05/2009,,,4.1831,9.7073,
03/06/2009,29.44919207,,,,
04/06/2009,,213.45052964,,,
06/06/2009,,,4.222,9.4803,
10/06/2009,19.06923731,,,,
11/06/2009,,212.50755015,,,
13/06/2009,,,4.22,9.4684,
17/06/2009,14.52332553,,,,
18/06/2009,,211.73135001,,,
20/06/2009,,,4.2203,9.4728,
24/06/2009,18.04976167,,,,
25/06/2009,,215.91345504,,,
27/06/2009,,,4.2135,9.607,
01/07/2009,17.01214957,,,,
02/07/2009,,213.13139509,,,
04/07/2009,,,4.2083,9.4979,
08/07/2009,8.67070373,,,,
09/07/2009,,212.00540906,,,
11/07/2009,,,4.2238,9.5487,
15/07/2009,21.63915934,,,,
16/07/2009,,215.39057922,,,
18/07/2009,,,4.239,9.7118,
22/07/2009,33.79103178,,,,
23/07/2009,,216.8176696,,,
25/07/2009,,,4.2075,9.7472,
29/07/2009,53.82017456,,,,
30/07/2009,,221.93193599,,,
01/08/2009,,,4.203,9.7701,
05/08/2009,80.78290182,,,,
06/08/2009,,222.10232139,,,
08/08/2009,,,4.2095,9.7062,
12/08/2009,82.0506848,,,,
13/08/2009,,216.09826459,,,
15/08/2009,,,4.2245,9.6203,
19/08/2009,68.41943732,,,,
20/08/2009,,215.85215236,,,
22/08/2009,,,4.222,9.7845,
26/08/2009,206.99955983,,,,
27/08/2009,,211.30223124,,,
29/08/2009,,,4.2238,9.7486,
02/09/2009,228.56750038,,,,
03/09/2009,,209.50822628,,,
05/09/2009,,,4.2463,9.786,
09/09/2009,124.33208784,,,,
10/09/2009,,212.84922245,,,
12/09/2009,,,4.2768,9.9436,
16/09/2009,160.84683296,,,,
17/09/2009,,211.73495605,,,
19/09/2009,,,4.2678,10.0098,
23/09/2009,104.8718107,,,,
24/09/2009,,209.78228533,,,
26/09/2009,,,4.2015,10.0023,
30/09/2009,127.03707492,,,,
01/10/2009,,209.07099391,,,
03/10/2009,,,4.264,9.9773,
07/10/2009,68.99715001,,,,
08/10/2009,,210.36556232,,,
10/10/2009,,,4.286,10.0748,
14/10/2009,126.25248859,,,,
15/10/2009,,212.62654947,,,
17/10/2009,,,4.2937,10.1841,
21/10/2009,128.50140997,,,,
22/10/2009,,215.96123507,,,
24/10/2009,,,4.288,10.2547,
28/10/2009,70.4508686,,,,
29/10/2009,,212.19292315,,,
31/10/2009,,,4.306,10.0862,
04/11/2009,49.61295754,,,,
05/11/2009,,215.4338517,,,
07/11/2009,,,4.2975,10.2292,
11/11/2009,78.31855464,,,,
12/11/2009,,217.98332206,,,
14/11/2009,,,4.299,10.2166,
18/11/2009,70.9246284,,,,
19/11/2009,,217.38922696,,,
21/11/2009,,,4.2823,10.2233,
25/11/2009,33.20860066,,,,
26/11/2009,,217.44151454,,,
28/11/2009,,,4.2706,10.2564,
02/12/2009,56.75621722,,,,
03/12/2009,,218.98760424,,,
05/12/2009,,,4.2258,10.0982,
09/12/2009,36.52418198,,,,
10/12/2009,,214.33400947,,,
12/12/2009,,,4.2496,10.0013,
16/12/2009,74.68079306,,,,
17/12/2009,,211.52219968,,,
19/12/2009,,,4.214,9.8105,
23/12/2009,46.40059186,,,,
24/12/2009,,208.58688303,,,
26/12/2009,,,4.202,9.8386,
30/12/2009,34.86565406,,,,
31/12/2009,,211.00743746,,,
02/01/2010,,,4.2253,9.8238,
06/01/2010,75.45151901,,,,
07/01/2010,,213.42709038,,,
09/01/2010,,,4.1281,9.9174,
13/01/2010,223.9002365,,,,
14/01/2010,,214.38810007,,,
16/01/2010,,,4.1053,9.8097,
20/01/2010,213.6111115,,,,
21/01/2010,,212.32634663,,,
23/01/2010,,,4.1185,9.6607,
27/01/2010,292.82380851,,,,
28/01/2010,,213.29907595,,,
30/01/2010,,,4.0863,9.499,
03/02/2010,120.6116063,,,,
04/02/2010,,210.18796484,,,
06/02/2010,,,4.137,9.3355,
10/02/2010,29.92678559,,,,
11/02/2010,,204.2605364,,,
13/02/2010,,,4.115,9.2977,
17/02/2010,62.34195287,,,,
18/02/2010,,204.81135903,,,
20/02/2010,,,4.127,9.3017,
24/02/2010,23.25758061,,,,
25/02/2010,,201.1863872,,,
27/02/2010,,,4.111,9.2326,
03/03/2010,59.52711486,,,,
04/03/2010,,194.88032454,,,
06/03/2010,,,4.09,9.3269,
10/03/2010,20.56247275,,,,
11/03/2010,,193.98963263,,,
13/03/2010,,,4.088,9.355,
17/03/2010,68.58885842,,,,
18/03/2010,,194.741492,,,
20/03/2010,,,4.0915,9.1961,
24/03/2010,30.68394605,,,,
25/03/2010,,186.03741267,,,
27/03/2010,,,4.0682,9.1958,
31/03/2010,29.64028846,,,,
01/04/2010,,187.75028172,,,
03/04/2010,,,4.094,9.1438,
07/04/2010,70.40456901,,,,
08/04/2010,,192.79332883,,,
10/04/2010,,,4.128,9.2727,
14/04/2010,74.82765418,,,,
15/04/2010,,195.91345504,,,
17/04/2010,,,4.1578,9.1698,
21/04/2010,36.78163128,,,,
22/04/2010,,194.28442641,,,
24/04/2010,,,4.1178,9.0937,
28/04/2010,50.47230149,,,,
29/04/2010,,190.91638494,,,
01/05/2010,,,4.127,9.0352,
05/05/2010,112.92852881,,,,
06/05/2010,,190.21050259,,,
08/05/2010,,,4.1683,8.8533,
12/05/2010,70.93126369,,,,
13/05/2010,,186.90736984,,,
15/05/2010,,,4.1926,8.4315,
19/05/2010,52.339325,,,,
20/05/2010,,181.23777327,,,
22/05/2010,,,4.182,8.44,
26/05/2010,56.64430198,,,,
27/05/2010,,181.13860717,,,
29/05/2010,,,4.1855,8.4031,
02/06/2010,30.80161189,,,,
03/06/2010,,183.27879198,,,
05/06/2010,,,4.2359,8.1706,
09/06/2010,27.64041167,,,,
10/06/2010,,183.60063106,,,
12/06/2010,,,4.2275,8.3689,
16/06/2010,34.04921834,,,,
17/06/2010,,185.12057697,,,
19/06/2010,,,4.2315,8.4229,
23/06/2010,54.32136023,,,,
24/06/2010,,185.80031553,,,
26/06/2010,,,4.3405,8.3864,
30/06/2010,64.67315187,,,,
01/07/2010,,187.27248141,,,
03/07/2010,,,4.2527,8.4908,
07/07/2010,60.94308601,,,,
08/07/2010,,187.40951093,,,
10/07/2010,,,4.246,8.5126,
14/07/2010,32.06334938,,,,
15/07/2010,,190.30516114,,,
17/07/2010,,,4.273,8.7823,
21/07/2010,38.18698597,,,,
22/07/2010,,189.96529186,,,
24/07/2010,,,4.2563,8.7666,
28/07/2010,40.20573648,,,,
29/07/2010,,194.01126888,,,
31/07/2010,,,4.2448,8.8559,
04/08/2010,38.42231764,,,,
05/08/2010,,193.64615731,,,
07/08/2010,,,4.2328,8.9684,
11/08/2010,50.84269819,,,,
12/08/2010,,189.99053414,,,
14/08/2010,,,4.2313,8.7281,
18/08/2010,36.54983844,,,,
19/08/2010,,184.12891593,,,
21/08/2010,,,4.2238,8.6391,
25/08/2010,47.88498024,,,,
26/08/2010,,182.70993915,,,
28/08/2010,,,4.2344,8.6398,
01/09/2010,56.80399132,,,,
02/09/2010,,184.74194275,,,
04/09/2010,,,4.2868,8.7381,
08/09/2010,33.46604996,,,,
09/09/2010,,184.85823755,,,
11/09/2010,,,4.2608,8.6558,
15/09/2010,47.71231522,,,,
16/09/2010,,189.27924273,,,
18/09/2010,,,4.264,8.7783,
22/09/2010,32.00215725,,,,
23/09/2010,,189.43971152,,,
25/09/2010,,,4.243,9.0192,
29/09/2010,45.18338454,,,,
30/09/2010,,189.20261438,,,
02/10/2010,,,4.2759,9.1703,
06/10/2010,51.93634164,,,,
07/10/2010,,188.9799414,,,
09/10/2010,,,4.2668,9.2922,
13/10/2010,90.38579025,,,,
14/10/2010,,189.82826234,,,
16/10/2010,,,4.2815,9.2326,
20/10/2010,118.00511644,,,,
21/10/2010,,184.06220419,,,
23/10/2010,,,4.268,9.342,
27/10/2010,48.14950719,,,,
28/10/2010,,185.79039892,,,
30/10/2010,,,4.2825,9.3325,
03/11/2010,67.04711163,,,,
04/11/2010,,187.66373676,,,
06/11/2010,,,4.2875,9.2939,
10/11/2010,81.2470773,,,,
11/11/2010,,186.65584855,,,
13/11/2010,,,4.294,9.053,
17/11/2010,48.54261133,,,,
18/11/2010,,183.53211629,,,
20/11/2010,,,4.2973,9.0638,
24/11/2010,49.55456698,,,,
25/11/2010,,179.11652017,,,
27/11/2010,,,4.2943,8.756,
01/12/2010,37.18608915,,,,
02/12/2010,,174.22312373,,,
04/12/2010,,,4.306,8.8291,
08/12/2010,43.01556116,,,,
09/12/2010,,173.5280595,,,
11/12/2010,,,4.2925,8.8451,
15/12/2010,32.1705462,,,,
16/12/2010,,174.21591165,,,
18/12/2010,,,4.2915,8.775,
22/12/2010,32.77804398,,,,
23/12/2010,,174.09601082,,,
25/12/2010,,,4.2884,8.7102,
29/12/2010,27.93280684,,,,
30/12/2010,,176.83930584,,,
01/01/2011,,,4.2725,8.7959,
05/01/2011,133.61987366,,,,
06/01/2011,,179.43745774,,,
08/01/2011,,,4.2638,8.5646,
12/01/2011,58.02075629,,,,
13/01/2011,,178.7685373,,,
15/01/2011,,,4.2588,8.7759,
19/01/2011,83.72823389,,,,
20/01/2011,,180.18751409,,,
22/01/2011,,,4.2665,8.9315,
26/01/2011,36.60115136,,,,
27/01/2011,,181.88415596,,,
29/01/2011,,,4.2574,9.0431,
02/02/2011,50.27162079,,,,
03/02/2011,,182.54496281,,,
05/02/2011,,,4.259,8.9247,
09/02/2011,31.46617317,,,,
10/02/2011,,182.83434753,,,
12/02/2011,,,4.249,8.8662,
16/02/2011,31.81386243,,,,
17/02/2011,,183.07865675,,,
19/02/2011,,,4.2328,8.976,
23/02/2011,38.93411977,,,,
24/02/2011,,184.27405905,,,
26/02/2011,,,4.2057,9.0912,
02/03/2011,22.79591179,,,,
03/03/2011,,184.0991661,,,
05/03/2011,,,4.2005,9.1975,
09/03/2011,36.40297733,,,,
10/03/2011,,180.87716926,,,
12/03/2011,,,4.1838,9.1603,
16/03/2011,47.44056318,,,,
17/03/2011,,179.06874014,,,
19/03/2011,,,4.161,9.3184,
23/03/2011,27.84463119,,,,
24/03/2011,,177.23957629,,,
26/03/2011,,,4.111,9.2089,
30/03/2011,17.1622546,,,,
31/03/2011,,177.1322966,,,
02/04/2011,,,4.1308,9.3094,
06/04/2011,20.6590531,,,,
07/04/2011,,178.60085643,,,
09/04/2011,,,4.11,9.4374,
13/04/2011,38.90109076,,,,
14/04/2011,,180.85282849,,,
16/04/2011,,,4.09,9.3199,
20/04/2011,26.86983318,,,,
21/04/2011,,185.59837728,,,
23/04/2011,,,4.0725,9.5418,
27/04/2011,20.64548761,,,,
28/04/2011,,190.25828262,,,
30/04/2011,,,4.0935,9.6218,
04/05/2011,24.28693546,,,,
05/05/2011,,188.7816092,,,
07/05/2011,,,4.0998,9.3496,
11/05/2011,18.9226711,,,,
12/05/2011,,179.51228307,,,
14/05/2011,,,4.106,9.2053,
18/05/2011,28.70427004,,,,
19/05/2011,,179.11832319,,,
21/05/2011,,,4.1205,9.1186,
25/05/2011,39.3816333,,,,
26/05/2011,,185.42979491,,,
28/05/2011,,,4.1235,9.2528,
01/06/2011,37.5968874,,,,
02/06/2011,,185.57583953,,,
04/06/2011,,,4.1375,9.4499,
08/06/2011,53.70295108,,,,
09/06/2011,,185.81293667,,,
11/06/2011,,,4.1868,9.3056,
15/06/2011,13.50635656,,,,
16/06/2011,,184.74554879,,,
18/06/2011,,,4.271,9.2216,
22/06/2011,28.17610085,,,,
23/06/2011,,183.04079333,,,
25/06/2011,,,4.222,9.2038,
29/06/2011,41.30173915,,,,
30/06/2011,,181.81113365,,,
02/07/2011,,,4.2237,9.3714,
06/07/2011,49.31982512,,,,
07/07/2011,,179.55645707,,,
09/07/2011,,,4.2298,9.0903,
13/07/2011,30.21033371,,,,
14/07/2011,,180.35429344,,,
16/07/2011,,,4.2688,9.0853,
20/07/2011,59.48096272,,,,
21/07/2011,,186.04282173,,,
23/07/2011,,,4.2485,9.2679,
27/07/2011,15.34860832,,,,
28/07/2011,,185.95537525,,,
30/07/2011,,,4.2215,9.2746,
03/08/2011,57.9336128,,,,
04/08/2011,,183.01825558,,,
06/08/2011,,,4.243,9.1552,
10/08/2011,70.39896588,,,,
11/08/2011,,183.19224701,,,
13/08/2011,,,4.262,9.144,
17/08/2011,68.08487119,,,,
18/08/2011,,185.16114492,,,
20/08/2011,,,4.2635,9.2232,
24/08/2011,32.03754547,,,,
25/08/2011,,183.9549245,,,
27/08/2011,,,4.2384,9.2442,
31/08/2011,18.84511192,,,,
01/09/2011,,183.2183908,,,
03/09/2011,,,4.2473,9.0202,
07/09/2011,23.22145514,,,,
08/09/2011,,180.16227181,,,
10/09/2011,,,4.2823,8.7443,
14/09/2011,40.03144949,,,,
15/09/2011,,179.09127789,,,
17/09/2011,,,4.2875,8.7125,
21/09/2011,39.39239722,,,,
22/09/2011,,179.28239802,,,
24/09/2011,,,4.2963,8.6418,
28/09/2011,20.31917873,,,,
29/09/2011,,180.95019157,,,
01/10/2011,,,4.3001,8.4973,
05/10/2011,51.93309772,,,,
06/10/2011,,181.30178048,,,
08/10/2011,,,4.3123,8.6297,
12/10/2011,57.40544361,,,,
13/10/2011,,183.68717602,,,
15/10/2011,,,4.332,8.7746,
19/10/2011,34.63046985,,,,
20/10/2011,,187.73135001,,,
22/10/2011,,,4.324,8.8343,
26/10/2011,26.98337039,,,,
27/10/2011,,188.16858238,,,
29/10/2011,,,4.3348,8.9,
02/11/2011,38.59571991,,,,
03/11/2011,,192.49312599,,,
05/11/2011,,,4.3523,8.7275,
09/11/2011,41.45906927,,,,
10/11/2011,,193.22965968,,,
12/11/2011,,,4.3505,8.6813,
16/11/2011,26.41052357,,,,
17/11/2011,,188.29930133,,,
19/11/2011,,,4.3628,8.5613,
23/11/2011,30.35026463,,,,
24/11/2011,,187.87108407,,,
26/11/2011,,,4.366,8.5215,
30/11/2011,13.11045085,,,,
01/12/2011,,192.32183908,,,
03/12/2011,,,4.3542,8.531,
07/12/2011,18.41927367,,,,
08/12/2011,,194.17985125,,,
10/12/2011,,,4.3491,8.4284,
14/12/2011,17.96482994,,,,
15/12/2011,,194.98760424,,,
17/12/2011,,,4.3075,8.2558,
21/12/2011,20.64946879,,,,
22/12/2011,,197.01149425,,,
24/12/2011,,,4.29,8.2631,
28/12/2011,31.23408543,,,,
29/12/2011,,199.17872436,,,
31/12/2011,,,4.3325,8.1529,
04/01/2012,18.23864629,,,,
05/01/2012,,199.65201713,,,
07/01/2012,,,4.3563,8.0371,
11/01/2012,40.48707283,,,,
12/01/2012,,194.20329051,,,
14/01/2012,,,4.314,8.0024,
18/01/2012,29.15871377,,,,
19/01/2012,,193.573135,,,
21/01/2012,,,4.3423,8.2179,
25/01/2012,39.37086939,,,,
26/01/2012,,193.8066261,,,
28/01/2012,,,4.338,8.2837,
01/02/2012,45.26566215,,,,
02/02/2012,,194.54225828,,,
04/02/2012,,,4.342,8.2329,
08/02/2012,28.49135092,,,,
09/02/2012,,191.59251747,,,
11/02/2012,,,4.3458,8.3386,
15/02/2012,25.39075303,,,,
16/02/2012,,189.69664188,,,
18/02/2012,,,4.3525,8.3511,
22/02/2012,23.10791793,,,,
23/02/2012,,192.43542934,,,
25/02/2012,,,4.351,8.4366,
29/02/2012,34.20330454,,,,
01/03/2012,,192.55893622,,,
03/03/2012,,,4.3503,8.3392,
07/03/2012,33.36932216,,,,
08/03/2012,,190.61077304,,,
10/03/2012,,,4.3553,8.3013,
14/03/2012,29.1393977,,,,
15/03/2012,,190.52152355,,,
17/03/2012,,,4.3788,8.3092,
21/03/2012,18.10446596,,,,
22/03/2012,,191.39418526,,,
24/03/2012,,,4.364,8.3699,
28/03/2012,37.11604996,,,,
29/03/2012,,190.21230561,,,
31/03/2012,,,4.3823,8.3836,
04/04/2012,22.20581322,,,,
05/04/2012,,187.29051161,,,
07/04/2012,,,4.3707,8.276,
11/04/2012,36.21895858,,,,
12/04/2012,,188.75185936,,,
14/04/2012,,,4.373,8.225,
18/04/2012,29.766359,,,,
19/04/2012,,192.29389227,,,
21/04/2012,,,4.3855,8.2786,
25/04/2012,61.83074054,,,,
26/04/2012,,193.3396439,,,
28/04/2012,,,4.4095,8.2976,
02/05/2012,28.80129274,,,,
03/05/2012,,192.10277214,,,
05/05/2012,,,4.406,8.1984,
09/05/2012,21.29736812,,,,
10/05/2012,,191.22289835,,,
12/05/2012,,,4.4406,8.1325,
16/05/2012,14.03983398,,,,4946.49
17/05/2012,,189.19990985,,,
19/05/2012,,,4.444,8.0604,
23/05/2012,16.71179205,,,,5730.16
24/05/2012,,186.76042371,,,
26/05/2012,,,4.468,7.956,
30/05/2012,25.26261818,,,,5942.43
31/05/2012,,183.64119901,,,
02/06/2012,,,4.473,7.9149,
06/06/2012,33.02045329,,,,5909.46
07/06/2012,,185.30989407,,,
09/06/2012,,,4.4618,7.9604,
13/06/2012,13.8745415,,,,4729.22
14/06/2012,,189.03313049,,,
16/06/2012,,,4.467,8.0232,
20/06/2012,5.70561324,,,,5921.82
21/06/2012,,188.97633536,,,
23/06/2012,,,4.4678,7.9465,
27/06/2012,17.06567425,,,,5880.65
28/06/2012,,189.40274961,,,
30/06/2012,,,4.4503,7.9948,
04/07/2012,8.59977984,,,,5851.85
