,AO: Imports: cif: Advanced Economies: Slovenia,AO: Imports: cif: Advanced Economies: Iceland,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Brunei Darussalam,AO: Imports: cif: Advanced Economies: Lithuania,AO: Imports: cif: Advanced Economies: Slovak Republic,AO: Imports: cif: Advanced Economies: Hong Kong SAR,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Bangladesh,AO: Imports: cif: Advanced Economies: Israel,AO: Imports: cif: Advanced Economies: Cyprus,AO: Imports: cif: Advanced Economies: Australia,AO: Imports: cif: Advanced Economies: Spain,AO: Imports: cif: Advanced Economies: Portugal,AO: Imports: cif: Advanced Economies: Malta,AO: Imports: cif: Advanced Economies: Ireland,AO: Imports: cif: Advanced Economies: Greece,AO: Imports: cif: Advanced Economies: Finland,AO: Imports: cif: Advanced Economies: Sweden,AO: Imports: cif: Advanced Economies: Norway,AO: Imports: cif: Advanced Economies: Netherlands,AO: Imports: cif: Advanced Economies: Luxembourg,AO: Imports: cif: Advanced Economies: Italy,AO: Imports: cif: Advanced Economies: Germany,AO: Imports: cif: Advanced Economies: France,AO: Imports: cif: Advanced Economies: Denmark,AO: Imports: cif: Advanced Economies: Belgium,AO: Imports: cif: Advanced Economies: Austria,AO: Imports: cif: Advanced Economies: United Kingdom,AO: Imports: cif: Advanced Economies: United States,AO: Imports: cif: Advanced Economies: Taiwan,AO: Imports: cif: Euro Area,AO: Imports: cif: Advanced Economies: Vatican,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Fiji,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: French Polynesia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Bhutan,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Guam,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Montserrat,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: American Samoa,AO: Imports: cif: Advanced Economies: San Marino,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Falkland Islands,AO: Imports: cif: European Union,AO: Imports: cif: Advanced Economies: Latvia,AO: Imports: cif: Advanced Economies: Estonia,AO: Imports: cif: Advanced Economies: Czech Republic,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: China,AO: Imports: cif: Other Countries Not Elsewhere Classified,AO: Imports: cif: Countries or Area Not Specified,AO: Imports: cif: Advanced Economies: Singapore,AO: Imports: cif: Advanced Economies: South Korea,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Indonesia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: India,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Cambodia,AO: Imports: cif: Advanced Economies: New Zealand,AO: Imports: cif: Advanced Economies: Japan,AO: Imports: cif: Advanced Economies: Canada,AO: Imports: cif: Advanced Economies: Switzerland,AO: Imports: cif,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia,AO: Imports: cif: Emerging and Developing Economies,AO: Imports: cif: Advanced Economies,AO: Imports: cif: Emerging and Developing Economies: Export Earnings: Non-Fuel,AO: Imports: cif: Emerging and Developing Economies: Export Earnings: Fuel,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Honduras,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Curacao,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Guyana,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Panama,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Nicaragua,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Mexico,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Guatemala,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Ecuador,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Costa Rica,AO: Imports: cif: Other Countries Not Elsewhere Classified: North Korea,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Haiti,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Dominica,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: St. Kitts and Nevis,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: St. Vincent & The Grenadines,AO: Imports: cif: Other Countries Not Elsewhere Classified: Cuba,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Western Hemisphere Not Specified,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Trinidad and Tobago,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Suriname,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Jamaica,"AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Venezuela, Republic Bolivariana de",AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Uruguay,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Peru,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Paraguay,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: El Salvador,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Dominican Republic,AO: (DC)Imports: cif: Special Categories,AO: (DC)Imports: cif: Other Countries Not Elsewhere Classified: (Old)Eastern Germany,AO: (DC)Imports: cif: Oil Exporting Countries,AO: (DC)Imports: cif: Developing Countries: (Old)Western Hemisphere,AO: (DC)Imports: cif: Industrial Countries,AO: (DC)Imports: cif: Non-Oil Developing Countries,AO: (DC)Imports: cif: Advanced Economies: (Old)Belgium-Luxembourg,AO: (DC)Imports: cif: Developing Countries,AO: (DC)Imports: cif: Euro Area,AO: (DC)Imports: cif: APEC,AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: St. Lucia,AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: Netherlands Antilles,AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: Greenland,AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: Grenada
03/1999,,,,0.02042812,5.69719946,2.34846714,,,,0.17845611,34.31098,69.71899,,0.93379,0.08228,0.03542,1.58144349,1.03657975,19.50432,0.42053,16.38758,8.5646,27.26713,2.48666531,18.34585317,0.00814,49.11053196,65.67,0.8206,201.30240723,,,,,,,,,,255.3853442,,0.00516648,0.06548204,2.2308,,,3.0546695,70.31788871,2.65725121,1.79836661,0.00275,0.00338525,6.33954154,1.09977992,0.90084325,521.56112539,10.1122152,115.24438418,406.31674121,516.95044834,4.61067705,,,,0.00221513,,,,0.00009843,,,,,,,,,,,,,,,,,,,,3.17885,5.32167,323.987,194.395,,197.574,201.302,159.449,,,,
04/1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00195536,,,,0.00009669,,,,,,,,,,,,,0.0612304,,,,,,,,3.79055,,,,,,,,,,
05/1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00168402,,,,0.00009405,,,,,,,,,,,,,0.0549626,,,,,,,,5.4572,,,,,,,,,,
06/1999,,,,0.02203804,5.9805365,3.03154696,,,,0.62129457,16.88709,72.07904,,1.01222,0.4906,0.34298,1.31100463,0.94400892,23.17975,0.1067,15.53794,5.467,24.77772,2.39785326,23.76258526,0.2618,22.94469042,67.1,0.2882,189.91326501,,,,,,,,,,217.49531562,,0.00526521,0.24813196,2.7673622,,,3.53964517,83.07337801,3.01186835,1.62912037,0.00275,0.00087454,1.74440733,1.31169441,0.60196617,508.2990371,12.67944958,129.21853537,379.08050173,493.61325911,14.68577799,,,,0.00180583,,,,0.00008519,,,,,,,,,,,,,,,,,,,,3.52391,3.22822,282.883,221.892,,225.416,189.913,183.108,,,,
07/1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00197717,,,,0.0000783,,,,,,,,,,,,,0.015675,,,,,,,,9.63476,,,,,,,,,,
08/1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00188281,,,,0.00008094,,,,,,,,,,,,,0.0423225,,,,,,,,4.03895,,,,,,,,,,
09/1999,,,,0.02219545,6.08553746,5.35732637,,,,0.25120286,33.54967,78.15687,,0.93808,0.08118,0.00242,0.7121245,2.77232737,23.75615,0.00264,13.77453,7.2204,72.42653,2.4307666,21.637,0.19063,30.60857333,77,0.4796,257.84918442,,,,,,,,,,292.36599223,,0.00535151,,8.9067,,,5.57629435,81.55099363,3.50128523,1.86573357,0.00275,0.00437478,3.73108725,0.82949262,4.35131541,616.44931719,19.13499363,142.9446537,473.50466349,611.61649316,4.83282403,,,,0.00207564,,,,0.00008356,,,,,,,,,,,,,0.0384318,,,,,,,4.02066,6.03822,374.427,238.001,,242.022,257.849,193.521,,,,
10/1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00238126,,,,0.00008517,,,,,,,,,,,,,0.14663,,,,,,,,7.43652,,,,,,,,,,
11/1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00189512,,,,0.00008014,,,,,,,,,,,,,0.0457204,,,,,,,,9.84855,,,,,,,,,,
12/1999,0.0315711,,,0.02223839,6.97173358,3.35146606,0.06686275,,0.01182372,0.27948271,9.51225,103.06879,,0.88704,0.36971,1.49369,1.07540391,2.71527465,17.58911,0.05302,15.60196,11.5027,42.58507,2.68151483,20.185,0.19855,15.16361168,68.64,0.4158,230.09047359,,,,,,,,,,249.8547788,,0.00621681,0.0631527,4.1109378,,,3.5467906,99.01773964,3.55034062,1.91177945,0.00275,0.20159433,2.39510671,1.32406405,2.06587517,592.56407973,16.98089959,159.53672912,433.02735061,581.36130744,11.20277229,,,,0.00228431,,,,0.0000817,,,,,,,,,,,,,,,,,,,,4.07132,8.65704,319.632,269.298,,273.369,230.09,202.018,,,,
01/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000146,,,0.000146,,,,,,,,,,,,,,,,,,,,,,,0.000982,,,,,0.027307,,,,8.544032,0.000519,0.000147,0.000128,0.048942,0.000592,0.004143,,0.000302,0.000262,0.00132,,0.257248,0.128759,,0.000303,,,,4.80187,,,,,,,0.000252,0.000596,0.000146,0.000146
02/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000179,,,0.000179,,,,,,,,,,,,,,,,,,,,,,,0.001202,,,,,,,,,10.455716,0.000636,0.00018,0.000157,0.059893,0.000725,0.00507,,0.00037,0.000321,0.001616,,0.260679,0.157569,,0.000371,,,,6.4302,,,,,,,0.000308,0.000729,0.000179,0.000179
03/2000,0.212436,3.048582,,,1.027242,2.776008,0.097077,9.174621,0.169695,0.222926,9.664099,55.953273,1.003296,0.610981,0.25922,0.207367,9.62099,0.518124,8.484152,0.314979,6.799028,1.627351,20.611367,4.317557,33.831465,0.053876,14.827031,41.119797,0.23214,142.009978,0.001795,0.001786,0.000476,0.004002,0.000512,0.000178,0.005621,0.000867,0.000178,171.386567,1.179732,0.000419,0.055691,3.634831,29.408952,26.804381,3.651014,3.690482,1.030876,4.105725,0.001359,0.257385,45.54496,0.668509,19.384121,479.66475,19.287509,122.328839,301.122578,468.758826,10.905924,0.001196,,,,,0.003413,,,,10.407166,0.000633,0.000179,0.000156,0.059615,0.000721,0.005047,,0.000368,0.00032,0.001608,,0.260592,0.156837,,0.000369,,,6.43193,9.82948,312.562,134.448,,140.88,215.12,101.22,0.000307,0.000726,0.000178,0.000178
04/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00016,,,0.00016,,,,,,,,,,,,,,,,,,,,,,,0.001077,,,,,0.001707,,,,9.36877,0.00057,0.000161,0.00014,0.053667,0.000649,0.004543,,0.000331,0.000288,0.001448,,0.258728,0.141188,,0.000332,,,,7.79703,,,,,,,0.000276,0.000653,0.000161,0.000161
05/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000164,,,0.000164,,,,,,,,,,,,,,,,,,,,,,,0.001102,,,,,,,,,9.591692,0.000583,0.000165,0.000144,0.054944,0.000665,0.004651,,0.000339,0.000295,0.001482,0.029084,0.259128,0.144548,,0.00034,,,,11.1035,,,,,,,0.000283,0.000669,0.000164,0.000164
06/2000,0.267719,3.048582,,,2.105897,4.262741,0.097077,9.174621,0.169695,0.457764,7.014424,56.212103,1.003296,0.72186,0.235593,0.160742,3.462068,7.921849,6.604171,0.329244,9.870148,2.470887,12.197746,4.222848,30.209587,0.052392,10.12012,34.82357,0.44096,130.805236,0.001934,0.001924,0.000513,0.00431,0.000551,0.000217,0.006054,0.000934,0.000217,149.678945,1.179732,,0.655946,7.595158,31.674579,28.869355,4.524456,3.974791,1.110294,4.422025,0.001463,0.468139,44.147403,0.488572,19.743942,481.363219,23.684327,138.072809,282.746476,469.724265,11.638954,0.001461,,,,,0.003413,,,,12.711922,0.000773,0.000219,0.000191,0.072817,0.000881,0.006164,,0.000449,0.00039,0.001965,0.046915,0.264728,0.19157,,0.000451,,,6.62454,15.4086,296.968,170.685,,177.31,196.595,105.512,0.000375,0.000886,0.000218,0.000218
07/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000191,,,0.000191,,,,,,,,,,,,,,,,,,,,,,,0.001285,,,,,0.003413,,,,11.178893,0.00068,0.000192,0.000168,0.064036,0.000775,0.005421,,0.000395,0.000343,0.001728,0.028156,0.261977,0.168467,,0.000397,,,,12.2923,,,,,,,0.00033,0.000779,0.000192,0.000192
08/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000227,,,0.000227,,,,,,,,,,,,,,,,,,,,,,,0.001529,,,,,,,,,13.304316,0.000809,0.000229,0.000199,0.076211,0.000922,0.006451,,0.00047,0.000409,0.002056,0.013605,0.265791,0.200497,,0.000472,,,,9.94091,,,,,,,0.000393,0.000928,0.000228,0.000228
09/2000,0.212436,3.048582,,0.032848,0.488558,3.13588,0.097077,9.174621,0.169908,0.704305,8.928801,58.126881,1.003296,0.693409,0.236595,0.066211,8.963007,3.559853,6.671116,0.305824,8.013907,1.900119,12.452686,5.684049,19.778721,0.059236,26.395446,47.260559,0.25546,120.320284,0.001969,0.00196,0.000523,0.00439,0.000561,0.000133,0.006168,0.000953,0.000133,161.824977,1.179732,,0.050821,5.521597,32.267958,29.410182,3.739364,4.049254,1.131094,4.504865,0.001491,0.53235,43.490164,1.25314,19.560931,489.884191,22.293399,127.025059,301.180992,478.053251,11.83094,0.000894,,,,,0.035841,,,,7.782513,0.000473,0.000134,0.000117,0.04458,0.000539,0.003774,,0.000275,0.000239,0.001203,0.021535,0.255881,0.117283,,0.000276,,,7.26953,12.6838,324.231,160.073,,167.342,192.198,129.714,0.00023,0.000543,0.000133,0.000133
10/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000777,,,0.000777,,,,,,,,,,,,,,,,,,,,,,,0.005226,,,,,,,,,45.470905,0.002765,0.000782,0.000681,0.260469,0.003151,0.022049,,0.001608,0.001396,0.007027,0.027714,0.323523,0.685251,,0.001614,,,,7.32575,,,,,,,0.001342,0.00317,0.000779,0.000779
11/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000193,,,0.000193,,,,,,,,,,,,,,,,,,,,,,,0.001296,,,,,0.003413,,,,11.279665,0.000686,0.000194,0.000169,0.064613,0.000782,0.00547,,0.000399,0.000346,0.001743,,0.262158,0.169986,,0.0004,,,,11.6394,,,,,,,0.000333,0.000786,0.000193,0.000193
12/2000,0.269828,3.048582,,0.009606,0.213426,5.372967,0.097077,9.174621,0.169695,0.297619,9.431482,70.427077,1.037136,1.109995,0.420556,0.880162,1.183366,15.0773,12.234635,0.316888,11.270309,2.506397,23.161934,4.407735,35.126906,0.130239,28.837539,47.027367,0.48336,169.906099,0.004447,0.004425,0.001181,0.009911,0.001267,0.000275,0.013923,0.00215,0.000275,205.036445,1.189667,0.000161,0.23248,6.762249,72.846332,66.394777,5.20453,9.141367,2.553493,10.169931,0.003365,0.697634,49.100206,0.388707,31.575835,796.742618,35.985319,276.337598,381.163911,771.782768,24.95985,0.001849,,,,,,,,,16.090714,0.000978,0.000277,0.000241,0.092172,0.001115,0.007802,,0.000569,0.000494,0.002487,,0.270792,0.242489,,0.000571,,,6.93066,22.0395,441.909,334.442,,341.373,269.685,137.862,0.000475,0.001122,0.000276,0.000276
01/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000162,,,0.000162,,,,,,,,,,,,,,,,,,,,,,,0.001091,,,,,0.003413,,,,9.491826,0.000577,0.000163,0.000142,0.054372,0.000658,0.004603,,0.000336,0.000291,0.001467,0.031268,0.258949,0.143043,,0.000337,,,,13.0474,,,,,,,0.00028,0.000662,0.000163,0.000163
02/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000081,,,0.000081,,,,,,,,,,,,,,,,,,,,,,,0.000547,,,,,,,,,4.75922,0.000289,0.000082,0.000071,0.027262,0.00033,0.002308,,0.000168,0.000146,0.000736,,0.250455,0.071722,,0.000169,,,,8.56026,,,,,,,0.00014,0.000332,0.000082,0.000082
03/2001,0.21823,3.048582,,,0.010534,3.037405,0.097077,9.174621,0.169695,1.294344,12.791626,72.707083,1.046451,0.469439,0.241411,0.320714,1.982025,13.384839,11.516126,0.375619,10.027764,1.742507,18.160489,5.132956,35.215897,0.084593,21.693519,51.613506,0.28514,166.27791,0.001456,0.001449,0.000386,0.003245,0.000415,0.000164,0.004558,0.000703,0.000164,196.074069,1.179732,,0.081092,6.253442,23.846354,21.734427,4.151701,2.99244,0.835889,3.329142,0.001102,1.794296,47.342172,0.360992,16.306001,511.166504,21.451849,115.630023,349.9557,502.060329,9.106175,0.001103,,,,,,,,,9.593655,0.000583,0.000165,0.000144,0.054955,0.000665,0.004652,,0.000339,0.000295,0.001483,0.029473,0.259132,0.144577,,0.00034,,,5.64499,7.90603,432.076,353.223,,358.868,261.719,328.197,0.000283,0.000669,0.000164,0.000164
04/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000175,,,0.000175,,,,,,,,,,,,,,,,,,,,,,,0.001179,,,,,8.543737,,,,10.256267,0.000624,0.000176,0.000154,0.058751,0.000711,0.004973,,0.000363,0.000315,0.001585,0.013685,0.260321,0.154563,,0.000364,,,,13.0869,,,,,,,0.000303,0.000715,0.000176,0.000176
05/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000168,,,0.000168,,,,,,,,,,,,,,,,,,,,,,,0.001133,,,,,6.461564,,,,9.857358,0.000599,0.000169,0.000148,0.056466,0.000683,0.00478,,0.000349,0.000303,0.001523,,0.259605,0.148551,,0.00035,,,,12.2312,,,,,,,0.000291,0.000687,0.000169,0.000169
06/2001,0.212436,3.048582,,0.011741,0.013888,3.097793,0.097077,9.174621,0.169695,0.432697,12.284061,67.83124,1.151085,0.801484,0.246792,0.017562,2.736609,5.138289,12.151449,0.573163,15.798927,2.518747,24.056891,4.557159,33.804923,0.129123,21.482898,58.764775,0.43778,172.953587,0.001836,0.001827,0.000487,0.004093,0.000523,0.00017,0.005749,0.000888,0.00017,203.153988,1.180331,0.000049,0.463354,8.024507,30.080424,27.416385,5.494637,3.774744,1.054413,4.199467,0.001389,0.08293,44.066811,0.595411,17.76596,556.972182,24.697559,145.404012,354.071361,545.849009,11.123173,0.001145,,,,,,,,,9.964714,0.000606,0.000171,0.000149,0.05708,0.000691,0.004832,,0.000352,0.000306,0.00154,0.074929,0.259798,0.150169,,0.000354,,,5.52395,12.6847,429.562,414.334,,419.858,278.938,331.67,0.000294,0.000695,0.000171,0.000171
07/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000183,,,0.000183,,,,,,,,,,,,,,,,,,,,,,,0.001228,,,,,,,,,10.686921,0.00065,0.000184,0.00016,0.061217,0.000741,0.005182,,0.000378,0.000328,0.001652,0.045217,0.261094,0.161053,,0.000379,,,,20.5176,,,,,,,0.000315,0.000745,0.000183,0.000183
08/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000183,,,0.000183,,,,,,,,,,,,,,,,,,,,,,,0.001232,,,,,,,,,10.717022,0.000652,0.000184,0.000161,0.06139,0.000743,0.005197,,0.000379,0.000329,0.001656,,0.261148,0.161507,,0.00038,,,,19.9742,,,,,,,0.000316,0.000747,0.000184,0.000184
09/2001,0.212436,3.048582,,0.01758,0.007716,3.02713,0.097077,9.174621,0.169695,0.270996,9.254284,79.27475,1.132925,0.810783,0.293058,0.56081,1.851402,2.541655,12.207202,0.293884,15.081403,2.949028,23.18256,15.029908,33.502082,0.066429,39.594116,52.235355,0.04558,180.203047,0.00188,0.001871,0.000499,0.004192,0.000536,0.000161,0.005889,0.000909,0.000161,238.856664,1.182586,0.003836,0.629349,8.36952,30.811713,28.082907,7.938975,3.866511,1.080047,4.301562,0.001424,0.01642,47.108166,0.475996,17.615107,613.656422,26.587431,170.086097,384.675705,602.296639,11.359783,0.001081,,,,,,,,,9.405634,0.000572,0.000162,0.000141,0.053878,0.000652,0.004561,,0.000333,0.000289,0.001454,0.081542,0.258794,0.141744,,0.000334,,,5.28861,16.9757,453.975,464.839,,470.128,289.26,325.28,0.000278,0.000656,0.000161,0.000161
10/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000125,,,0.000125,,,,,,,,,,,,,,,,,,,,,,,0.000843,,,,,,,,,7.335756,0.000446,0.000126,0.00011,0.042021,0.000508,0.003557,,0.000259,0.000225,0.001134,0.030233,0.255079,0.110551,,0.00026,,,,12.7502,,,,,,,0.000216,0.000511,0.000126,0.000126
11/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000215,,,0.000215,,,,,,,,,,,,,,,,,,,,,,,0.001443,,,,,,,,,12.556662,0.000763,0.000216,0.000188,0.071928,0.00087,0.006089,,0.000444,0.000386,0.001941,,0.26445,0.18923,,0.000446,,,,22.6355,,,,,,,0.00037,0.000876,0.000215,0.000215
12/2001,0.294102,3.048582,,0.058898,1.881641,4.223013,0.097077,9.174621,0.169695,0.371766,7.37688,99.548846,1.169801,1.456428,0.271951,0.029577,15.103261,5.276673,12.431382,0.62403,18.751709,3.910949,19.744665,4.065933,39.903485,0.315095,11.709583,52.002161,0.64766,209.123301,0.001839,0.00183,0.000488,0.004097,0.000524,0.000175,0.005755,0.000887,0.000175,241.103737,1.180031,0.004136,0.249217,9.340434,30.113123,27.446189,6.799049,3.778847,1.05556,4.204033,0.001391,0.00906,48.939103,0.320905,17.067693,591.535912,27.820812,142.063446,391.913154,580.40216,11.133752,0.001174,,,,,0.022187,,,,10.218619,0.000621,0.000176,0.000153,0.058535,0.000708,0.004955,,0.000361,0.000314,0.001579,0.030233,0.260253,0.153996,,0.000363,,,4.8287,16.8998,460.167,406.844,,411.672,328.047,329.09,0.000301,0.000713,0.000175,0.000175
01/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000133,,,0.000133,,,,,,,,,,,,,,,,,,,,,,,0.000898,,,,,,,,,7.809417,0.000475,0.000134,0.000117,0.044734,0.000541,0.003787,,0.000276,0.00024,0.001207,0.023241,0.255929,0.117689,,0.000277,,,,12.4203,,,,,,,0.00023,0.000545,0.000134,0.000134
02/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000129,,,0.000129,,,,,,,,,,,,,,,,,,,,,,,0.000867,,,,,,,,,7.544408,0.000459,0.00013,0.000113,0.043216,0.000523,0.003658,,0.000267,0.000232,0.001166,0.022583,0.255454,0.113695,,0.000268,,,,12.5159,,,,,,,0.000223,0.000526,0.000129,0.000129
03/2002,0.212436,3.048582,,0.002086,0.135753,2.255252,0.097077,9.174621,0.174846,0.608309,4.938447,72.560028,1.094886,1.515554,0.24677,0.046031,2.511576,5.962612,10.622847,1.382851,14.399936,2.835031,20.197507,4.372587,37.104331,0.098054,21.060143,49.90342,0.41446,168.749823,0.001622,0.001613,0.000431,0.003615,0.000462,0.000192,0.005077,0.000784,0.000192,197.035713,1.179732,0.002697,0.043426,6.677912,26.563859,24.211261,4.745389,3.333455,0.931148,3.708528,0.001228,0.505658,45.75316,0.342955,15.857778,517.022641,24.621239,127.601909,338.645612,507.037232,9.985409,0.001288,,,,,,,,,11.208193,0.000681,0.000193,0.000168,0.064203,0.000777,0.005435,,0.000396,0.000344,0.001732,0.033744,0.262029,0.168909,,0.000398,,,7.92156,18.4842,398.364,215.632,,223.553,262.711,140.118,0.000331,0.000782,0.000192,0.000192
04/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000135,,,0.000135,,,,,,,,,,,,,,,,,,,,,,,0.000905,,,,,,,,,7.877789,0.000479,0.000135,0.000118,0.045126,0.000546,0.00382,,0.000279,0.000242,0.001217,0.023853,0.256052,0.118719,,0.00028,,,,12.3711,,,,,,,0.000232,0.000549,0.000135,0.000135
05/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000168,,,0.000168,,,,,,,,,,,,,,,,,,,,,,,0.001128,,,,,,,,,9.811325,0.000597,0.000169,0.000147,0.056202,0.00068,0.004758,,0.000347,0.000301,0.001516,0.029878,0.259522,0.147858,,0.000348,,,,15.752,,,,,,,0.000289,0.000684,0.000168,0.000168
06/2002,0.233131,3.048582,,0.002152,0.076794,2.756317,0.097077,9.174621,0.169695,0.564101,9.586867,91.453787,1.23139,1.585406,0.564139,0.459769,3.244175,7.750314,11.078762,0.355746,12.126709,3.393134,29.815284,3.961553,43.888268,0.203276,15.640009,57.132419,0.40386,207.408192,0.001805,0.001797,0.000479,0.004023,0.000515,0.000203,0.005651,0.000871,0.000203,231.323583,1.179732,0.004151,0.105905,9.028181,29.569497,26.950708,3.731625,3.710628,1.036504,4.128138,0.001366,0.25851,45.902177,0.309368,16.265086,574.012104,26.394775,136.121781,381.370118,563.05424,10.957864,0.001365,,,,,0.081922,,,,11.878334,0.000722,0.000204,0.000178,0.068042,0.000823,0.00576,,0.00042,0.000365,0.001836,0.036378,0.263232,0.179008,,0.000422,,,8.80963,20.6263,467.463,230.13,,238.94,324.031,141.888,0.00035,0.000828,0.000204,0.000204
07/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000202,,,0.000202,,,,,,,,,,,,,,,,,,,,,,,0.001357,,,,,0.001707,,,,11.80441,0.000718,0.000203,0.000177,0.067619,0.000818,0.005724,,0.000417,0.000362,0.001824,0.036355,0.263099,0.177894,,0.000419,,,,28.3561,,,,,,,0.000348,0.000823,0.000202,0.000202
08/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000198,,,0.000198,,,,,,,,,,,,,,,,,,,,,,,0.001332,,,,,,,,,11.588997,0.000705,0.000199,0.000174,0.066385,0.000803,0.00562,,0.00041,0.000356,0.001791,0.035892,0.262713,0.174647,,0.000411,,,,16.6371,,,,,,,0.000342,0.000808,0.000199,0.000199
