,AO: Imports: cif: Advanced Economies: Iceland,"AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Macedonia, Former Yugoslav Republic",AO: Imports: cif: Advanced Economies: Cyprus,AO: Imports: cif: Advanced Economies: Malta,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Georgia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Bhutan,AO: Imports: cif: Advanced Economies: Slovak Republic,"AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Azerbaijan, Republic of",AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Samoa,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Guam,"AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Serbia, Republic of",AO: Imports: cif: Emerging and Developing Economies: Europe: CIS,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Romania,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Poland,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Croatia,AO: Imports: cif: Advanced Economies: Lithuania,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Hungary,AO: Imports: cif: Advanced Economies: Slovenia,AO: Imports: cif: Advanced Economies: Latvia,AO: Imports: cif: Advanced Economies: Estonia,AO: Imports: cif: Advanced Economies: Czech Republic,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: China,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Bulgaria,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Belarus,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Papua New Guinea,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Asia Not Specified,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Vietnam,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Thailand,AO: Imports: cif: Advanced Economies: Singapore,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Philippines,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Malaysia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Macau SAR,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Lao People Democratic Republic,AO: Imports: cif: Advanced Economies: South Korea,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Indonesia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: India,AO: Imports: cif: Advanced Economies: Hong Kong SAR,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Sri Lanka,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Cambodia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Bangladesh,AO: Imports: cif: Advanced Economies: Israel,AO: Imports: cif: Advanced Economies: New Zealand,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Turkey,AO: Imports: cif: Advanced Economies: Spain,AO: Imports: cif: Advanced Economies: Portugal,AO: Imports: cif: Advanced Economies: Ireland,AO: Imports: cif: Advanced Economies: Greece,AO: Imports: cif: Advanced Economies: Finland,AO: Imports: cif: Emerging and Developing Economies: Europe,AO: Imports: cif: Advanced Economies: Japan,AO: Imports: cif: Advanced Economies: Canada,AO: Imports: cif: Advanced Economies: Switzerland,AO: Imports: cif: Advanced Economies: Sweden,AO: Imports: cif: Advanced Economies: Norway,AO: Imports: cif: Advanced Economies: Netherlands,AO: Imports: cif: Advanced Economies: Luxembourg,AO: Imports: cif: Advanced Economies: Italy,AO: Imports: cif: Advanced Economies: Germany,AO: Imports: cif: Advanced Economies: France,AO: Imports: cif: Advanced Economies: Denmark,AO: Imports: cif: Advanced Economies: Belgium,AO: Imports: cif: Advanced Economies: Austria,AO: Imports: cif: Advanced Economies: United Kingdom,AO: Imports: cif: Advanced Economies: United States,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Brunei Darussalam,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Gibraltar,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Bosnia & Herzegovina,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Albania,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Nauru,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: American Samoa,"AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Marshall Islands, Republic",AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Armenia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: New Caledonia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Myanmar,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Timor-Leste,AO: Imports: cif: Advanced Economies: Taiwan,AO: Imports: cif: Advanced Economies: Vatican,AO: (DC)Imports: cif: Developing Countries: (Old)Asia,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Oceania Not Specified,AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Czechoslovakia,AO: (DC)Imports: cif: Advanced Economies: (Old)Belgium-Luxembourg,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Mongolia,AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: (Old)Central and Eastern Europe,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Maldives,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Tuvalu,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Tonga,AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Serbia & Montenegro,"AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Micronesia, Federated States of",AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: French Polynesia,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Fiji,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Vanuatu,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Palau,AO: (DC)Imports: cif: Advanced Economies: San Marino,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Solomon Islands,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Nepal,AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Faroe Islands,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Kiribati,"AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Yugoslavia, Socialist Fed. Rep."
09/2002,1.016194,,0.225582,0.334432,,0.002138,0.028149,,0.000464,0.000273,,0.330774,11.482868,0.016704,0.011229,,,0.064266,0.070812,0.393244,,0.033782,4.077423,,,0.000488,0.5912,1.98519,0.807645,1.555975,,0.59712,,0.007697,1.97211,0.550877,2.194007,2.020219,0.618805,0.000726,0.032359,3.058207,0.243554,1.745022,2.579943,29.998721,0.64718,0.074019,0.040124,2.397806,16.371318,0.23708,6.569612,1.320844,0.456168,4.353516,0.096724,3.692603,1.405728,7.301377,1.222937,14.649366,0.05356,6.009146,24.796248,,0.173078,,,0.004059,0.003004,0.000489,2.01128,,0.002657,0.000287,,0.09646,0.000959,23.4887,0,,,0.002463,2.56898,,0.000228,0.000286,0.000484,0.00004,0.000255,0.000955,0.000228,0.000015,0.000464,0.000302,0.0008,0.000497,0.000388,
10/2002,1.016194,,0.230138,0.334432,,0.002907,,,0.00063,0.000372,,0.445317,14.371517,0.015921,0.011689,,0.025382,0.105258,0.070812,0.393244,0.002669,0.023543,5.51393,0.012091,,0.000664,0.803853,2.078019,0.833967,2.796339,,0.708835,,0.010465,2.681469,0.749025,2.983181,2.270029,0.631791,0.000987,0.032359,3.058207,0.074722,0.499708,2.384337,45.48809,0.695789,0.22502,0.190589,1.402861,15.664377,0.233839,7.733799,1.183498,0.421813,5.720762,0.164871,12.387451,1.323473,9.926865,2.572108,17.855388,0.153422,7.238672,40.03156,,0.235334,,,0.005519,0.004084,0.000665,0.881738,,0.002657,0.00039,,0.56816,0.001304,28.6912,0,,,0.002463,0.988418,,0.00031,0.000389,0.001062,0.000055,0.000346,0.001298,0.00031,0.00002,0.00063,0.00041,0.001088,0.000675,0.000528,
11/2002,1.016194,,0.056565,0.534923,,0.003488,0.025075,,0.000756,0.000446,,0.531755,15.139173,0.041788,0.005524,,0.032993,0.064706,0.076959,0.393244,0.00058,0.027847,5.388471,,,0.000796,0.964328,2.148072,0.854217,2.801475,,0.590028,,0.012554,3.216777,0.898555,3.57872,1.600793,0.64159,0.001184,0.032359,3.058207,0.669316,0.752156,4.085555,43.860708,0.737287,0.211632,0.010396,1.77159,18.326059,0.735118,8.563573,1.414315,0.360147,5.064565,0.096824,2.783411,1.837065,6.594637,1.815473,18.234028,0.030235,4.776119,55.81099,,0.282314,,,0.006621,0.004899,0.000798,1.148896,,0.002657,0.000468,,0.05088,0.001565,27.3616,0,,,0.002463,1.38926,,0.000372,0.000467,0.001598,0.000066,0.000415,0.001557,0.000372,0.000024,0.000756,0.000492,0.001305,0.00081,0.000633,
12/2002,1.016194,,0.175428,0.430953,,0.001528,,,0.000331,0.000195,,0.239876,10.794508,0.02465,0.559412,,0.007022,0.06648,0.070812,0.393244,0.003245,,4.19173,0.004646,,0.000349,0.422448,1.911524,0.883017,2.485304,,0.761905,,0.0055,1.409189,0.393634,1.567747,1.768483,0.608501,0.000519,0.032359,3.058207,0.541926,0.497028,2.660737,33.18893,0.420513,0.080811,0.011267,1.55763,17.53021,0.186587,5.465397,1.963864,7.219737,5.531793,0.129075,6.780894,2.534561,9.755905,1.401994,17.65451,0.057374,7.929571,19.199602,,0.123675,,,0.002901,0.002146,0.00035,1.277916,,0.002657,0.000205,,0.24274,0.000686,24.4519,0,,,0.002463,0.962026,,0.000163,0.000204,0.00167,0.000029,0.000182,0.000682,0.000163,0.000011,0.000331,0.000216,0.000572,0.000355,0.000277,
01/2003,1.016194,,0.193679,0.547813,,0.001905,,,0.000413,0.000244,,0.295996,10.566506,0.024607,0.039085,,0.008977,0.280865,0.070812,0.393244,0.001389,,3.503796,0.004571,,0.000435,0.526634,1.957005,0.936026,2.747449,,0.524998,,0.006856,1.75673,0.490714,1.954393,0.988574,0.614863,0.000647,0.032359,3.058207,0.023574,0.723595,3.141195,33.345188,0.508537,0.076611,0.009824,1.591774,15.018111,0.222495,5.994351,5.370483,0.459117,3.731264,0.125913,3.081996,1.623019,9.260319,1.245679,13.766373,0.032429,8.716784,33.424409,,0.154176,,,0.003616,0.002676,0.000436,1.246115,,0.002657,0.000255,,0.17808,0.000855,26.0105,0,,,0.002463,1.47512,,0.000203,0.000255,0.018774,0.000036,0.000227,0.00085,0.000203,0.000013,0.000413,0.000269,0.000713,0.000442,0.000346,
02/2003,1.016194,,0.056565,0.580762,,0.002362,,,0.000512,0.000302,,0.364072,13.897822,0.039399,0.015389,0.411004,0.083105,0.000494,0.070812,0.393244,0.002584,0.01027,4.511651,0.039206,,0.000539,0.65302,2.012176,2.043523,2.425889,0.000084,0.959864,,0.008501,2.178326,0.60848,2.423426,0.992266,0.62258,0.000802,0.032359,3.058207,0.076404,0.673859,1.660314,37.586287,0.5696,0.100866,0.002675,1.81306,16.117863,0.26434,6.623149,3.168039,0.24734,5.254435,0.270298,3.719192,1.921018,10.02429,1.37585,18.60629,1.059452,11.540204,30.081968,,0.191176,,,0.004484,0.003318,0.00054,1.387406,,0.002657,0.000317,,0.17278,0.00106,28.3174,0,,,0.002463,1.37633,,0.000252,0.000316,0.01633,0.000045,0.000281,0.001054,0.000252,0.000016,0.000512,0.000333,0.000884,0.000549,0.000429,
03/2003,1.016194,,0.192366,0.5308,,0.001563,0.000719,,0.000339,0.0002,,0.245165,11.603906,0.053254,,,0.130784,0.106697,0.070812,0.393244,0.000726,0.013122,5.389865,0.005707,,0.000357,0.432264,1.915809,0.547995,2.314154,,0.647529,,0.005627,1.441935,0.402781,1.604177,1.478129,0.6091,0.000531,0.032359,3.058207,0.150325,0.935803,1.767181,39.8192,0.821818,0.134452,0.069851,1.538445,16.423748,0.661568,5.399077,2.61974,0.2925,6.949429,0.152693,4.490909,2.076739,10.074377,3.211244,16.480606,0.009382,10.522902,22.775237,,0.126548,,,0.002968,0.002196,0.000358,1.252516,,0.002657,0.00021,,0.19928,0.000701,29.2816,0,,,0.002463,1.80663,,0.000167,0.000209,0.024144,0.00003,0.000186,0.000698,0.000167,0.000011,0.000339,0.000221,0.000585,0.000363,0.000284,
04/2003,1.016194,,0.056565,0.532869,,0.001569,0.004908,,0.00034,0.000201,,0.245966,13.002457,0.029895,0.253333,0.010674,0.018872,0.055618,0.083146,0.393244,,,6.366355,0.005705,,0.000358,0.433752,1.916458,0.779375,2.303084,,0.829019,,0.005647,1.446896,0.404167,1.609697,1.419896,0.609191,0.000533,0.032359,3.058207,0.062397,0.654012,2.212048,38.486995,1.129243,0.098069,0.030297,1.441801,17.337438,0.715775,5.366883,1.016564,0.297439,5.039344,0.203782,5.227618,2.476508,8.629919,1.417403,17.311844,0.316466,19.808259,23.319355,,0.126984,,,0.002978,0.002204,0.000359,1.154931,,0.002657,0.00021,,0.03074,0.000704,31.4728,0,,,0.002463,1.29727,,0.000167,0.00021,0.018346,0.00003,0.000187,0.0007,0.000167,0.000011,0.00034,0.000221,0.000587,0.000364,0.000285,
05/2003,1.016194,,0.06837,0.535154,,0.001425,,,0.000309,0.000182,,0.224523,11.894928,0.023645,0.00466,,0.080495,0.068159,0.070812,0.393244,0.001679,0.015245,5.523688,,,0.000325,0.393942,1.89908,0.715473,1.948705,,0.874064,,0.005129,1.314102,0.367073,1.461961,1.107571,0.60676,0.000484,0.032359,3.058207,0.167171,0.77587,1.105144,39.725991,0.847621,0.384544,0.01078,1.273277,17.487353,1.093659,5.12454,1.179632,7.793014,5.020679,0.101993,5.024227,1.771769,19.632037,1.202211,16.163279,0.045066,3.976434,17.334054,,0.115329,,,0.002705,0.002001,0.000326,1.011604,,0.002657,0.000191,,0.0371,0.000639,28.708,0,,,0.002463,1.49755,,0.000152,0.000191,0.02361,0.000027,0.00017,0.000636,0.000152,0.00001,0.000309,0.000201,0.000533,0.000331,0.000259,
06/2003,1.016194,,0.135398,0.53031,,0.002342,0.325367,,0.000508,0.000299,,0.361105,13.73932,0.054734,,,0.099762,0.069349,0.099615,0.393244,0.001105,,5.833851,0.000169,,0.000535,0.647511,2.009771,0.528263,2.505225,,1.028547,,0.00843,2.15995,0.603347,2.402982,1.286337,0.622244,0.000795,0.032359,3.058207,0.403524,0.683684,4.68216,31.04257,1.377865,0.163848,0.02519,1.450693,20.992073,0.957417,6.355073,5.151868,0.468114,4.11226,0.098835,4.74585,1.458328,9.577607,1.492106,14.526925,0.45689,5.24429,33.268947,,0.189564,,,0.004446,0.00329,0.000536,1.028526,,0.002657,0.000314,,0.12826,0.001051,29.0718,0,,,0.002463,1.38749,,0.00025,0.000313,0.030482,0.000044,0.000279,0.001046,0.00025,0.000016,0.000508,0.000331,0.000876,0.000544,0.000425,
07/2003,1.016194,,0.073885,0.591905,,0.002502,0.124118,,0.000542,0.00032,,0.384939,18.088501,0.073673,0.345656,0.00053,0.014084,0.982893,0.070812,0.393244,0.00036,0.017295,9.645718,,,0.000571,0.69176,2.029087,1.191962,2.914906,0.002897,0.625826,,0.009006,2.307553,0.644578,2.567193,1.27003,0.624946,0.000849,0.032359,3.058207,0.356734,1.106928,11.084609,45.570761,0.252412,0.263807,0.163394,3.190064,17.033421,0.841378,6.513085,4.044578,0.200026,6.132019,0.116841,4.370162,4.487709,12.977515,1.546866,17.05719,0.067373,6.259311,29.615581,,0.202518,,,0.00475,0.003515,0.000573,2.73989,,0.002657,0.000336,,0.20988,0.001123,36.7655,0,,,0.002463,2.61109,,0.000267,0.000335,0.027111,0.000047,0.000298,0.001117,0.000267,0.000017,0.000542,0.000353,0.000936,0.000581,0.000454,
08/2003,1.016194,,0.136047,0.334432,,0.002843,,,0.000617,0.000364,,0.435799,15.450672,0.031241,0.248696,0.000059,0.056977,0.039729,0.070812,0.393244,0.002783,0.06403,6.413751,,,0.000649,0.786181,2.070305,0.898989,3.479283,0.000871,0.931479,,0.010235,2.62252,0.732559,2.917599,1.492487,0.630712,0.000965,0.032359,3.058207,0.104048,1.067862,11.756042,35.200847,0.37974,0.074253,0.101538,2.14974,16.305786,0.858757,6.90481,0.35427,0.344468,5.378454,0.097737,3.434974,1.82148,15.046662,1.373261,11.069987,0.077425,16.990303,43.374,,0.23016,,,0.005398,0.003994,0.000651,1.639802,,0.002657,0.000381,,0.30104,0.001276,32.6133,0,,,0.002463,1.91666,,0.000303,0.00038,0.021394,0.000054,0.000339,0.00127,0.000303,0.00002,0.000617,0.000401,0.001064,0.000661,0.000516,
09/2003,1.016194,,0.056565,0.600151,,0.003134,0.026244,,0.000679,0.000401,,0.479021,19.121939,0.056725,0.333666,,0.061896,0.309638,0.070812,0.393244,0.001483,0.007334,7.757558,0.004349,,0.000715,0.866426,2.105335,2.129852,2.718236,0.028035,1.450486,,0.01128,2.890199,0.80733,3.215397,1.05641,0.635612,0.001064,0.085416,3.058207,0.188473,1.101662,6.24012,43.774264,0.102643,0.074019,0.164131,2.650875,16.541599,1.045591,7.212787,2.314703,2.616591,152.541919,0.096724,4.93091,1.901414,24.61813,1.861922,14.766573,0.043403,7.231028,47.804678,,0.253652,,,0.005949,0.004402,0.000717,2.090147,,0.002657,0.00042,0.001487,10.23218,0.001406,48.1866,0,,,0.002463,2.18915,,0.000334,0.000419,0.029727,0.000059,0.000373,0.001399,0.000334,0.000022,0.000679,0.000442,0.001173,0.000728,0.000569,
10/2003,1.016194,,0.230539,0.334432,,0.00211,0.033053,,0.000457,0.00027,,0.326554,18.840131,0.070281,0.563002,,0.020808,0.083465,0.077876,0.393244,0.003965,0.009769,9.316737,0.018598,,0.000482,0.583368,1.981771,1.699389,2.864604,,1.629388,,0.007595,1.945981,0.543578,2.164938,2.122627,0.618327,0.000716,0.273698,3.058207,0.553312,1.172417,2.167035,63.062541,0.396211,0.15826,0.035659,2.487233,15.924914,2.023967,5.823464,4.24907,4.807359,5.349619,0.101167,10.485258,1.052075,10.999037,1.297255,11.686027,0.195158,9.234965,29.771043,,0.170785,,,0.004005,0.002964,0.000483,2.105666,,0.002657,0.000283,0.001001,0.24486,0.000947,41.3985,0,,,0.002463,2.21357,,0.000225,0.000282,0.026628,0.00004,0.000251,0.000942,0.000225,0.000015,0.000457,0.000298,0.00079,0.00049,0.000383,
11/2003,1.016194,,0.102338,0.547836,,0.002561,0.025562,,0.000555,0.000327,,0.393765,33.579914,0.029909,0.038197,,0.070141,0.037439,0.070812,0.393244,0.000739,0.125425,23.707599,0.004567,,0.000585,0.708145,2.03624,1.762482,3.544239,0.000488,1.206857,,0.009219,2.362209,0.659845,2.627998,2.626101,0.625947,0.00087,0.210284,3.058207,0.48697,1.17635,2.29898,71.868626,0.325543,0.074019,0.030448,1.981208,22.051226,0.633427,6.338098,2.291303,0.341795,4.797874,0.096724,4.160886,3.208759,11.334868,3.539855,14.620259,0.295763,8.874468,40.886603,,0.207314,,,0.004862,0.003598,0.000586,1.520663,,0.002657,0.000344,0.001215,0.3021,0.001149,64.2653,0,,,0.002463,2.12554,,0.000273,0.000343,0.026292,0.000048,0.000305,0.001143,0.000273,0.000018,0.000555,0.000361,0.000958,0.000595,0.000465,
12/2003,1.016194,,0.145027,1.162702,,0.002259,,,0.00049,0.000289,,0.348698,24.085088,0.054382,0.359039,,0.040752,0.312949,0.070812,0.393244,0.002459,0.030076,13.62835,0.008541,,0.000516,0.624476,1.999716,2.662127,3.420942,0.037914,1.32385,,0.00813,2.08311,0.581883,2.317496,1.683734,0.620837,0.000767,0.257821,3.058207,0.366895,1.287795,8.490151,42.219597,1.531893,0.12132,0.110005,2.640573,18.409496,0.964753,5.902233,0.694416,0.594414,5.24176,0.732364,5.037205,3.506236,9.940433,1.806539,14.206508,0.184057,11.203731,30.703817,,0.18282,,,0.004288,0.003173,0.000517,2.232985,,0.002657,0.000303,0.001072,0.08586,0.001013,51.2561,0,,,0.002463,2.4197,,0.000241,0.000302,0.026934,0.000043,0.000269,0.001008,0.000241,0.000016,0.00049,0.000319,0.000845,0.000525,0.00041,
01/2004,1.016194,,0.056565,0.551628,,0.004004,,,0.000868,0.000512,,0.596975,27.158381,0.029366,0.278474,,0.050739,0.569691,0.070812,0.393244,0.000801,0.025086,15.894111,0.022177,,0.000914,1.107047,2.210373,0.933048,3.248223,,1.011877,,0.014412,3.692856,1.03154,4.108366,1.188393,0.650305,0.001359,0.161398,3.058207,0.149601,1.032219,1.914732,44.175033,0.83245,0.074019,0.080352,2.992613,18.273032,0.797393,7.953215,1.455901,0.195724,5.066393,0.303312,3.579339,2.111121,8.829721,1.197138,8.112627,0.025638,6.623662,74.000087,,0.324096,,,0.007601,0.005624,0.000916,2.29124,,0.002657,0.000537,0.0019,0.16748,0.001796,194.4,0,,,0.002463,2.05128,,0.000427,0.000536,0.034287,0.000076,0.000477,0.001788,0.000427,0.000028,0.000868,0.000565,0.001498,0.00093,0.000727,
02/2004,1.016194,,0.180572,0.793697,,0.002088,,,0.000453,0.000267,,0.317244,14.728553,0.06164,0.142339,,0.243169,0.119507,0.070812,0.393244,0.001938,0.214596,5.955573,0.015246,,0.000477,0.577364,1.97915,1.645259,2.695707,,0.851524,,0.007516,1.925954,0.537984,2.142657,0.560485,0.617961,0.000709,0.392391,3.058207,0.679295,0.760036,3.145952,39.612294,0.675798,0.074019,0.069316,1.682496,20.183088,1.215556,5.589921,1.051516,0.25974,5.12736,0.11004,6.442175,2.478868,20.152064,1.264346,14.832605,0.311914,5.384088,30.781549,,0.169027,,,0.003964,0.002933,0.000478,1.310805,,0.002657,0.00028,0.000991,0.14946,0.000937,180.774,0,,,0.002463,1.56032,,0.000223,0.000279,0.042525,0.000039,0.000249,0.000932,0.000223,0.000014,0.000453,0.000295,0.000781,0.000485,0.000379,
03/2004,1.016194,,0.081369,1.325331,,0.002358,,,0.000511,0.000302,,0.356658,18.572963,0.022362,0.000137,,0.17787,0.214097,0.070812,0.393244,0.000384,0.023031,8.03207,0.014108,,0.000538,0.651999,2.01173,2.633112,2.672594,,1.284526,,0.008488,2.174919,0.607528,2.419635,1.299131,0.622518,0.000801,0.278105,3.058207,0.923588,1.083172,3.182201,48.962967,1.770253,0.122528,0.005849,2.007946,17.982379,1.230692,5.851564,1.476136,0.578996,8.717651,0.115239,7.026135,1.988617,10.733294,3.539325,17.366708,0.061932,10.64116,27.283645,,0.190877,,,0.004477,0.003313,0.00054,1.589802,,0.002657,0.000316,0.001119,0.19928,0.001058,207.223,0,,,0.002463,1.88463,,0.000252,0.000315,0.064501,0.000045,0.000281,0.001053,0.000252,0.000016,0.000511,0.000333,0.000882,0.000548,0.000428,
04/2004,1.016194,,0.056565,0.542017,,0.002528,0.015874,,0.000548,0.000323,,0.381482,24.60105,0.066932,0.094413,,0.007956,0.009001,0.070812,0.393244,0.001252,0.054559,9.670162,0.01796,,0.000577,0.699004,2.032249,6.992608,2.611028,,1.232952,,0.0091,2.331716,0.651327,2.594075,0.897753,0.625388,0.000858,0.069628,3.058207,1.631876,1.211533,2.339349,43.976576,0.7562,0.229501,0.272664,2.116055,17.41374,1.61576,5.986966,0.493726,6.785242,7.972397,0.096724,5.068432,1.907871,11.045903,1.45454,14.353719,0.103891,47.903027,27.361377,,0.204638,,,0.004799,0.003551,0.000579,1.668655,,0.002657,0.000339,0.0012,0.03604,0.001134,215.812,0,,,0.002463,2.13806,,0.00027,0.000338,0.063591,0.000048,0.000301,0.001129,0.00027,0.000017,0.000548,0.000357,0.000946,0.000587,0.000459,
05/2004,1.016194,,0.056565,0.556682,,0.002711,,,0.000588,0.000347,,0.408155,19.007611,0.013625,0.081829,,0.027504,0.242604,0.070812,0.393244,0.001212,0.002822,8.494042,,,0.000619,0.749509,2.054297,2.307425,2.70811,0.001633,1.199079,0.006097,0.009757,2.500191,0.698388,2.781506,1.847417,0.628472,0.00092,0.057541,3.058207,0.303352,1.571022,1.948947,44.407738,1.123172,0.440185,0.017103,2.662628,16.609119,0.824919,6.128376,3.487348,0.547732,5.669737,0.45392,6.795829,1.576007,9.688036,1.191338,16.170037,0.036216,9.134305,33.035753,,0.219424,,,0.005146,0.003808,0.00062,2.183792,,0.002657,0.000364,0.001286,0.17066,0.001216,201.694,0,,,0.002463,2.47463,,0.000289,0.000363,0.054658,0.000051,0.000323,0.00121,0.000289,0.000019,0.000588,0.000383,0.001014,0.00063,0.000492,
06/2004,1.016194,,0.056565,0.551338,,0.002943,0.028369,,0.000638,0.000376,,0.442003,22.96507,0.046586,0.058035,,0.01034,0.229725,0.079818,0.393244,0.0009,0.008901,13.474367,0.035305,,0.000672,0.813599,2.082274,0.847679,3.35281,0.003116,1.263496,,0.010592,2.713981,0.758107,3.019351,1.000958,0.632386,0.000999,0.032359,3.058207,0.888434,1.389002,2.388735,38.544967,1.110168,0.426665,0.018981,2.56703,18.387959,0.963391,6.314497,3.388897,0.447108,4.723876,0.130771,5.334047,1.965993,12.508828,1.374221,18.966544,0.101132,9.300975,28.060957,,0.238187,,,0.005586,0.004134,0.000673,2.048302,,0.002657,0.000395,0.001396,0.09434,0.00132,215.033,0,,,0.002463,2.44652,,0.000314,0.000394,0.050778,0.000056,0.00035,0.001314,0.000314,0.00002,0.000638,0.000415,0.001101,0.000684,0.000534,
07/2004,1.016194,,0.153896,0.604407,,0.002967,0.0283,,0.000643,0.000379,,0.445581,20.414905,0.027811,0.037823,0.000562,0.039538,0.004011,0.070812,0.393244,0.001125,0.144509,10.282073,0.044844,,0.000677,0.820375,2.085232,1.612716,2.297155,,1.101822,,0.01068,2.736583,0.76442,3.044496,1.247146,0.6328,0.001007,0.032359,3.058207,0.355382,3.413459,3.067537,50.454816,0.865808,0.356419,0.035576,4.350736,18.556815,0.533965,6.269679,1.143916,0.446944,4.466553,0.112179,5.931539,3.877956,9.190273,1.354438,13.190402,0.224222,4.144706,36.689119,,0.240171,,,0.005633,0.004168,0.000679,3.827791,,0.002657,0.000398,0.001408,0.106,0.001331,203.253,0,,,0.002463,4.9689,,0.000317,0.000397,0.058421,0.000056,0.000353,0.001325,0.000317,0.000021,0.000643,0.000419,0.00111,0.000689,0.000538,
08/2004,1.016194,,0.056565,0.547999,,0.002691,0.004221,,0.000583,0.000344,,0.405234,24.04594,0.020846,0.018829,,,0.008821,0.070812,0.393244,,0.034965,10.54895,0.009379,,0.000614,0.743977,2.051882,4.511008,2.615267,,1.996143,0.260472,0.009685,2.481739,0.693234,2.760978,1.581514,0.628135,0.000914,0.07614,3.058207,0.127138,1.331437,4.331439,43.468061,0.554304,0.07542,0.021949,2.254812,22.290195,0.507785,5.91188,12.112698,0.238902,6.032154,0.237649,4.193741,2.756381,11.350235,1.208687,12.215596,0.328278,7.726435,32.413904,,0.217805,,,0.005108,0.00378,0.000616,1.779419,,0.002657,0.000361,0.001277,0.43036,0.001207,202.103,0,,,0.002463,2.07464,,0.000287,0.00036,0.171677,0.000051,0.00032,0.001201,0.000287,0.000019,0.000583,0.00038,0.001007,0.000625,0.000488,
