,AF: Trade Balance: Advanced Economies: Cyprus,AF: Trade Balance: Advanced Economies: Italy,AF: Trade Balance: Advanced Economies: Ireland,AF: Trade Balance: Advanced Economies: Norway,AF: Trade Balance: Advanced Economies: Sweden,AF: Trade Balance: Advanced Economies: Belgium,AF: Trade Balance: Advanced Economies: Denmark,AF: Trade Balance: Advanced Economies: Malta,AF: Trade Balance: Advanced Economies: Netherlands,AF: Trade Balance: Advanced Economies: Slovenia,AF: Trade Balance: Advanced Economies: Portugal,AF: Trade Balance: Advanced Economies: Greece,AF: Trade Balance: Advanced Economies: Spain,AF: Trade Balance: Advanced Economies: Lithuania,AF: Trade Balance: Advanced Economies: Germany,AF: Trade Balance: Advanced Economies: France,AF: Trade Balance: Advanced Economies: Luxembourg,AF: Trade Balance: Advanced Economies: Finland,AF: Trade Balance: Advanced Economies: Australia,AF: Trade Balance: Advanced Economies: Israel,AF: Trade Balance: Advanced Economies: Austria,AF: Trade Balance: Advanced Economies: Latvia,AF: Trade Balance,AF: Trade Balance: Advanced Economies: Iceland,AF: Trade Balance: Other Countries Not Elsewhere Classified,AF: Trade Balance: Countries or Area Not Specified,AF: Trade Balance: Advanced Economies: Taiwan,AF: Trade Balance: Advanced Economies: Switzerland,AF: Trade Balance: Advanced Economies,AF: Trade Balance: Advanced Economies: Japan,AF: Trade Balance: Emerging and Developing Economies,AF: Trade Balance: European Union,AF: Trade Balance: Advanced Economies: Vatican,AF: Trade Balance: Advanced Economies: Singapore,AF: Trade Balance: Euro Area,AF: Trade Balance: Advanced Economies: Estonia,AF: Trade Balance: Advanced Economies: Canada,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Turkey,"AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Macedonia, Former Yugoslav Republic",AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Kosovo,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Croatia,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Bulgaria,AF: Trade Balance: Advanced Economies: United Kingdom,AF: Trade Balance: Advanced Economies: Slovak Republic,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Georgia,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Belarus,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Armenia,"AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Montenegro, Republic of",AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Albania,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Vietnam,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Tonga,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Thailand,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: New Caledonia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Mongolia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Maldives,AF: Trade Balance: Advanced Economies: United States,AF: Trade Balance: Advanced Economies: Hong Kong SAR,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Romania,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Malaysia,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: French Polynesia,AF: Trade Balance: Advanced Economies: Czech Republic,AF: Trade Balance: Emerging and Developing Economies: Europe,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Bosnia & Herzegovina,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Philippines,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Sri Lanka,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Kazakhstan,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Cambodia,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Hungary,AF: Trade Balance: Emerging and Developing Economies: Export Earnings: Non-Fuel,"AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Marshall Islands, Republic",AF: Trade Balance: Emerging and Developing Economies: Export Earnings: Fuel,AF: Trade Balance: Advanced Economies: New Zealand,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: American Samoa,"AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Serbia, Republic of",AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Nepal,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Poland,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Samoa,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Fiji,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Bangladesh,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Brunei Darussalam,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Indonesia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Vanuatu,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: India,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Asia Not Specified,AF: Trade Balance: Advanced Economies: South Korea,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Myanmar,"AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Azerbaijan, Republic of",AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: China,AF: (DC)Trade Balance: Special Categories,AF: (DC)Trade Balance: Advanced Economies: (Old)Belgium-Luxembourg,"AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Yugoslavia, Socialist Fed. Rep.",AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Czechoslovakia,AF: (DC)Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Papua New Guinea,AF: (DC)Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Macau SAR,AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Faroe Islands,AF: (DC)Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Timor-Leste,AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Serbia & Montenegro
12/1964,,,,,,,,,0.2,,,,,,-11.1,,,,,,,,-107.5,,,-4.7,,0.5,-33.2,-9.2,-69.6,-8.9,,,-10.9,,,,,,,,1.6,,,,,,,,,,,,,-15.2,,,,-57.5,,,-61.8,-6.5,-4.3,,,,,,,-50.1,,-57.4,,,,,0.4,,,,,,,-6.5,,,,,,,,,-4.7,,,,,
03/1965,,0.1,,,,,,,0.6,,,,,,1.8,,,,,,,,21.1,,,,,0.6,9.3,,11.8,5.7,,,2.5,,,,,,,,2.7,,,,,,,,,,,,,3.5,,,,4.6,,,5.2,6,0.6,,,,,,,16.5,,4.6,,,,,0.5,,,,,,,6,,,,,,,,,0.1,,,,,
06/1965,,,,,,,,,0.1,,,,,,1.5,,,,,,,,14.2,,,,,0.8,4.2,,9.6,3.4,,,1.6,,,,,,,,1.8,,,,,,,,,,,,,,,,,6.2,,,6.3,2.3,0.1,,,,,,,7.8,,6.4,,,,,,,,,,,,2.3,,,,,,0.4,,,0.1,,,,,
09/1965,,,,,,,,,0.1,,,,,,1.4,,,,,,,,8.8,,,,,0.6,3.1,,5.6,2.2,,,1.5,,,,,,,,0.7,,,,,,,,,,,,,0.3,,,,2.5,,,2.6,0.5,0.1,,,,,,,6.3,,2.5,,,,,,,,,,,,0.5,,,,,,0.1,,,0.1,,,,,
12/1965,,0.1,,,,,,,,,,,,,-16,,,,,,,,-93.9,,,2,,0.4,-33.9,-8,-62,-13.5,,,-15.9,,,,,,,,2.4,,,,,,,,,,,,,-12.8,,,,-56.8,,,-59.8,-4.9,-3,,,,,,,-37.2,,-56.7,,,,,,,,,,,,-5,,,,,0.1,,,,-3,,,,,
03/1966,,0.4,,,,,,,0.3,,,,,,0.7,,,,,,,,17.2,,,,,0.8,8.6,,8.6,3.5,,,1.4,,,,,,,,2.1,,,,,,,,,,,,,4.3,,,,4.4,,,4.5,2.1,0.1,,,,,,,12.8,,4.4,,,,,,,,,,,,1.9,,,,,0.2,,,,0.1,,,,,
06/1966,,0.3,,,,,,,0.1,,,,,,1.2,,,,,,,,15,,,,,0.7,4.9,,10.1,3.7,,,1.6,,,,,,,,2.1,,,,,,,,,,,,,0.5,,,,6.4,,,6.7,2.4,0.3,,,,,,,8.5,,6.5,,,,,,,,,,,,2.3,,,,,0.1,,,,0.3,,,,,
09/1966,,0.3,,,,,,,0.2,,,,,,0.8,,,,0.2,,,,21.9,,,,,0.9,7.4,,14.5,4.7,,,1.3,,,,,,,,3.3,,,,,,,,,,,,,1.7,,,,3.7,,,9.2,1.9,5.5,,,,,,,18,,3.9,,,,,0.1,,,,,,,1.8,,,,,0.1,,,,5.4,,,,,
12/1966,,0.6,,,,,,,0.2,,,,,,0.6,,,,0.2,,,,21.3,,,,,0.5,10.6,,10.7,6.9,,,1.4,,,,,,,,5.5,,,,,,,,,,,,,3,,,,4.8,,,6.3,1.9,1.5,,,,,,,16.3,,5,,,,,,,,,,,,1.9,,,,,,,,,1.5,,,,,
03/1967,,0.2,,,,,,,0.2,,,,,,0.9,,,,,,,,14.6,,,,,1.1,2.8,,11.8,1.6,,,1.3,,,,,,,,0.3,,,,,,,,,,,,,0.1,,,,7.6,,,7.6,3.2,,,,,,,,6.6,,8,,,,,,,,,,,,2.3,,,,,0.9,,,,,,,,,
06/1967,,,,,,,,,,,,,,,0.3,,,,,,,,7.3,,,0.8,,0.2,1,0.1,5.1,0.6,,,0.3,,,,,,,,0.3,,,,,,,,,,,,,0.1,,,,3.8,,,3.8,0.6,,,,,,,,3.4,,3.9,,,,,,,,,,,,0.6,,,,,,0.4,,,,,,,,
03/1981,,,,,,,,,,,,,,,9.31749441,,,,,,,,47.49572702,,3.3874416,,,,-24.43911799,-25.48865229,68.54740341,10.24144975,,,9.31749441,,,,,,,,0.81034106,,,,,,,,,,,,,-0.33235928,-8.74594189,,,24.38343536,,,23.89054964,28.53088635,-0.49288572,,,,,,,17.69368839,,29.80203863,,,,,0.11361428,,,,,,,28.81463635,,,,,-0.28375,,,,-0.6065,,,,,
06/1981,,,,,,,,,,,,,,,4.4371232,,,,,,,,23.24580312,,3.07405916,,,,-13.78737316,-16.63884546,33.95911712,8.6623646,,,4.4371232,,,,,,,,4.13895216,,,,,,,,,,,,,0.47484095,-6.19944401,,,13.68583732,,,13.16562657,1.2938112,-0.52021076,,,,,,,4.64397217,,18.60183095,,,,,0.08628924,,,,,,,1.5775612,,,,,-0.28375,,,,-0.6065,,,,,
09/1981,,,,,,,,,,,,,,,4.45863309,,,,,,,,0.71889291,,2.37314422,,,,-1.79741989,-14.67396765,0.14316858,18.96867356,,,4.45863309,,,,,,,,14.48486674,,,,,,,,,,,,,-0.18363054,-5.88332153,,,-10.24053904,,,-10.82186532,-2.24270425,-0.58132627,,,,,,,7.16758111,,-6.4486882,,,,,0.02517373,,,,,,,-1.95895425,,,,,-0.28375,,,,-0.6065,,,,,
12/1981,,,,,,,,,,,,,,,6.80874931,,,,,,,,25.14057695,,3.25335502,,,,-14.89408896,-21.27553459,36.78131089,10.39751209,,,6.80874931,,,,,,,,3.48684003,,,,,,,,,,,,,2.60314887,-6.51729257,,,19.80626636,,,19.30168911,-2.5289933,-0.50457725,,,,,,,0.13075833,,25.00981862,,,,,0.10192275,,,,,,,-2.2452433,,,,,-0.28375,,,,-0.6065,,,,,
03/1982,,-0.99,-0.121,-0.022,-0.11,,-0.286,,-0.77,,,-0.011,-0.055,,5.93047945,-3.85,,-0.363,,,-0.11,,-15.62429925,,3.24184291,,-1.1,-0.11,-37.75760729,-23.49096518,18.89146513,5.55305936,,-7.392,-0.77952055,,,,,,,,6.44591094,,,,,,,,,-1.177,,,,-3.22375997,-5.81927253,,-1.122,,,,-0.79950604,4.40134792,-0.79950604,,-0.066,-0.2145,,,,-20.49374475,,4.8694455,,,,,0.28266896,,,-0.121,,,,7.21184792,,-1.87,,,-0.11,,-0.44,-0.506,-0.576175,,,,,
06/1982,,-0.00909091,-0.35245455,0.16363636,-0.01909091,,0.26463636,0.12727273,-0.38727273,,,0.01818182,-0.21663636,,-0.52727273,-7.65181818,,0.123,0.41818182,,0.61727273,,-42.73271087,0.00181818,2.9203562,,-0.44,2.25363636,-47.47005455,-27.00727273,1.81698747,-6.06418182,,-7.722,-7.08154545,,0.09090909,-0.011,,,,,0.77181818,,,,,,,,,-1.166,,,,-0.38636364,-6.49,,,,,,-0.587175,-3.97504742,-0.587175,,-0.099,-0.19895455,,,,-43.82916327,,1.0964524,0.02727273,,,,,,,-0.165,,,,-1.79609287,,-2.31,,,-0.55,,1.17727273,,-0.576175,,-0.00569091,,,
09/1982,,-0.15272727,0.26272727,0.18327273,0.27272727,,0.15218182,,0.28727273,,,0.01818182,-0.36490909,,0.00727273,-2.96,,0.14354545,0.22872727,,0.14363636,,-27.40332279,,2.25448701,,-0.33,1.12454545,-30.07227273,-27.06,0.41446293,10.60081818,,-8.646,-2.20318182,,0.09090909,,,,,,12.37909091,,,,,,,,,-0.57772727,,,,1.31636364,-4.51,,,,,,-0.91899318,-3.09055746,-0.91899318,,-0.011,-0.099,,,,-28.49834997,,1.09502718,0.00909091,,,,,,,-0.539,,,,-1.84019382,,-3.08,,,-0.02363636,,0.41181818,-0.34281818,-0.576175,,,,,
12/1982,,-0.1,0.10863636,0.14263636,0.16272727,,0.34936364,0.10909091,-0.24363636,,,0.00909091,-0.00381818,,4.54818182,-3.16545455,,0.04836364,0.30909091,,0.12454545,,-35.30569009,0.00181818,3.09068727,,-0.77,-0.65909091,-43.46609091,-27.95909091,5.06971355,4.43890909,,-12.484,1.43045455,,-0.01909091,-0.033,,,,,2.49636364,,,,,,,,,-0.80490909,,,,1.62727273,-4.84,,-2.343,,,,-1.57381136,-3.76207679,-1.57381136,,-0.022,-0.03160909,,,,-35.95503744,,0.64934735,0.04545455,,,,,,,-0.341,,,,-1.48319498,,-3.3,,,1.26363636,,-0.00454545,-0.96463636,-0.576175,,,,,
03/1983,,0.50272727,-0.02581818,-0.12190909,0.05272727,,0.16754545,,-1.65454545,,,,-0.06263636,,3.28,-1.40545455,,0.21245455,27.11818182,,0.72727273,,1.39014135,,3.24184291,,-1.1,-4.34636364,3.02181818,-25.63,-4.87351975,4.37063636,,-5.016,3.34945455,,,-0.055,,,,,0.80090909,,,,,,,,,-0.143,,,,1.02909091,-4.18,,,,,,-0.631175,-2.91701528,-0.631175,,,-0.2101,,,,1.07544168,,0.31469966,,,,,,,,-0.539,,,,-0.48514348,,-4.29,,,-1.54,,1.77545455,,-0.576175,0.00022821,15.18818182,,,
06/1983,,0.44545455,0.07418182,-0.03245455,0.18181818,,0.135,,-0.60727273,,0.00909091,0.02727273,0.03636364,,1.85909091,-1.82181818,,0.20909091,0.16890909,,0.36363636,,-53.53956385,0.00727273,2.9203562,,-1.32,-10.60727273,-52.43927273,-29.81,-4.02064732,4.62645455,,-9.944,0.68145455,,,,,,,,3.62818182,,,,,,,,,-0.25681818,,,,2.59363636,-4.62,,,,,,-0.576175,-3.30739763,-0.576175,,,-0.2332,,,,-54.57545466,,1.03589082,0.01818182,,,,,,,-0.319,,,,-0.939508,,-3.52,,,-1.55909091,,0.08636364,,-0.576175,0.00021946,,,,
09/1983,,-0.15272727,-0.84927273,0.08709091,0.36363636,,0.07563636,0.00909091,0.23454545,,,0.02727273,0.07272727,,1.65818182,-4.14636364,,0.09090909,0.27272727,,0.45454545,,-56.43581836,,2.25448701,,-2.31,1.61727273,-57.60590909,-37.95,-1.08439627,1.34727273,,-8.283,-2.34745455,,0.09090909,-0.022,,,,,3.25545455,,,,,,,,,-1.24490909,,,,0.15363636,-5.83,,-0.033,,,,-0.598175,-4.21073465,-0.598175,,,-0.0473,,,,-58.23995638,,1.80413802,0.01818182,,,,,,,-0.98472727,,,,-0.69103088,,-6.82,,,-1.21,,0.25363636,,-0.576175,0.00023259,,,,
12/1983,,-1.07090909,-0.96309091,0.09,0.16272727,,0.48718182,,-0.20545455,,,-0.06790909,0.02681818,,6.31818182,-1.32909091,,0.02109091,0.20527273,,0.63636364,,-68.56769976,0.00272727,3.09068727,,-2.42,-5.49909091,-65.24966364,-39.28909091,-6.40872339,1.65118182,,-10.89663636,3.21781818,,,-0.055,,,,,2.39,,,,,,,,,-1.20090909,,,,-1.38636364,-6.38,,-0.033,,,,-5.23772045,-7.68993058,-5.23772045,,,-0.1496,,,-4.60654545,-69.83349518,,1.26579543,0.00909091,,,,,,,-2.02063636,,,,-0.72783214,,-5.94,,,-3.55818182,,-0.14818182,,-0.576175,0.00022883,-0.0033,,,
03/1984,,0.22545455,0.09090909,-4.34063636,-0.25818182,,0.17518182,,-0.04272727,,,,-0.00381818,,2.52454545,-1.51090909,,0.2,0.32727273,,0.43545455,,-62.05010343,0.00181818,3.5660272,,-2.31,1.35909091,-53.99963636,-31.66545455,-11.61649427,0.53227273,,-8.43672727,2.498,,,-0.022,,,,,-1.88272727,,,,,,,,,-0.924,,,,3.73272727,-6.82,,,,,,-5.19311602,-7.16295888,-5.19311602,,,-1.8392,,,,-62.70678514,,0.65668171,,,,,,,,-0.59681818,,,,-0.50294069,,-6.38,,,-3.3,,0.57909091,,-5.17111602,,,,,
06/1984,0.01636364,0.23,0.04545455,-1.67436364,0.07181818,,0.37136364,,0.29818182,,0.00909091,0.02345455,-0.66954545,,-2.18818182,-1.16181818,,0.11627273,-0.13145455,,0.21545455,,-64.10132738,0.00090909,3.21239182,,-4.73,1.04818182,-54.27990909,-29.38909091,-13.03381011,-4.31845455,,-8.602,-1.99345455,,,,,,,,-2.76818182,,,,,,,,,-0.67672727,,,,2.31636364,-5.61,,,,,,-5.17111602,-7.64351845,-5.17111602,,,-1.0219,,,,-64.73955104,,0.63822366,,,,,,,,-1.65754545,,,,-0.54734572,,-3.19,,,-3.74,,1.07181818,,-5.17111602,,,,,
09/1984,,0.28272727,0.01245455,-2.52372727,0.27272727,,0.17227273,,0.06727273,,0.00718182,-0.011,0.04545455,,1.89727273,-1.47272727,,0.06363636,0.30909091,,-0.29636364,,-49.13796589,,2.47993571,,-4.62,0.92363636,-46.79945455,-31.57,-4.81844705,5.54454545,,-7.403,0.57681818,,0.09090909,,,,,,4.52272727,,,,,,,,,-0.48527273,,,,0.91,-4.84,,,,,,-5.17111602,-2.68525582,-5.17111602,,,-0.1848,,,,-49.79468845,,0.65672257,0.00909091,,,,,,,-0.22,,,,-0.6951831,,-3.63,,,-1.1,,-0.01909091,,-5.17111602,,,,,
12/1984,0.00181818,1.17272727,-0.12481818,0.04263636,0.05272727,,0.20054545,,0.08636364,,,,-1.19318182,,2.86818182,-3.01272727,,0.15454545,0.09090909,,0.63636364,,-40.8546094,,3.39975599,,-2.42,0.92363636,-42.03172727,-29.46545455,-2.22263813,7.60527273,,-6.996,0.46018182,,,-0.011,,,,,6.89181818,,,,,,,,,-0.351,,,,-2.46272727,-5.94,,0.00909091,,,,-5.18211602,-1.57384642,-5.18211602,,,,,,,-41.51572646,,0.66111705,,,,,,,,-0.06981818,,,,-0.72211915,,-3.41,,,-0.44,,-0.12909091,,-5.17111602,,,,,
03/1985,0.08033636,-0.48727273,-0.05690909,-0.04681818,0.07181818,,0.23209091,,-0.20545455,,,,0.11772727,,0.46181818,-2.26181818,,0.13636364,0.01818182,,0.16272727,,-38.2255263,,-1.72984773,,-0.44,1.01454545,-38.16766364,-20.46454545,1.67198507,-3.57034164,,-7.425,-1.74611818,,-0.11,-0.03199261,,,,,-2.21818182,,,,,,,,,-1.82981818,,,,0.97636364,-3.74,,0.00909091,,,,7.78510917,-4.22096424,7.78510917,,,-0.10105455,,,,-38.40770855,,0.18218225,,,,,0.09004927,,,-0.13963636,,,,-1.59045515,,-4.29,,,-0.56909091,,0.30636364,-0.088,7.81505251,,,,,
06/1985,0.11598182,1.02909091,0.06509091,0.04545455,0.27272727,,0.21109091,,-0.02818182,,,-0.022,-0.00618182,,0.49,-2.15181818,,0.01581818,0.1,,0.25363636,,-8.97345057,,-1.72984773,,-0.77,0.81363636,-9.61092727,-22.81272727,2.36732443,35.82166745,,-13.618,-0.84583636,,0.09090909,-0.03341399,,,,,36.09363636,,,,,,,,,-1.87,,,,0.15818182,-3.52,,-0.154,,,,7.80186961,-3.70107268,7.80186961,,,-0.0154,,,,-9.15140275,,0.17795217,,,,,0.09004927,,,-0.176,,-0.11,,-0.89749086,,-5.83,,,-0.47818182,,-0.60727273,-0.06981818,7.81505251,,,,,
09/1985,,-0.13363636,-0.19936364,-0.087,0.09090909,,0.13072727,,0.50272727,,-0.077,-0.022,0.02727273,,-3.44181818,-2.00363636,,0.14981818,0.06363636,,0.43545455,,-61.71652957,0.00272727,-1.72984773,,-1.76,0.72272727,-64.66063636,-29.57545455,4.67395452,0.48950382,,-17.864,-4.78127273,,,-0.03753615,,,,,4.95909091,,,,,,,,,-2.299,,,,0.46,-6.38,,,,,,8.37574745,-4.61230349,8.37574745,,,-0.1463,,,,-61.89214709,,0.17561751,0.02727273,,,,0.09004927,,,-0.374,,-0.44,,-0.69300349,,-10.67,,,-0.66,,-0.01909091,0.50818182,7.81505251,,,,,
12/1985,,-0.90363636,-0.38063636,0.09236364,0.18181818,,-0.11518182,,-0.14818182,,,,0.01918182,,1.16269233,-4.12727273,,-0.055,0.04545455,,0.07181818,,-83.91867064,,-0.76926119,,-1.98,0.19636364,-74.01545612,-33.44241501,-9.13395333,-3.00708247,,-17.545,-4.58103495,,,-0.04005725,,,,,1.37078247,,,,,,,,,-1.353,,,,0.67640508,-8.0250119,,-0.011,,,,-1.74254033,-17.01346559,-1.74254033,,,-0.4774,,,,-86.11938751,,2.20071687,,,,,0.13653364,,,-0.638,,,,2.62593441,,-10.89,,,-17.16,,-0.22,-0.572,-1.26701673,,,,,
03/1986,,-0.99,-0.396,-1.716,-0.11,,-0.143,,-0.88,,,-0.033,-0.077,,1.69959827,-3.63,,-0.077,,,,,-77.59895657,,1.18256427,,-2.2,-0.88,-72.76542038,-31.44601776,-6.01610047,-0.55961091,,-12.485,-5.26340173,,-0.11,-0.39359592,,,,,4.84783261,,,,,,,,,-1.265,,,,-0.93819655,-8.68163695,,,,,,-14.8506117,1.8499451,-14.8506117,,,-0.4774,,,,-81.21208596,,3.61312939,,,,,0.10895821,,,-0.33,,-0.11,,5.0223451,,-13.64,,,-0.99,,-0.88,-0.605,-13.96097398,,,,,
06/1986,,-0.99,-0.726,-0.693,-0.33,,-0.154,,-0.88,,,,-0.044,,0.24121486,-3.85,,-0.044,,,-0.44,,-94.60750061,,0.72901965,,-1.21,-1.1,-88.26266114,-34.65826726,-7.07385912,-6.4383602,,-13.827,-6.84278514,,,-0.35376277,,,,,0.84434722,,,,,,,,,-1.551,,,,-0.75281821,-8.13313776,,,,,,-14.64465904,-0.09920005,-14.64465904,,,-0.1936,,,,-97.48962961,,2.882129,-0.506,,,,0.04407772,,,-0.715,,-0.55,,3.46039995,,-20.9,,,-0.55,,-0.11,-0.374,-13.96097398,,,,,
09/1986,,-1.21,-0.572,-0.033,-0.11,,-0.11,,-1.1,,,-0.022,-0.099,,2.82022796,-3.52,,-0.022,,,-0.44,,-98.12601839,,0.67957371,,-1.54,-0.66,-84.27963748,-29.82069292,-14.52595462,-4.96007863,,-17.281,-5.59477204,,,-0.34772808,,,,,0.80569852,,,,,,,,,-1.87,,,,0.19743033,-9.12330138,,-1.705,,,,-14.99670718,-4.13518001,-14.99670718,,,-0.385,,,,-100.92686044,,2.80084205,,,,,0.04899489,,,-0.253,,-0.7016388,,3.0894588,,-21.01,,,-2.31,,-1.43,-0.737,-13.96097398,,,,,
12/1986,-0.0154,-1.87,-0.506,-0.121,,,-0.077,,-0.99,,-0.671,-0.011,-0.099,,1.2095836,-3.19,,-0.121,,,-0.22,,-160.34066874,,0.94543269,,-1.87,-2.2,-80.08277735,-33.5476507,-81.20332408,-5.02621505,,-14.157,-6.7038164,,,-0.46691322,,,,,1.71494697,,,,,,,,,-1.276,,,,0.30116441,-7.47242163,,-3.157,,,,-15.21323282,-74.97724897,-15.21323282,,-0.033,-0.1826,,,,-163.56045558,,3.21978684,,,,,0.03965438,,,-0.22,,-1.94850762,,4.10985865,,-15.95,,,-72.27,,-0.22,-0.825,-13.96097398,,,,,
03/1987,-0.0088,-1.21,-0.154,-1.408,,,-0.143,,-6.05,,-0.088,,-0.132,,19.19896801,-3.08,,-0.264,,,-0.33,,0.97946085,,5.35781438,,-1.43,-1.54,-55.06054177,-37.78372269,50.68218824,25.9181751,,-19.206,7.55216801,,,-1.034,,,,,18.28169918,,,,,,,,,-1.826,,,,4.57025792,-6.46394419,-0.0825,,,,,-12.50682873,18.09561864,-12.50682873,,-0.11,-0.18300141,,,,-11.2194654,,12.19892625,,,,,0.30980791,,,-0.44,,-0.99,,22.30462005,,-17.49,,,-0.66,,-0.33,-0.528,-11.17213664,,,,,
06/1987,-0.1045,-0.66454545,-0.10090909,-2.48981818,0.18181818,,-0.04681818,,-0.67909091,,-0.044,-0.011,-0.02627273,,9.41708403,-3.59636364,,-0.05163636,0.02727273,,0.07181818,,-64.13834815,,1.63889653,,-2.75,-0.33454545,-73.67222306,-38.56875919,7.89497837,11.46302415,,-19.118,3.66058403,,,-1.474,,,,,7.87812544,,,,,,,,,-2.189,,,,1.17695851,-6.03722276,-0.0825,-0.022,,,,-10.17065466,3.02026127,-10.17065466,,-0.11,-0.05506149,,,,-70.11091468,,5.97256652,0.01818182,,,,-0.12818532,,,-0.143,,-1.32,,8.94932276,,-17.27,,,-2.09,,-0.55,-0.715,-7.78664069,,,0.01567135,,
09/1987,,0.18727273,-0.25681818,-0.10854545,0.05272727,,0.51054545,,0.46454545,,0.01818182,,0.43636364,,-3.61727273,-2.94090909,,-0.03345455,0.09090909,,0.90909091,,-123.42550902,,-1.63465909,,-2.64,-16.71909091,-110.10590909,-36.35727273,-11.68494084,-3.44834598,,-22.12672727,-3.74663636,,,-0.55,,,,,0.21272727,,,,,,,,,-1.716,,,,-0.14272727,-5.61,-0.0825,-0.088,,,,-2.94234436,-5.89162799,-2.94234436,,-0.077,-0.12609308,,,,-123.63062833,,0.20511931,0.01818182,,,,-0.39520961,,,-0.231,,-1.21,,-1.45353491,,-23.54,,,-0.99,,1.08636364,-0.946,-1.01564879,,,0.04701404,,
12/1987,,1.61272727,-0.42181818,-0.04918182,0.05272727,,0.26427273,,1.97636364,,-0.055,,0.03118182,,4.78818182,-3.18,,0.08181818,0.01818182,,1.61727273,,-158.45778183,,-1.63465909,,-2.53,1.80909091,-75.54645455,-41.86181818,-81.27666819,17.50576512,,-18.33409091,13.86254545,,,0.02672727,,,,,3.96818182,,,,,,,,,-4.411,,,,-2.49636364,-8.58,-0.0825,-0.176,,,,-1.87368781,-79.13065162,-1.87368781,,-0.044,-0.57084402,,,,-158.65359404,,0.19581221,,,,,-0.55946215,,,-0.297,,-0.23909091,,-0.90271669,,-21.67,,,-72.49,,7.41181818,-0.28981818,-1.01564879,,,0.04701404,,
